age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
36,housemaid,married,primary,no,1097,no,no,unknown,6,jun,97.0,2,-1,0,unknown,0
59,retired,married,tertiary,no,1411,yes,no,unknown,3,jun,139.0,1,-1,0,unknown,0
26,admin.,single,secondary,no,781,no,yes,cellular,25,jul,196.0,6,-1,0,unknown,0
36,management,single,tertiary,no,8000,no,no,cellular,12,apr,309.0,1,181,2,success,1
39,management,married,tertiary,no,0,yes,no,cellular,17,jun,213.0,4,-1,0,unknown,1
36,management,single,tertiary,no,127,yes,no,cellular,29,jan,109.0,1,128,3,failure,0
46,management,married,primary,no,131,yes,yes,cellular,21,jul,191.0,3,-1,0,unknown,0
32,management,single,tertiary,no,563,yes,no,cellular,25,jul,167.0,1,-1,0,unknown,0
41,services,married,secondary,no,-97,yes,no,unknown,3,jun,92.0,2,-1,0,unknown,0
38,technician,single,tertiary,no,167,no,no,unknown,9,jun,88.0,2,-1,0,unknown,0
37,management,married,tertiary,no,350,no,yes,cellular,20,aug,369.0,2,-1,0,unknown,0
52,management,married,tertiary,no,3418,no,no,cellular,4,aug,219.0,3,93,14,success,1
31,blue-collar,married,primary,no,326,yes,no,unknown,5,jun,186.0,2,-1,0,unknown,0
31,admin.,married,secondary,no,896,no,no,unknown,11,jun,190.0,1,-1,0,unknown,0
26,student,single,secondary,no,57,yes,no,unknown,18,jun,299.0,6,-1,0,unknown,1
30,admin.,single,secondary,no,162,yes,no,cellular,4,feb,135.0,1,-1,0,unknown,0
49,management,married,tertiary,no,216,no,yes,cellular,6,feb,222.0,4,269,4,failure,0
38,management,single,tertiary,no,4,yes,yes,cellular,11,may,125.0,3,-1,0,unknown,0
36,management,single,tertiary,no,11302,no,no,cellular,29,aug,247.0,2,-1,0,unknown,0
32,unemployed,single,tertiary,no,597,no,no,unknown,21,sep,9.0,1,52,1,failure,0
63,management,married,tertiary,no,2590,no,no,cellular,30,apr,510.0,1,-1,0,unknown,1
22,blue-collar,single,primary,no,532,no,no,cellular,14,aug,737.0,2,-1,0,unknown,1
40,technician,single,secondary,no,315,no,no,unknown,17,nov,340.0,2,160,4,failure,0
37,housemaid,single,tertiary,no,466,yes,no,cellular,15,may,916.0,1,-1,0,unknown,1
31,technician,married,tertiary,no,2987,yes,no,cellular,17,nov,73.0,1,-1,0,unknown,0
62,housemaid,married,primary,no,48,yes,no,telephone,2,feb,174.0,1,-1,0,unknown,0
24,blue-collar,single,primary,no,1492,yes,no,unknown,2,jun,244.0,3,-1,0,unknown,1
33,management,married,tertiary,no,390,yes,yes,cellular,17,nov,391.0,1,-1,0,unknown,0
41,technician,married,tertiary,no,835,no,no,unknown,20,jun,13.0,5,-1,0,unknown,0
24,student,single,secondary,no,281,no,no,telephone,19,sep,201.0,1,-1,0,unknown,1
42,management,single,tertiary,no,1659,no,no,unknown,16,jun,901.0,4,-1,0,unknown,1
53,blue-collar,married,unknown,no,22,yes,no,unknown,13,may,126.0,3,-1,0,unknown,0
33,services,single,unknown,no,5801,yes,no,unknown,27,may,290.0,1,-1,0,unknown,0
43,technician,married,primary,no,2920,yes,no,unknown,4,jun,425.0,3,-1,0,unknown,1
54,self-employed,married,tertiary,no,147,no,no,cellular,15,jun,91.0,3,106,2,other,1
47,technician,married,secondary,no,146,no,no,cellular,8,aug,125.0,2,-1,0,unknown,0
47,admin.,married,secondary,no,13781,yes,no,cellular,11,oct,252.0,1,1,2,success,1
38,management,divorced,tertiary,no,0,yes,no,cellular,5,may,278.0,2,130,3,failure,1
42,entrepreneur,married,tertiary,no,488,yes,yes,telephone,6,may,5.0,7,344,6,other,0
37,technician,married,secondary,no,1165,no,no,cellular,18,oct,316.0,2,79,10,success,1
76,retired,divorced,secondary,no,71,no,no,cellular,23,feb,530.0,1,-1,0,unknown,1
37,admin.,divorced,secondary,no,0,no,no,unknown,27,may,146.0,2,-1,0,unknown,0
44,technician,single,secondary,no,261,no,no,cellular,29,jan,380.0,1,-1,0,unknown,0
51,technician,married,secondary,no,6847,no,no,cellular,27,aug,291.0,6,-1,0,unknown,0
42,blue-collar,married,secondary,no,-23,yes,yes,cellular,29,jul,70.0,4,-1,0,unknown,0
27,technician,married,secondary,no,2858,yes,yes,cellular,17,nov,95.0,1,-1,0,unknown,0
28,blue-collar,single,secondary,no,381,yes,no,unknown,29,may,200.0,4,-1,0,unknown,0
27,self-employed,single,tertiary,no,3694,yes,no,cellular,16,apr,241.0,1,291,1,failure,0
55,technician,divorced,secondary,no,-480,no,no,cellular,8,jul,47.0,4,-1,0,unknown,0
27,self-employed,married,tertiary,no,1612,no,yes,cellular,25,jul,43.0,5,-1,0,unknown,0
48,blue-collar,divorced,primary,no,216,yes,no,unknown,16,may,391.0,1,-1,0,unknown,1
61,retired,married,tertiary,no,123,no,no,telephone,26,mar,211.0,1,95,11,failure,1
73,retired,married,unknown,no,1527,no,no,cellular,2,jul,778.0,2,-1,0,unknown,1
29,management,single,tertiary,no,62,no,no,cellular,8,jul,84.0,1,-1,0,unknown,0
33,management,married,tertiary,no,617,no,no,cellular,6,sep,260.0,3,-1,0,unknown,1
29,admin.,single,unknown,no,1088,no,no,cellular,5,aug,250.0,3,102,6,success,1
35,services,married,secondary,no,0,yes,no,cellular,13,may,58.0,2,88,2,other,0
34,admin.,married,secondary,no,138,no,no,cellular,17,apr,252.0,2,-1,0,unknown,0
27,management,single,tertiary,no,40,no,no,cellular,27,jul,170.0,2,-1,0,unknown,0
40,retired,single,secondary,no,271,yes,no,cellular,3,apr,160.0,1,-1,0,unknown,1
54,technician,married,primary,no,700,no,no,unknown,18,jun,68.0,1,-1,0,unknown,0
39,management,married,tertiary,no,833,yes,no,cellular,29,jul,50.0,5,-1,0,unknown,0
31,management,married,tertiary,no,356,yes,no,cellular,18,may,657.0,3,-1,0,unknown,1
41,housemaid,married,primary,no,893,no,no,unknown,21,may,147.0,1,-1,0,unknown,0
39,technician,married,secondary,no,10930,yes,no,telephone,21,nov,39.0,4,-1,0,unknown,0
46,technician,divorced,secondary,no,126,no,no,unknown,9,may,163.0,3,-1,0,unknown,0
55,unknown,divorced,secondary,no,3518,yes,no,unknown,13,aug,192.0,1,-1,0,unknown,1
47,technician,divorced,secondary,no,1630,yes,yes,cellular,8,apr,1078.0,1,-1,0,unknown,1
38,admin.,single,secondary,no,239,yes,no,cellular,4,may,152.0,3,368,1,success,0
33,management,married,tertiary,no,2885,no,no,cellular,29,jan,151.0,2,-1,0,unknown,0
22,housemaid,single,secondary,no,101,yes,no,cellular,21,nov,32.0,3,-1,0,unknown,0
48,admin.,single,secondary,no,324,yes,no,cellular,4,aug,342.0,1,-1,0,unknown,0
60,blue-collar,married,primary,no,4935,no,no,unknown,9,jun,678.0,3,-1,0,unknown,1
38,services,married,secondary,no,1820,yes,no,cellular,4,feb,82.0,1,165,2,other,0
61,retired,married,secondary,no,192,no,no,telephone,3,feb,258.0,1,-1,0,unknown,0
30,admin.,married,secondary,no,60,yes,yes,cellular,15,may,75.0,1,-1,0,unknown,0
47,management,married,tertiary,no,5063,no,no,cellular,5,aug,122.0,1,-1,0,unknown,0
58,services,married,secondary,no,603,no,yes,unknown,20,jun,23.0,5,-1,0,unknown,0
48,technician,single,tertiary,no,3391,no,no,cellular,11,aug,165.0,1,106,11,failure,1
25,technician,single,secondary,no,-46,yes,no,cellular,16,apr,393.0,1,104,1,failure,0
55,retired,married,tertiary,no,2045,no,no,telephone,21,apr,1089.0,4,-1,0,unknown,1
38,management,married,tertiary,no,1190,no,no,cellular,13,aug,603.0,1,-1,0,unknown,1
40,entrepreneur,married,secondary,no,587,no,no,cellular,3,feb,99.0,2,5,3,other,0
34,technician,married,tertiary,no,4930,yes,no,cellular,17,nov,65.0,1,152,1,failure,0
35,management,married,tertiary,no,1311,yes,no,unknown,15,may,182.0,1,-1,0,unknown,0
46,technician,married,secondary,no,362,no,no,cellular,7,aug,671.0,1,-1,0,unknown,1
40,blue-collar,married,primary,no,690,no,no,unknown,23,may,1015.0,2,-1,0,unknown,1
30,blue-collar,married,secondary,no,379,yes,no,cellular,9,jul,201.0,1,-1,0,unknown,0
35,admin.,single,secondary,no,867,yes,no,unknown,12,may,322.0,2,-1,0,unknown,0
35,blue-collar,single,unknown,yes,618,no,no,cellular,4,aug,202.0,1,261,5,success,1
45,blue-collar,single,secondary,no,668,yes,no,cellular,15,may,854.0,2,356,1,failure,1
46,blue-collar,married,primary,no,-849,yes,yes,cellular,14,aug,74.0,6,-1,0,unknown,0
47,technician,married,secondary,no,57,yes,no,unknown,26,may,146.0,1,-1,0,unknown,0
26,blue-collar,single,secondary,no,106,yes,no,unknown,30,may,503.0,1,-1,0,unknown,0
50,entrepreneur,married,tertiary,no,-147,yes,no,unknown,20,may,34.0,4,-1,0,unknown,0
24,self-employed,single,tertiary,no,168,no,no,cellular,4,jun,374.0,1,92,2,success,1
57,unemployed,married,secondary,no,2552,no,no,cellular,28,jan,125.0,1,-1,0,unknown,0
46,technician,married,secondary,no,-276,yes,no,cellular,28,jul,125.0,2,-1,0,unknown,0
48,blue-collar,single,secondary,no,2001,no,no,cellular,17,feb,364.0,1,-1,0,unknown,1
30,blue-collar,single,secondary,no,467,yes,no,unknown,16,may,189.0,1,-1,0,unknown,0
33,management,divorced,tertiary,no,7050,no,no,cellular,18,aug,161.0,1,126,2,failure,1
42,technician,single,secondary,no,1783,no,no,unknown,17,jun,298.0,3,-1,0,unknown,0
34,admin.,married,tertiary,no,1247,no,no,cellular,2,mar,95.0,1,82,3,failure,1
54,retired,married,unknown,no,389,no,no,cellular,22,may,186.0,1,-1,0,unknown,0
80,retired,married,tertiary,no,2,no,no,cellular,13,jun,138.0,2,-1,0,unknown,0
24,student,single,primary,no,1980,no,no,cellular,15,jun,105.0,2,-1,0,unknown,0
36,blue-collar,married,secondary,no,362,yes,no,unknown,19,may,109.0,10,-1,0,unknown,0
32,technician,single,secondary,no,561,yes,no,unknown,20,jun,662.0,1,-1,0,unknown,1
63,management,divorced,secondary,no,419,yes,no,cellular,5,aug,580.0,2,231,3,failure,1
46,blue-collar,married,secondary,no,551,yes,yes,telephone,15,may,45.0,2,355,2,other,0
55,blue-collar,single,secondary,no,166,yes,yes,cellular,18,may,1073.0,2,-1,0,unknown,1
29,student,single,tertiary,no,514,no,no,cellular,15,apr,110.0,3,-1,0,unknown,1
27,student,single,tertiary,no,1291,no,no,cellular,17,nov,244.0,1,-1,0,unknown,1
67,retired,divorced,primary,no,461,no,no,cellular,3,sep,233.0,1,-1,0,unknown,0
27,management,single,primary,no,3029,no,no,cellular,3,jul,299.0,3,-1,0,unknown,1
35,admin.,single,tertiary,no,0,yes,no,cellular,3,feb,195.0,1,441,4,failure,0
55,blue-collar,divorced,primary,no,6835,no,yes,unknown,16,jun,113.0,2,-1,0,unknown,1
25,management,divorced,unknown,no,1288,yes,yes,cellular,8,jun,510.0,2,272,5,failure,1
27,self-employed,married,tertiary,no,739,no,no,cellular,27,aug,27.0,5,-1,0,unknown,0
72,self-employed,married,secondary,no,102,yes,no,unknown,23,may,208.0,1,-1,0,unknown,0
33,self-employed,divorced,tertiary,no,1714,no,yes,cellular,21,nov,456.0,5,128,4,failure,0
27,services,single,secondary,no,106,no,no,cellular,8,feb,379.0,1,94,1,success,1
57,blue-collar,married,primary,no,51,no,no,unknown,20,jun,396.0,5,-1,0,unknown,1
48,blue-collar,married,primary,no,649,yes,no,cellular,5,jul,226.0,1,271,1,failure,0
30,admin.,married,secondary,no,246,yes,no,cellular,7,jul,333.0,1,-1,0,unknown,0
35,admin.,married,secondary,no,771,yes,no,cellular,8,sep,256.0,1,306,3,failure,1
50,admin.,single,secondary,no,2087,yes,no,cellular,18,may,115.0,1,177,2,failure,0
26,admin.,single,secondary,no,2823,no,no,cellular,25,apr,480.0,2,182,2,success,1
31,management,married,primary,no,158,no,yes,unknown,12,jun,97.0,1,-1,0,unknown,0
36,management,single,tertiary,no,4333,yes,no,cellular,15,may,87.0,5,-1,0,unknown,0
37,blue-collar,married,unknown,no,6281,no,no,cellular,17,dec,776.0,5,229,8,success,1
37,management,married,tertiary,no,1100,no,no,unknown,30,may,579.0,3,-1,0,unknown,1
49,management,married,tertiary,no,3725,no,no,cellular,4,feb,395.0,3,-1,0,unknown,1
38,blue-collar,married,primary,no,132,yes,no,unknown,7,may,240.0,2,-1,0,unknown,0
66,management,married,secondary,no,3001,no,no,cellular,9,jul,399.0,1,205,2,failure,1
25,management,married,tertiary,no,245,no,yes,cellular,26,aug,323.0,4,-1,0,unknown,0
56,housemaid,married,primary,no,2157,yes,no,cellular,10,jul,478.0,4,-1,0,unknown,1
48,management,single,tertiary,no,73,yes,no,unknown,30,may,629.0,3,-1,0,unknown,1
30,management,married,tertiary,no,312,no,no,cellular,6,oct,904.0,1,-1,0,unknown,1
30,management,single,tertiary,no,0,yes,no,cellular,7,aug,523.0,2,-1,0,unknown,1
33,management,single,tertiary,no,4060,yes,no,cellular,3,nov,133.0,1,-1,0,unknown,1
37,services,married,secondary,no,-395,yes,no,cellular,23,jul,98.0,1,-1,0,unknown,0
31,technician,married,secondary,no,141,yes,no,cellular,13,may,959.0,1,345,6,other,1
56,management,married,tertiary,no,-803,yes,no,cellular,15,apr,632.0,4,-1,0,unknown,1
35,blue-collar,single,primary,no,3085,yes,no,cellular,3,feb,133.0,1,93,2,success,1
32,blue-collar,married,secondary,no,255,yes,yes,cellular,15,apr,186.0,2,257,3,failure,1
61,blue-collar,married,secondary,no,298,yes,no,cellular,17,apr,758.0,2,-1,0,unknown,0
52,unemployed,married,secondary,no,73,no,no,unknown,24,may,181.0,8,-1,0,unknown,0
64,management,married,tertiary,no,-94,yes,no,cellular,20,aug,29.0,6,-1,0,unknown,0
36,entrepreneur,married,secondary,no,479,no,no,cellular,29,jan,91.0,1,-1,0,unknown,0
74,retired,married,primary,no,230,no,no,cellular,12,jul,194.0,2,385,1,success,1
60,management,married,tertiary,no,82,no,no,cellular,8,jun,274.0,3,195,8,other,1
34,admin.,single,tertiary,no,216,no,yes,cellular,18,nov,175.0,1,-1,0,unknown,0
60,retired,married,secondary,no,1236,no,no,cellular,29,dec,680.0,2,131,1,failure,1
25,student,single,unknown,no,198,no,no,cellular,22,oct,509.0,1,92,2,success,1
34,technician,married,secondary,no,436,no,yes,cellular,30,jul,90.0,3,-1,0,unknown,0
59,management,married,tertiary,no,6432,yes,no,cellular,16,sep,294.0,3,570,2,success,1
39,services,single,secondary,no,1994,no,no,unknown,16,jun,1151.0,1,-1,0,unknown,0
39,admin.,divorced,secondary,no,522,yes,no,cellular,23,jul,101.0,3,-1,0,unknown,0
33,technician,single,secondary,no,0,no,yes,cellular,4,feb,519.0,2,-1,0,unknown,1
52,technician,married,secondary,no,1717,yes,no,cellular,7,may,87.0,1,-1,0,unknown,0
37,blue-collar,married,secondary,no,1602,yes,no,cellular,13,may,147.0,2,-1,0,unknown,0
23,blue-collar,single,secondary,no,-1138,yes,no,cellular,24,jul,352.0,1,-1,0,unknown,0
46,management,divorced,tertiary,no,-56,yes,no,cellular,17,nov,182.0,1,-1,0,unknown,0
54,technician,single,secondary,no,-60,no,no,cellular,12,aug,513.0,2,-1,0,unknown,1
32,admin.,single,secondary,no,523,no,yes,cellular,19,nov,99.0,1,-1,0,unknown,0
33,admin.,single,secondary,no,0,yes,yes,cellular,16,apr,284.0,1,148,1,failure,0
56,services,married,tertiary,no,0,no,no,unknown,9,jun,739.0,1,-1,0,unknown,1
53,admin.,married,secondary,no,312,no,no,cellular,13,aug,205.0,4,-1,0,unknown,0
33,management,married,tertiary,no,8091,no,no,cellular,18,may,211.0,1,195,9,success,1
44,blue-collar,married,primary,no,80,yes,yes,cellular,29,apr,462.0,1,415,1,failure,1
47,management,married,tertiary,no,2037,no,no,cellular,23,apr,108.0,6,-1,0,unknown,1
33,management,single,tertiary,no,309,no,no,cellular,10,dec,839.0,2,183,3,failure,1
30,management,married,tertiary,no,96,no,no,cellular,7,aug,111.0,1,-1,0,unknown,0
27,admin.,married,secondary,no,0,yes,no,cellular,21,nov,35.0,1,-1,0,unknown,0
40,technician,single,secondary,no,6991,yes,no,unknown,2,jun,130.0,2,-1,0,unknown,0
29,unemployed,married,secondary,no,264,yes,yes,cellular,2,feb,146.0,1,-1,0,unknown,0
51,technician,married,secondary,no,-90,no,yes,telephone,7,jul,94.0,8,-1,0,unknown,0
54,self-employed,married,tertiary,no,-828,no,no,cellular,20,nov,152.0,2,-1,0,unknown,0
46,management,divorced,tertiary,no,1855,no,no,telephone,9,feb,80.0,2,-1,0,unknown,0
23,admin.,single,secondary,no,1137,yes,no,cellular,15,may,43.0,1,176,3,other,0
37,blue-collar,married,unknown,no,355,yes,no,cellular,17,apr,712.0,1,323,3,failure,1
35,technician,married,secondary,no,5,no,no,cellular,20,nov,1084.0,1,182,4,failure,1
48,blue-collar,married,secondary,no,136,no,no,cellular,4,jun,173.0,1,-1,0,unknown,0
38,admin.,single,secondary,no,1594,yes,no,cellular,19,nov,177.0,4,-1,0,unknown,0
48,self-employed,married,secondary,no,21,no,no,cellular,26,jan,580.0,4,-1,0,unknown,1
43,management,divorced,tertiary,no,18,yes,yes,cellular,19,aug,361.0,2,-1,0,unknown,0
51,technician,divorced,secondary,no,228,no,no,telephone,19,nov,195.0,2,-1,0,unknown,0
51,self-employed,married,secondary,no,6401,no,no,cellular,10,feb,507.0,1,-1,0,unknown,1
46,blue-collar,married,primary,no,766,yes,no,unknown,6,may,276.0,2,-1,0,unknown,0
48,blue-collar,married,primary,no,465,yes,no,cellular,10,jul,796.0,1,-1,0,unknown,1
38,unemployed,married,primary,no,1135,no,no,cellular,6,aug,385.0,1,-1,0,unknown,0
31,blue-collar,married,primary,no,415,yes,no,cellular,21,nov,1074.0,1,-1,0,unknown,1
42,management,married,tertiary,no,342,no,yes,cellular,18,aug,455.0,5,-1,0,unknown,1
35,technician,single,tertiary,no,3687,no,no,cellular,4,may,87.0,5,-1,0,unknown,0
45,management,married,secondary,no,314,no,no,unknown,9,jun,282.0,4,-1,0,unknown,0
48,technician,married,secondary,no,866,no,no,cellular,12,nov,248.0,1,92,3,success,1
35,technician,married,tertiary,yes,1276,no,no,cellular,14,nov,318.0,4,93,7,failure,1
39,services,single,secondary,no,383,yes,no,unknown,5,jun,199.0,2,-1,0,unknown,0
52,services,married,secondary,no,3178,no,no,cellular,30,jan,337.0,1,-1,0,unknown,0
39,admin.,single,secondary,no,3486,yes,no,unknown,8,may,162.0,1,-1,0,unknown,0
47,management,single,secondary,no,668,no,no,cellular,5,aug,314.0,3,-1,0,unknown,1
41,management,married,tertiary,no,6419,yes,no,unknown,23,may,325.0,2,-1,0,unknown,0
28,management,single,tertiary,no,597,no,no,unknown,9,jun,607.0,6,-1,0,unknown,1
31,technician,single,tertiary,no,325,yes,no,unknown,20,may,448.0,2,-1,0,unknown,1
35,housemaid,married,secondary,no,6529,no,no,unknown,18,jun,235.0,1,-1,0,unknown,0
41,services,married,secondary,no,882,yes,no,cellular,28,jan,309.0,5,-1,0,unknown,0
33,blue-collar,married,secondary,no,0,yes,no,unknown,19,may,167.0,1,-1,0,unknown,0
34,blue-collar,single,secondary,no,79,yes,no,unknown,2,jun,200.0,1,-1,0,unknown,0
39,admin.,divorced,secondary,no,82,yes,no,cellular,8,may,729.0,1,-1,0,unknown,1
31,blue-collar,single,secondary,no,1129,yes,no,cellular,14,apr,407.0,2,-1,0,unknown,0
49,technician,married,secondary,no,2259,yes,no,cellular,25,sep,299.0,3,-1,0,unknown,1
28,blue-collar,single,secondary,no,223,yes,yes,cellular,29,jan,241.0,2,144,1,failure,0
35,blue-collar,single,secondary,no,51,yes,yes,cellular,21,may,318.0,1,-1,0,unknown,0
27,management,single,secondary,no,131,yes,yes,unknown,5,may,528.0,2,-1,0,unknown,1
36,technician,married,secondary,no,1401,yes,no,unknown,22,may,183.0,6,-1,0,unknown,0
54,management,married,secondary,no,4133,yes,no,unknown,16,may,290.0,1,-1,0,unknown,1
31,technician,married,secondary,no,-463,yes,no,unknown,26,may,360.0,6,-1,0,unknown,0
48,admin.,divorced,secondary,no,862,yes,yes,cellular,20,apr,17.0,5,-1,0,unknown,0
48,technician,married,secondary,no,644,no,no,telephone,9,feb,302.0,1,93,1,success,1
40,blue-collar,married,secondary,no,816,yes,yes,cellular,2,feb,1336.0,2,-1,0,unknown,1
60,blue-collar,divorced,primary,no,1401,no,no,unknown,20,jun,1032.0,4,-1,0,unknown,1
57,management,divorced,tertiary,no,641,yes,no,unknown,28,may,530.0,1,-1,0,unknown,0
42,self-employed,married,tertiary,no,2589,yes,no,cellular,4,may,612.0,1,-1,0,unknown,1
55,unemployed,divorced,secondary,yes,230,no,no,cellular,6,aug,394.0,9,-1,0,unknown,1
34,blue-collar,divorced,secondary,no,706,yes,no,cellular,12,jan,187.0,3,90,2,success,1
34,technician,divorced,secondary,no,157,yes,no,unknown,29,may,921.0,6,-1,0,unknown,0
42,technician,divorced,secondary,no,-2,no,no,cellular,29,aug,301.0,12,-1,0,unknown,0
32,technician,divorced,secondary,no,508,yes,yes,cellular,15,may,87.0,7,-1,0,unknown,0
72,retired,married,tertiary,no,1480,no,no,cellular,14,apr,580.0,2,-1,0,unknown,1
39,management,single,tertiary,no,147,no,no,cellular,14,sep,452.0,1,183,2,failure,1
80,retired,married,secondary,no,2290,no,no,cellular,22,apr,324.0,1,399,3,success,1
38,management,single,tertiary,no,563,yes,no,cellular,14,may,60.0,4,348,5,failure,0
24,admin.,single,tertiary,no,507,no,no,cellular,12,jan,108.0,1,68,2,success,1
29,technician,single,tertiary,no,718,yes,no,cellular,26,mar,199.0,2,60,2,failure,1
31,services,single,tertiary,no,1062,no,no,cellular,22,jun,275.0,1,91,3,success,1
51,blue-collar,married,primary,no,255,no,no,cellular,15,apr,155.0,1,-1,0,unknown,0
52,management,married,tertiary,no,942,yes,no,cellular,27,mar,131.0,1,-1,0,unknown,1
53,admin.,married,unknown,no,0,no,no,unknown,18,jun,272.0,3,-1,0,unknown,0
31,services,single,secondary,no,944,no,no,cellular,19,nov,251.0,1,-1,0,unknown,0
30,management,single,tertiary,no,3417,no,no,cellular,31,aug,99.0,1,148,3,other,0
24,services,single,secondary,no,603,no,yes,cellular,31,jul,834.0,3,-1,0,unknown,1
23,management,single,tertiary,no,3343,no,no,cellular,23,sep,336.0,2,388,4,success,1
43,services,married,primary,no,-413,no,yes,unknown,6,jun,89.0,4,-1,0,unknown,0
32,technician,married,tertiary,no,1101,no,no,cellular,17,nov,72.0,1,100,3,failure,0
48,unemployed,married,secondary,no,205,no,no,cellular,2,mar,768.0,1,-1,0,unknown,1
30,management,married,tertiary,no,6489,yes,no,cellular,4,dec,217.0,1,88,2,failure,1
33,management,single,tertiary,no,342,yes,no,cellular,9,jul,106.0,1,-1,0,unknown,0
35,services,married,secondary,no,543,yes,no,cellular,21,nov,205.0,2,-1,0,unknown,0
45,unknown,married,primary,no,17,yes,yes,unknown,20,may,462.0,2,-1,0,unknown,1
56,admin.,married,secondary,no,502,no,no,cellular,9,jul,607.0,4,-1,0,unknown,1
38,management,married,tertiary,no,277,no,no,cellular,28,aug,39.0,27,-1,0,unknown,0
31,unknown,married,tertiary,no,897,yes,no,cellular,15,may,1694.0,2,184,3,failure,1
34,services,single,tertiary,no,1951,yes,no,cellular,26,feb,231.0,1,-1,0,unknown,1
40,management,single,tertiary,no,1807,no,no,cellular,1,oct,232.0,1,-1,0,unknown,1
24,services,married,secondary,no,371,yes,yes,cellular,18,nov,569.0,2,-1,0,unknown,0
46,student,single,secondary,no,1231,no,no,cellular,4,may,1091.0,3,-1,0,unknown,1
39,admin.,single,secondary,no,1824,yes,no,cellular,15,jul,659.0,6,-1,0,unknown,0
33,services,married,secondary,no,6973,yes,no,cellular,8,jul,106.0,3,-1,0,unknown,0
52,housemaid,married,primary,no,2580,yes,no,cellular,28,jul,631.0,7,-1,0,unknown,1
31,management,divorced,tertiary,no,454,no,no,cellular,11,nov,329.0,2,91,2,failure,1
45,technician,single,tertiary,no,390,yes,yes,cellular,21,nov,14.0,2,169,1,failure,0
23,services,single,secondary,no,228,yes,no,unknown,5,may,69.0,1,-1,0,unknown,0
30,technician,single,tertiary,no,1084,yes,no,cellular,4,may,555.0,3,93,23,other,1
38,management,married,tertiary,no,6661,no,no,cellular,8,aug,382.0,1,-1,0,unknown,0
28,management,married,tertiary,no,11293,yes,no,unknown,26,may,155.0,1,-1,0,unknown,0
47,management,single,tertiary,no,4097,yes,no,unknown,8,may,228.0,3,-1,0,unknown,0
45,blue-collar,married,primary,no,1429,yes,no,unknown,30,may,880.0,1,-1,0,unknown,1
46,technician,married,tertiary,no,2646,no,no,cellular,12,feb,81.0,4,-1,0,unknown,1
65,management,married,tertiary,no,2194,yes,yes,cellular,17,jul,256.0,3,-1,0,unknown,0
31,unemployed,married,secondary,no,1872,no,no,cellular,17,feb,228.0,2,77,8,failure,1
59,technician,married,secondary,no,4466,no,no,cellular,20,nov,688.0,2,-1,0,unknown,1
36,management,married,tertiary,no,0,yes,no,cellular,7,aug,770.0,1,-1,0,unknown,1
34,blue-collar,married,secondary,no,182,no,no,cellular,25,aug,179.0,4,-1,0,unknown,0
29,services,single,secondary,no,7830,yes,no,unknown,14,may,204.0,2,-1,0,unknown,0
31,admin.,married,secondary,no,2007,yes,no,cellular,6,feb,135.0,1,-1,0,unknown,0
48,blue-collar,married,secondary,no,1981,yes,no,cellular,15,may,36.0,1,-1,0,unknown,0
26,unemployed,married,secondary,no,154,yes,no,unknown,8,may,132.0,1,-1,0,unknown,0
50,technician,married,secondary,no,6229,no,no,unknown,9,jun,61.0,1,-1,0,unknown,0
34,blue-collar,married,secondary,no,127,yes,yes,cellular,6,feb,84.0,3,209,1,failure,0
26,management,married,secondary,no,5448,yes,yes,cellular,20,nov,509.0,1,-1,0,unknown,1
34,blue-collar,married,secondary,no,765,yes,no,unknown,19,may,249.0,4,-1,0,unknown,0
30,services,divorced,secondary,yes,42,yes,no,cellular,16,apr,378.0,2,-1,0,unknown,1
57,management,divorced,unknown,no,-426,no,no,unknown,20,may,83.0,6,-1,0,unknown,0
30,technician,single,secondary,no,900,yes,no,unknown,19,may,456.0,1,-1,0,unknown,0
60,blue-collar,divorced,primary,no,2611,no,no,unknown,12,jun,340.0,8,-1,0,unknown,0
33,technician,married,tertiary,no,2453,yes,no,unknown,29,may,635.0,3,-1,0,unknown,1
52,self-employed,married,secondary,no,1381,no,no,cellular,22,aug,106.0,2,-1,0,unknown,0
49,blue-collar,divorced,secondary,no,3310,no,no,cellular,13,aug,810.0,3,-1,0,unknown,1
36,admin.,single,tertiary,no,512,no,no,cellular,2,jul,106.0,2,219,3,failure,1
53,retired,married,tertiary,no,7802,no,no,cellular,30,apr,237.0,2,-1,0,unknown,1
59,admin.,single,secondary,no,226,no,no,cellular,4,may,596.0,2,59,1,success,1
24,student,single,secondary,no,580,yes,no,cellular,1,apr,105.0,2,336,1,other,0
26,management,single,tertiary,no,181,yes,no,cellular,13,may,30.0,5,100,17,other,0
31,management,single,tertiary,no,8000,no,no,cellular,30,sep,350.0,2,181,5,failure,1
31,management,married,tertiary,no,299,no,no,cellular,20,nov,1182.0,3,-1,0,unknown,1
72,retired,married,secondary,no,963,no,no,cellular,8,feb,355.0,1,-1,0,unknown,1
56,housemaid,married,primary,no,3780,no,no,cellular,5,aug,90.0,1,-1,0,unknown,0
39,services,single,unknown,no,145,no,yes,unknown,20,jun,369.0,1,-1,0,unknown,0
59,management,married,tertiary,no,746,no,no,cellular,27,aug,37.0,6,-1,0,unknown,0
44,admin.,married,secondary,no,54,yes,no,cellular,22,dec,134.0,2,177,2,success,1
