enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
9439,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,Public Sector,never,111,0.0
218,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,5000-9999,Pvt Ltd,4,54,0.0
8848,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Public Sector,4,65,0.0
13363,city_114,0.926,,No relevent experience,Part time course,High School,,3,10/49,Early Stage Startup,2,42,0.0
14269,city_21,0.624,Male,No relevent experience,Full time course,High School,,5,<10,Public Sector,1,14,0.0
17911,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,100-500,Public Sector,1,60,0.0
29741,city_61,0.913,Male,Has relevent experience,Part time course,High School,,8,100-500,Public Sector,2,15,0.0
364,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,>4,162,0.0
15871,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,5,10000+,Public Sector,3,7,1.0
6184,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,Business Degree,<1,1000-4999,Pvt Ltd,1,22,0.0
18303,city_21,0.624,,No relevent experience,,Masters,STEM,2,,,1,34,1.0
12739,city_16,0.91,Male,No relevent experience,no_enrollment,,,3,,,never,52,0.0
26672,city_16,0.91,,No relevent experience,Full time course,,,4,,,never,24,0.0
21330,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,<1,,,>4,57,1.0
30041,city_165,0.903,Male,Has relevent experience,no_enrollment,High School,,4,,,,192,1.0
28153,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,,>4,98,0.0
11653,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,never,42,1.0
15127,city_160,0.92,Male,No relevent experience,no_enrollment,Masters,Other,>20,,,4,111,1.0
4028,city_103,0.92,,Has relevent experience,no_enrollment,Masters,Humanities,>20,,,4,11,0.0
2025,city_114,0.926,Male,No relevent experience,Full time course,High School,,4,,,never,56,0.0
2480,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Other,16,,,1,43,1.0
10600,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,16,,,>4,110,0.0
23386,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,,2,64,0.0
32817,city_21,0.624,,No relevent experience,Full time course,High School,,4,,,never,22,1.0
1624,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,4,10000+,,2,44,0.0
7121,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,,4,23,0.0
29173,city_16,0.91,Female,Has relevent experience,,Graduate,STEM,7,10/49,Pvt Ltd,1,71,0.0
16956,city_67,0.855,Male,No relevent experience,Full time course,High School,,1,,,never,27,0.0
28554,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,4,,,3,21,0.0
20289,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,9,0.0
10511,city_100,0.887,Male,Has relevent experience,Full time course,Graduate,STEM,4,,,2,36,1.0
11254,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,3,,,never,18,1.0
11208,city_21,0.624,Male,No relevent experience,Full time course,High School,,<1,,,never,109,1.0
1043,city_160,0.92,Male,Has relevent experience,Full time course,Masters,STEM,>20,50-99,NGO,>4,9,0.0
24492,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,>4,106,0.0
2095,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,5,,Pvt Ltd,never,15,0.0
13948,city_160,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,12,100-500,Pvt Ltd,3,53,0.0
22763,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,45,0.0
9669,city_50,0.8959999999999999,Male,No relevent experience,Full time course,Graduate,STEM,7,,NGO,1,7,0.0
16206,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,Pvt Ltd,1,28,0.0
28289,city_100,0.887,,Has relevent experience,no_enrollment,High School,,6,10000+,Pvt Ltd,4,14,0.0
9769,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Phd,STEM,2,50-99,Pvt Ltd,2,14,0.0
24285,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,160,0.0
2371,city_162,0.767,Male,No relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,8,0.0
1890,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,Arts,4,100-500,Pvt Ltd,2,25,0.0
17144,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,4,19,0.0
17534,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,136,0.0
26248,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,114,0.0
20118,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1,2,0.0
3500,city_103,0.92,,No relevent experience,Part time course,High School,,10,50-99,Funded Startup,1,18,0.0
21306,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,92,0.0
13803,city_114,0.926,Male,Has relevent experience,Part time course,High School,,6,50-99,Pvt Ltd,2,70,0.0
8656,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,3,81,0.0
28422,city_138,0.836,,Has relevent experience,no_enrollment,Graduate,Business Degree,13,,,2,157,1.0
30459,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,94,0.0
14703,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,67,0.0
28952,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,66,1.0
29206,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,1,33,0.0
28187,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,57,0.0
26163,city_67,0.855,Female,No relevent experience,,Graduate,STEM,5,,,2,39,1.0
23080,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,10,0.0
22427,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,58,0.0
24649,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,2,25,0.0
105,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,,1,53,0.0
7471,city_149,0.6890000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,2,0.0
27725,city_120,0.78,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,3,228,1.0
17961,city_90,0.698,,Has relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1,22,0.0
3866,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,11,,Public Sector,2,92,0.0
6233,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,1,4,0.0
23289,city_61,0.913,Male,Has relevent experience,,Graduate,STEM,9,,,1,31,0.0
1595,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,>4,84,0.0
15727,city_136,0.897,Male,Has relevent experience,no_enrollment,,,7,<10,Pvt Ltd,3,19,0.0
4028,city_16,0.91,Male,Has relevent experience,Part time course,Masters,STEM,>20,,,3,19,0.0
1052,city_118,0.722,,Has relevent experience,Part time course,Masters,STEM,>20,,,>4,34,0.0
10906,city_1,0.847,,No relevent experience,Full time course,Graduate,STEM,4,,,1,28,1.0
23643,city_160,0.92,Male,No relevent experience,Full time course,High School,,5,,,never,37,0.0
23643,city_134,0.698,,No relevent experience,Full time course,Graduate,STEM,4,,,1,48,0.0
24918,city_103,0.92,Male,Has relevent experience,Part time course,High School,,3,10000+,,1,36,0.0
28124,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,7,0.0
11174,city_152,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,37,0.0
11480,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,never,34,0.0
12039,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,1,260,0.0
20183,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,4,1000-4999,Pvt Ltd,2,51,1.0
8302,city_83,0.923,,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,,2,24,0.0
19695,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,94,1.0
421,city_80,0.847,Male,Has relevent experience,no_enrollment,,,6,50-99,Pvt Ltd,>4,4,0.0
31989,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,25,1.0
10854,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,5,,,never,46,0.0
32176,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,4,,,1,151,1.0
22014,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,19,,,>4,72,0.0
8167,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,,2,46,1.0
11281,city_103,0.92,Female,No relevent experience,no_enrollment,Primary School,,4,,,never,37,0.0
31075,city_116,0.743,Male,Has relevent experience,,Masters,STEM,>20,1000-4999,Pvt Ltd,2,34,0.0
11098,city_45,0.89,,No relevent experience,Full time course,Graduate,STEM,7,,,1,56,1.0
12947,city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,,2,,,1,11,1.0
15966,city_155,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,1,90,1.0
22262,city_173,0.878,Male,Has relevent experience,Full time course,Graduate,STEM,10,,,1,23,1.0
14100,city_160,0.92,,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,2,72,0.0
18388,city_145,0.555,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,11,1.0
69,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,2,114,0.0
23966,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,34,0.0
23367,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,4,18,0.0
8784,city_11,0.55,,No relevent experience,no_enrollment,Primary School,,2,,Pvt Ltd,never,108,1.0
2232,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,10,0.0
13458,city_57,0.866,,Has relevent experience,no_enrollment,Graduate,STEM,5,,Pvt Ltd,1,6,0.0
20188,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,4,17,1.0
12537,city_67,0.855,,Has relevent experience,Full time course,Masters,STEM,17,50-99,Pvt Ltd,4,112,0.0
14994,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,106,0.0
4166,city_36,0.893,,Has relevent experience,Part time course,Graduate,STEM,15,100-500,NGO,1,55,0.0
1801,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,2,38,0.0
25906,city_76,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,1,32,0.0
32735,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,>4,46,0.0
9403,city_165,0.903,Male,No relevent experience,Part time course,Graduate,STEM,9,,,4,44,1.0
21843,city_160,0.92,,Has relevent experience,Part time course,Graduate,STEM,>20,,,>4,34,1.0
16755,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,44,0.0
1128,city_160,0.92,Male,No relevent experience,Full time course,Graduate,Humanities,5,,,1,17,0.0
18971,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,8,,,4,148,1.0
28806,city_160,0.92,,Has relevent experience,no_enrollment,High School,,16,50-99,Funded Startup,1,55,0.0
32450,city_103,0.92,Male,No relevent experience,Part time course,Graduate,Humanities,4,,,never,90,0.0
30390,city_61,0.913,Male,Has relevent experience,Full time course,High School,,9,,Pvt Ltd,1,60,0.0
10567,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,2,0.0
32890,city_83,0.923,Male,No relevent experience,Full time course,Graduate,Arts,4,1000-4999,,never,60,0.0
16119,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,6,0.0
16056,city_10,0.895,Male,No relevent experience,no_enrollment,Graduate,Business Degree,16,,,2,63,0.0
4211,city_65,0.802,Male,Has relevent experience,Part time course,Masters,STEM,13,10000+,Pvt Ltd,2,5,0.0
23350,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,9,0.0
16925,city_45,0.89,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,never,13,0.0
22052,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,1,14,0.0
2029,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,4,0.0
17663,city_61,0.913,,Has relevent experience,Full time course,Masters,STEM,13,10000+,Pvt Ltd,1,112,1.0
21994,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,2,8,0.0
1563,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,3,9,1.0
6179,city_64,0.6659999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,66,0.0
17848,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,21,0.0
15075,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,12,0.0
29217,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,Funded Startup,1,7,0.0
22087,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,>4,54,0.0
9477,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,3,86,0.0
17117,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,46,0.0
11586,city_20,0.7959999999999999,,Has relevent experience,Full time course,Graduate,STEM,7,<10,Pvt Ltd,1,4,0.0
22467,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Early Stage Startup,1,80,0.0
32722,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,88,1.0
6455,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,11,,Pvt Ltd,never,35,1.0
8245,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,13,0.0
19630,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,never,25,0.0
18325,city_36,0.893,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,63,0.0
19122,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,18,1.0
13760,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,4,244,1.0
9846,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,3,72,0.0
6722,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,never,250,0.0
8190,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,Public Sector,1,60,0.0
32751,city_142,0.727,,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,>4,5,1.0
5796,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Early Stage Startup,1,24,0.0
16256,city_90,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,6,10/49,Pvt Ltd,2,18,0.0
10614,city_101,0.5579999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,never,132,1.0
11615,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,>4,22,0.0
28587,city_103,0.92,,Has relevent experience,Full time course,Masters,STEM,14,5000-9999,Public Sector,1,63,0.0
10020,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,7,500-999,Pvt Ltd,1,10,1.0
2911,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,9,500-999,Pvt Ltd,2,10,0.0
8433,city_76,0.698,Male,Has relevent experience,Full time course,Masters,STEM,19,1000-4999,Pvt Ltd,>4,188,0.0
11306,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,30,1.0
5857,city_141,0.763,,No relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,79,0.0
16033,city_162,0.767,Male,Has relevent experience,no_enrollment,Masters,Humanities,6,10/49,Pvt Ltd,1,23,0.0
15488,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,20,0.0
26698,city_73,0.754,,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,2,52,0.0
5227,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,2,100,0.0
14192,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,4,41,0.0
17296,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Funded Startup,1,51,0.0
30181,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,110,0.0
5147,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Early Stage Startup,2,41,0.0
10324,city_27,0.848,Male,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,>4,106,0.0
6623,city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,,10000+,Pvt Ltd,1,83,1.0
16781,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,54,1.0
4344,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,never,56,1.0
11280,city_73,0.754,Male,No relevent experience,Part time course,Masters,Business Degree,5,,,1,113,1.0
24944,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,62,1.0
19105,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,18,100-500,Pvt Ltd,>4,38,0.0
15646,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,45,0.0
31061,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,46,0.0
10836,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Public Sector,1,23,0.0
28185,city_134,0.698,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,2,124,0.0
24239,city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,>4,21,1.0
16013,city_114,0.926,Male,Has relevent experience,Part time course,Phd,STEM,>20,10000+,Public Sector,>4,30,0.0
14519,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,6,500-999,Pvt Ltd,4,30,0.0
21326,city_20,0.7959999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,136,0.0
4423,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,1000-4999,Pvt Ltd,>4,161,0.0
28201,city_57,0.866,,No relevent experience,no_enrollment,Masters,STEM,9,,,1,23,0.0
10215,city_16,0.91,,Has relevent experience,no_enrollment,,,15,10/49,Pvt Ltd,>4,4,0.0
26828,city_16,0.91,,No relevent experience,no_enrollment,Primary School,,5,,,never,14,0.0
2025,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,5,1.0
30940,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11,,,4,6,1.0
19225,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,,1,32,0.0
23533,city_173,0.878,,No relevent experience,Full time course,Graduate,STEM,4,,,1,94,1.0
26707,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,,2,62,0.0
23643,city_24,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,7,,,never,31,0.0
15431,city_136,0.897,Male,No relevent experience,Full time course,High School,,2,,,never,89,0.0
13244,city_24,0.698,Male,No relevent experience,Full time course,High School,,4,,,never,34,1.0
21168,city_73,0.754,,Has relevent experience,,Graduate,STEM,6,1000-4999,Pvt Ltd,never,50,0.0
28290,city_69,0.856,Male,No relevent experience,Part time course,Masters,STEM,10,500-999,NGO,2,62,0.0
17048,city_64,0.6659999999999999,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,35,1.0
13915,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,67,0.0
14519,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,2,23,0.0
15322,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,51,0.0
15529,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,330,0.0
4170,city_160,0.92,,Has relevent experience,no_enrollment,Phd,STEM,20,50-99,Funded Startup,1,10,0.0
2581,city_114,0.926,,Has relevent experience,no_enrollment,Primary School,,10,50-99,Pvt Ltd,2,39,0.0
32302,city_73,0.754,Female,No relevent experience,Part time course,Graduate,STEM,7,,,1,8,1.0
6716,city_10,0.895,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,22,0.0
28661,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,128,0.0
32869,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,11,<10,Pvt Ltd,>4,86,0.0
488,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,10,0.0
418,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,236,0.0
19399,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,,500-999,Pvt Ltd,1,22,0.0
21545,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,10,0.0
14183,city_76,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,2,113,0.0
9927,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,Pvt Ltd,1,165,1.0
21186,city_61,0.913,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,106,0.0
21067,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,4,94,0.0
24767,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,1,86,0.0
25189,city_46,0.762,,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,65,0.0
29728,city_21,0.624,Male,Has relevent experience,no_enrollment,High School,,16,1000-4999,Pvt Ltd,2,11,0.0
25406,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,4,14,0.0
19513,city_75,0.939,Male,No relevent experience,Part time course,High School,,5,10/49,Pvt Ltd,2,3,0.0
12470,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,Other,8,50-99,Pvt Ltd,2,40,0.0
12164,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,never,44,0.0
14435,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78,0.0
31601,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,4,113,0.0
12767,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,25,0.0
3964,city_46,0.762,Male,No relevent experience,Part time course,Graduate,STEM,7,50-99,Pvt Ltd,2,24,0.0
6753,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,2,500-999,Pvt Ltd,1,50,0.0
21778,city_102,0.804,,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,>4,76,0.0
10491,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,40,0.0
19295,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,4,8,1.0
19178,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,42,0.0
23787,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,17,1.0
14618,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,5,1000-4999,Pvt Ltd,1,96,0.0
12657,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,40,0.0
21262,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,never,17,1.0
8124,city_70,0.698,,Has relevent experience,no_enrollment,High School,,5,10/49,Early Stage Startup,2,86,1.0
2908,city_61,0.913,Female,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,18,0.0
28538,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,>4,9,0.0
11673,city_144,0.84,Female,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,35,0.0
12097,city_104,0.924,Male,No relevent experience,Full time course,High School,,4,10000+,Public Sector,1,19,0.0
7698,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Early Stage Startup,1,42,0.0
24083,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Public Sector,1,64,0.0
8680,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Funded Startup,2,11,0.0
30152,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,44,1.0
21005,city_67,0.855,,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,50,0.0
18190,city_114,0.926,Female,No relevent experience,Full time course,Masters,STEM,10,5000-9999,Public Sector,1,53,0.0
