customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0622-TQOHR,Female,1,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,415.05,1
7721-CEDSV,Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,230.8,1
3403-UDQWU,Male,0,Yes,Yes,55,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,53.6,20.1,0
3701-EHPPG,Male,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,31.0,340.1,0
3135-WHMTT,Male,0,No,No,29,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.75,6269.2,0
6907-ILWGW,Female,0,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.0,245.25,0
8999-RZZXR,Female,0,No,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,64.9,1515.0,0
3413-CDXPY,Male,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.95,1237.3,0
8205-PIZSP,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.55,5327.05,0
0621-TKWPE,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.6,1221.4,1
0019-NULZW,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.5,49.9,0
0730-GYZIL,Female,0,Yes,Yes,40,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,41.95,7320.8,0
7137-JOHQO,Male,1,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,70.6,1305.9,0
8032-JUDSZ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.7,374.55,1
6108-WEYVY,Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.25,7532.1,0
7929-CVQPF,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.3,146.6,0
6100-OHFEK,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.0,1336.8,0
1900-ADTAJ,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.7,2215.4,0
8507-WGEPO,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.5,761.75,0
6125-LZQOZ,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),26.3,155.25,0
5956-EQKNX,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.15,4112.05,0
9142-IYOYM,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.35,3831.95,0
1902-AOKDH,Male,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,258.8,0
3000-TCGPT,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,82.7,1035.35,1
0648-JOYMS,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,4111.3,0
5312-FNOJF,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,28.65,1515.15,0
7174-IHMQB,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.45,50.75,1
2527-USKFN,Female,0,No,No,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),35.75,692.8,1
5744-BPHBU,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,93.5,4386.25,0
1960-EHPGI,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.15,498.85,0
4990-QGTSB,Male,0,Yes,Yes,6,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.9,6239.35,0
9581-ITULH,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,90.35,576.7,0
5566-XJDMG,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.15,1274.45,1
6759-EXGCI,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.0,777.35,1
0076-CKLCL,Female,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,20.2,0
1510-CXIKX,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.45,2915.0,0
7754-DOGUT,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,7775.8,0
6191-EHPPG,Female,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.4,302.3,1
0730-KUAAG,Male,0,No,No,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),82.0,1966.95,0
0880-OASAH,Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,95.5,71.65,0
8924-KXACM,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,5381.2,1
9564-IBAJH,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),84.25,670.1,0
7340-GORPK,Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.25,3684.8,0
8919-ZMSTB,Female,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.25,558.7,0
7571-WQVVY,Female,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.3,6029.2,0
8920-LNMUH,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.95,5936.05,0
7919-TAUCI,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.5,273.2,1
3260-IRJPY,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.1,2524.5,0
3752-KTQLC,Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,4955.4,0
1925-FOAFZ,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,6390.4,0
0811-QWRSD,Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.8,1193.05,0
1329-MHFNJ,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,86.1,251.35,0
6128-UHCCE,Male,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),50.85,92.75,0
3173-MTIQS,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,6372.25,0
9760-RITRH,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.2,788.55,0
9640-VCGES,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,3847.7,0
3957-EABRZ,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.8,3002.0,0
9937-CRZKY,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.65,2088.35,0
1501-CIPIN,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),83.4,84.75,0
7156-OWRGZ,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.15,6185.25,0
4570-GYRRS,Male,0,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),46.3,3497.7,0
5802-LFWYT,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),74.3,639.6,0
3750-CYLPI,Male,0,Yes,Yes,24,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.4,5673.1,0
5834-XRXUY,Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.15,3877.1,0
0919-GAKWB,Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.3,276.35,1
9142-LSLTA,Female,0,Yes,No,29,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,88.2,2551.45,0
0057-PAGHE,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,91.65,45.35,1
3800-EAFSG,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,4354.45,0
8148-CEDOA,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,463.15,0
5260-CGHPV,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,1441.15,1
9135-BXECC,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,92.95,492.1,0
1862-WLWXJ,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.2,928.6,0
9931-WEHFA,Female,0,Yes,Yes,46,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),73.5,6284.8,0
7369-BVFHR,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),76.25,1406.0,0
8966-PYWEN,Female,0,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.35,369.7,0
9095-ZBDNZ,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.2,49.9,0
2800-XRZON,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,4113.15,0
5896-FAZOH,Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.85,92.7,0
9571-BZXMG,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.05,5893.4,0
6585-EBHPJ,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,925.45,0
4501-AEVKX,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.2,1026.7,1
6114-CLDLU,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.85,26.1,0
0928-DAWLE,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.9,1067.25,0
3702-VWHLY,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.5,415.45,0
2963-OCWQN,Female,0,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),97.5,3802.3,0
7854-SZPEI,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.35,938.95,0
8722-CVCVC,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.7,3131.05,0
3722-KKXUY,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.55,1968.6,0
3374-IDLCS,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.6,1824.85,1
1702-XJZOP,Female,0,Yes,No,15,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),64.45,3953.4,0
7660-UMYHT,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),50.3,19.6,0
9170-BGQLR,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,5315.1,0
1984-DWJXN,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.7,4263.45,0
5249-EGMQE,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.7,1801.7,0
3069-XFEAS,Female,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.45,944.3,0
1926-QYEQK,Female,0,Yes,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,158.75,0
0572-SFUNN,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.35,4594.15,0
6877-GUDBF,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),99.5,335.25,0
7256-RNHQD,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.15,4330.1,0
1595-JJLZB,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.5,3865.65,1
3207-MFZHK,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),26.3,5752.95,0
1439-AOKSZ,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.05,320.45,0
9715-KSTDA,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.05,670.65,0
3930-FYBSX,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.45,580.85,0
3796-BOCUD,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.45,522.35,0
7202-FOAHZ,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.0,3858.7,0
8299-HBCIF,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.75,270.35,0
9785-LHGES,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,1779.05,1
3902-KKGIK,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,2251.95,0
6138-SZHBM,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,54.65,0
8231-TABOW,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,1548.4,0
4180-TABQE,Male,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,1782.0,0
0621-IYRIO,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.25,465.25,0
3999-UWJRQ,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1620.2,0
6863-ICXBW,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,74.6,0
5035-VCQFR,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,75.1,0
8262-WLGVD,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.9,93.05,0
0580-POCOV,Female,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,546.6,0
8978-LWCSM,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,10.0,0
4589-UFXVQ,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.5,1279.1,0
0099-QTXHE,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,1357.1,0
7245-MQJSD,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,1108.15,0
1431-ZFPWJ,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,250.95,0
6402-DVMPX,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,5377.85,1
3721-LSLSX,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.4,1465.75,0
9108-OZJWD,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.25,289.95,0
3056-WERDG,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.25,369.6,0
4457-TZMOA,Female,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.8,6375.3,0
3450-QWFZR,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.25,3712.7,0
3716-HBCDE,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,4595.35,0
1359-IQWKK,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,2564.9,0
3724-ADBGS,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,4920.8,0
7186-EUZGA,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,5293.95,0
1006-PEHME,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.2,2875.8,0
3668-UWSAY,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.8,1693.65,0
7410-BXETD,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.4,5883.85,0
9143-SGSUM,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,630.4,0
8314-FIRMP,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.55,3131.55,0
0319-NXGES,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,56.1,5382.1,1
5093-MHTCS,Male,0,No,Yes,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.9,5639.6,1
1986-UZIHK,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,2713.65,0
4442-DCQNK,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.7,1791.55,1
3771-SNEKX,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,5485.4,0
9685-XKAFL,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.15,251.75,0
0562-UEBUP,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,7161.45,0
2564-JJKCL,Male,0,Yes,Yes,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,49.7,75.3,1
9909-ETYJC,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.25,295.05,1
7160-DPRSH,Male,0,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.65,397.0,0
9027-OPYSJ,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,80.7,238.15,0
1455-CUQXM,Male,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.2,4869.55,0
4654-PFYRR,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,287.75,1
7283-UZPGF,Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.65,487.75,0
4567-LDKXE,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,49.8,1588.75,0
6015-DVTWG,Female,0,No,No,28,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.25,250.25,0
0752-SUQTK,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,74.9,1152.15,0
8976-MVQFJ,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,75.7,630.85,0
7296-IHMEW,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),40.3,19.75,0
3780-YPAKY,Female,0,No,No,40,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,88.85,0
6481-JLIPP,Male,0,No,No,55,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),48.95,1424.9,0
3049-PYCSN,Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.05,92.7,0
7426-YVKXK,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,927.1,1
7663-BGQWY,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),55.5,1463.85,0
3374-ETBZW,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.6,7136.2,0
1474-VKXLS,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,2878.5,0
6147-WQKTE,Male,0,Yes,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,73.05,65.0,0
0208-VUGTK,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,90.15,1
3091-XQCNN,Female,0,No,No,7,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,30.15,176.25,0
4592-EHEDE,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.2,564.3,1
3420-MMETB,Female,1,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.9,7518.35,1
4180-WXJOW,Male,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,61.5,4236.25,0
8404-UMIJS,Male,0,No,No,61,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),49.4,82.15,0
