enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
4316,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,2,,,never,57,1.0
2229,city_114,0.926,,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,40,0.0
8854,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,>4,65,0.0
21865,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,<1,500-999,Pvt Ltd,1,28,0.0
5248,city_11,0.55,Male,No relevent experience,Full time course,High School,,2,,Pvt Ltd,never,8,0.0
6652,city_160,0.92,Male,Has relevent experience,no_enrollment,High School,,9,10/49,Pvt Ltd,1,52,0.0
15401,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,Business Degree,6,,,1,13,0.0
27343,city_160,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,>4,12,0.0
15795,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,12,<10,Pvt Ltd,1,46,0.0
18807,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,5000-9999,NGO,2,50,0.0
21958,city_116,0.743,,No relevent experience,no_enrollment,Graduate,STEM,10,,Pvt Ltd,never,64,0.0
30027,city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,STEM,3,,,never,14,1.0
10198,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,100,0.0
25784,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,3,55,0.0
8745,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,>4,29,0.0
11519,city_10,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,21,0.0
4866,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,18,0.0
24148,city_75,0.939,Male,Has relevent experience,no_enrollment,High School,,4,1000-4999,Pvt Ltd,1,22,0.0
8306,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,56,0.0
11545,city_102,0.804,Male,Has relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,>4,32,0.0
9826,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,41,0.0
9783,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,99,0.0
27995,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,298,0.0
20178,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,83,0.0
3394,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,1,9,0.0
3913,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,4,67,0.0
3954,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,322,0.0
33175,city_94,0.698,Female,Has relevent experience,no_enrollment,High School,,16,10/49,Pvt Ltd,1,5,0.0
2003,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,73,0.0
5219,city_61,0.913,,No relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,1,41,1.0
13745,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Funded Startup,1,39,0.0
29089,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,52,0.0
121,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,56,0.0
22254,city_118,0.722,,Has relevent experience,Full time course,Masters,STEM,6,5000-9999,Public Sector,1,72,0.0
30623,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,>4,17,0.0
9687,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Public Sector,>4,42,0.0
9545,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,6,0.0
12240,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,10000+,Public Sector,1,52,0.0
5192,city_16,0.91,,No relevent experience,Full time course,Graduate,Business Degree,5,<10,NGO,never,28,0.0
6136,city_64,0.6659999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,4,5,0.0
9128,city_21,0.624,Female,No relevent experience,Full time course,Masters,Humanities,3,10/49,Public Sector,1,2,0.0
32142,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,13,100-500,Public Sector,1,100,0.0
7546,city_97,0.925,,No relevent experience,,,,2,,Pvt Ltd,never,20,0.0
21815,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,1,45,0.0
6072,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,,2,22,0.0
10954,city_173,0.878,,No relevent experience,Full time course,High School,,8,,,,44,0.0
25897,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,,,>4,25,1.0
33284,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,90,0.0
1878,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Other,13,10000+,,3,102,0.0
7721,city_16,0.91,Male,Has relevent experience,Part time course,High School,,9,,,1,130,0.0
1693,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,<1,,,1,21,0.0
23525,city_100,0.887,,No relevent experience,no_enrollment,High School,,6,,,never,43,0.0
18145,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,2,56,0.0
6864,city_11,0.55,Male,No relevent experience,Full time course,High School,,3,,,never,18,0.0
16098,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,19,,,1,18,1.0
4451,city_114,0.926,Male,No relevent experience,Full time course,High School,,2,,,1,96,0.0
6980,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,55,1.0
24035,city_160,0.92,Male,No relevent experience,no_enrollment,Primary School,,6,,,never,4,1.0
29783,city_21,0.624,Male,No relevent experience,Full time course,High School,,1,,,never,16,0.0
10730,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,,never,55,0.0
25755,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,,,1,77,1.0
4828,city_123,0.738,Male,No relevent experience,no_enrollment,Masters,STEM,16,500-999,NGO,>4,11,1.0
23619,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,17,,,>4,106,1.0
19972,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,9,,,never,126,0.0
26524,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,NGO,1,48,0.0
24279,city_10,0.895,Male,Has relevent experience,no_enrollment,High School,,11,<10,Pvt Ltd,1,73,0.0
29428,city_103,0.92,,No relevent experience,Part time course,Graduate,Humanities,>20,,,>4,46,0.0
10823,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,2,34,0.0
1841,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,2,99,1.0
10833,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,>4,81,0.0
12402,city_71,0.884,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,20,0.0
8384,city_103,0.92,,Has relevent experience,no_enrollment,Masters,Business Degree,>20,,,>4,10,1.0
3005,city_115,0.789,Male,Has relevent experience,no_enrollment,High School,,14,100-500,Pvt Ltd,>4,9,0.0
16781,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,18,0.0
8195,city_73,0.754,Female,No relevent experience,no_enrollment,Graduate,Humanities,14,,,>4,51,0.0
8703,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,1,36,1.0
4378,city_160,0.92,,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,36,0.0
14853,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,28,1.0
11986,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,15,0.0
14708,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,18,0.0
25872,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,1,21,0.0
26228,city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,15,10000+,Pvt Ltd,1,48,1.0
10392,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Other,>4,97,0.0
6324,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,40,0.0
32283,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,44,0.0
19637,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,Public Sector,1,69,0.0
25564,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,91,0.0
12070,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,Arts,4,50-99,Pvt Ltd,3,34,0.0
11492,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,1,64,0.0
17643,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,29,0.0
21495,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,88,0.0
3649,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,16,<10,Funded Startup,2,12,0.0
8285,city_71,0.884,,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Early Stage Startup,1,166,1.0
15160,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,136,0.0
22135,city_116,0.743,Male,Has relevent experience,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,1,18,0.0
21262,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,never,29,1.0
3746,city_50,0.8959999999999999,Male,No relevent experience,Part time course,Graduate,STEM,11,,Pvt Ltd,never,36,0.0
14572,city_162,0.767,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Public Sector,4,23,1.0
32746,city_100,0.887,Male,Has relevent experience,Part time course,High School,,6,1000-4999,Pvt Ltd,1,110,0.0
31146,city_67,0.855,,Has relevent experience,Part time course,Graduate,No Major,5,10/49,Pvt Ltd,1,33,0.0
12092,city_61,0.913,,Has relevent experience,Full time course,High School,,7,<10,Early Stage Startup,1,268,0.0
24102,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,82,1.0
13835,city_142,0.727,Female,Has relevent experience,no_enrollment,Masters,Humanities,7,50-99,Funded Startup,1,21,0.0
3491,city_114,0.926,Male,No relevent experience,,High School,,8,,,never,32,0.0
24749,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,,,1,43,0.0
3129,city_16,0.91,,No relevent experience,no_enrollment,Primary School,,5,,,never,96,0.0
32783,city_114,0.926,,No relevent experience,no_enrollment,High School,,4,,,4,56,0.0
24746,city_73,0.754,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,2,29,0.0
8908,city_144,0.84,Male,No relevent experience,Full time course,Masters,STEM,17,,,4,32,0.0
23878,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,10/49,Pvt Ltd,4,37,1.0
17551,city_116,0.743,,No relevent experience,,,,5,,,never,78,1.0
12170,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,3,,,,3,0.0
28106,city_71,0.884,Male,No relevent experience,Full time course,Masters,STEM,18,,,1,18,0.0
27040,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,,2,90,0.0
23658,city_2,0.7879999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,32,0.0
20459,city_114,0.926,Male,No relevent experience,Full time course,High School,,1,,,1,18,1.0
4730,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,166,1.0
13200,city_103,0.92,Female,No relevent experience,Part time course,High School,,15,,,1,22,0.0
19415,city_104,0.924,Female,No relevent experience,no_enrollment,Phd,STEM,>20,,,>4,110,0.0
23691,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,2,,,never,210,1.0
26445,city_93,0.865,Male,No relevent experience,Full time course,High School,,5,,,never,10,0.0
27734,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,never,116,1.0
15158,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,,1,57,0.0
4026,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,2,,,1,80,0.0
19626,city_134,0.698,,No relevent experience,Part time course,Graduate,STEM,2,10/49,,1,78,0.0
23279,city_75,0.939,,No relevent experience,Part time course,Graduate,STEM,>20,<10,,2,46,0.0
17740,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,83,0.0
28372,city_28,0.939,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,30,0.0
83,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,51,0.0
18085,city_162,0.767,,No relevent experience,Full time course,Graduate,STEM,4,,NGO,1,36,1.0
12122,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,13,50-99,Pvt Ltd,1,20,0.0
20815,city_7,0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,182,0.0
21997,city_45,0.89,Male,No relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,never,47,0.0
24322,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,2,32,1.0
19706,city_103,0.92,,No relevent experience,Full time course,Graduate,Humanities,4,,NGO,1,90,0.0
16218,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,3,204,0.0
1900,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,62,1.0
19912,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,4,74,0.0
32089,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Business Degree,4,,,1,42,0.0
14074,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Other,3,37,0.0
17340,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,2,30,0.0
17255,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,30,1.0
19330,city_103,0.92,,No relevent experience,Full time course,High School,,6,1000-4999,Pvt Ltd,1,73,0.0
25786,city_19,0.682,,No relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,1,22,0.0
7221,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,4,55,0.0
5444,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,1,50-99,Pvt Ltd,2,25,1.0
1031,city_114,0.926,Male,Has relevent experience,Part time course,High School,,12,<10,Pvt Ltd,1,119,0.0
20388,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,152,0.0
15427,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Public Sector,4,19,0.0
445,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,70,0.0
15425,city_136,0.897,,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,22,1.0
23787,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,32,0.0
10545,city_53,0.74,,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,28,0.0
1110,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,4,55,0.0
26839,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10/49,Early Stage Startup,1,100,0.0
20968,city_112,0.743,,No relevent experience,,High School,,2,,,never,40,0.0
1896,city_11,0.55,,Has relevent experience,no_enrollment,Masters,STEM,6,,,2,111,1.0
31897,city_94,0.698,Male,Has relevent experience,,Masters,STEM,9,50-99,Pvt Ltd,1,13,0.0
17731,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,44,0.0
27830,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,Pvt Ltd,4,14,1.0
29602,city_149,0.6890000000000001,Male,No relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,1,91,0.0
28641,city_61,0.913,Male,No relevent experience,Full time course,High School,,6,,Public Sector,3,47,1.0
27532,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,4,42,0.0
14897,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,2,,,1,81,0.0
14246,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,284,0.0
17129,city_160,0.92,Male,Has relevent experience,no_enrollment,High School,,7,,,1,86,1.0
8854,city_105,0.794,,Has relevent experience,no_enrollment,Graduate,STEM,8,,,,15,0.0
18731,city_160,0.92,,No relevent experience,Full time course,High School,,13,,,1,13,1.0
11731,city_103,0.92,,No relevent experience,Full time course,High School,,3,,,1,22,0.0
27354,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,2,,,1,87,1.0
26362,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,,,1,18,1.0
6438,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,6,,,1,20,1.0
8949,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,113,1.0
23507,city_16,0.91,Male,No relevent experience,,Graduate,STEM,7,50-99,Funded Startup,2,89,1.0
29978,city_90,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,59,1.0
27073,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,6,0.0
29642,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,5,,,never,22,0.0
23859,city_117,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,95,1.0
7603,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,4,,,1,86,0.0
33261,city_16,0.91,,No relevent experience,Full time course,High School,,1,,,1,30,0.0
33230,city_70,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,16,,,3,44,1.0
28102,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,2,,,1,101,1.0
257,city_103,0.92,Male,No relevent experience,Full time course,High School,,13,,,1,82,0.0
9334,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,<1,50-99,NGO,1,80,1.0
6403,city_100,0.887,,No relevent experience,Full time course,Graduate,STEM,4,,,1,13,1.0
10686,city_21,0.624,Male,Has relevent experience,,Graduate,STEM,7,1000-4999,Pvt Ltd,1,9,0.0
13911,city_43,0.516,Male,Has relevent experience,Full time course,High School,,4,,,never,17,0.0
14104,city_24,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,3,,,1,74,0.0
25225,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,,2,44,0.0
28369,city_138,0.836,Male,No relevent experience,Full time course,High School,,9,,,never,88,0.0
23395,city_116,0.743,Male,No relevent experience,Full time course,High School,,5,,,never,76,1.0
2831,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,114,0.0
31985,city_83,0.923,Male,No relevent experience,no_enrollment,High School,,13,,,never,33,0.0
20145,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,>4,164,0.0
18418,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,106,0.0
24637,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,4,,,never,56,1.0
5924,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,5,,,never,12,1.0
16485,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,48,0.0
12707,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,4,0.0
31654,city_73,0.754,,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1,28,1.0
11099,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,,never,135,1.0
17027,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,9,10/49,NGO,4,65,0.0
30564,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,,,never,52,1.0
10240,city_102,0.804,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,,1,106,0.0
11054,city_73,0.754,,No relevent experience,Full time course,Graduate,STEM,1,,NGO,1,76,0.0
22122,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,13,,Pvt Ltd,1,55,0.0
15791,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,>4,36,1.0
31905,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Other,1,114,0.0
30268,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,6,50-99,NGO,4,51,0.0
27015,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,21,0.0
25911,city_83,0.923,,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,4,156,0.0
26167,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,70,0.0
17831,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,13,,Pvt Ltd,2,17,1.0
18975,city_10,0.895,Male,No relevent experience,no_enrollment,High School,,14,<10,Pvt Ltd,1,50,0.0
9323,city_81,0.73,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,NGO,1,259,0.0
9310,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,4,23,0.0
28059,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,10,<10,Pvt Ltd,2,72,0.0
32528,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,70,0.0
12866,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,2,8,0.0
15954,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,42,1.0
30297,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Funded Startup,1,22,0.0
14851,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Funded Startup,2,30,0.0
20559,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,2,73,0.0
33187,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,>4,33,0.0
16503,city_28,0.939,Male,Has relevent experience,Full time course,Masters,STEM,4,1000-4999,Pvt Ltd,1,40,0.0
15191,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,5000-9999,Pvt Ltd,1,238,1.0
14596,city_23,0.899,Female,Has relevent experience,Full time course,Graduate,STEM,5,50-99,,,130,0.0
2998,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,1,78,0.0
3413,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Pvt Ltd,1,42,0.0
6843,city_27,0.848,,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,37,0.0
28726,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,Other,never,44,1.0
26871,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,23,0.0
12087,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,39,0.0
9298,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,298,0.0
16618,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,122,1.0
23258,city_102,0.804,Female,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Other,1,38,0.0
16509,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Pvt Ltd,2,302,0.0
29854,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,16,0.0
15620,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,2,83,0.0
20411,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,320,0.0
4196,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,4,188,0.0
13675,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,1,5,0.0
3754,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,<10,Pvt Ltd,>4,102,0.0
29185,city_57,0.866,,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Public Sector,2,84,0.0
29287,city_36,0.893,,Has relevent experience,Part time course,Masters,Humanities,19,100-500,Pvt Ltd,>4,13,0.0
15179,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,>4,47,1.0
6970,city_76,0.698,Male,Has relevent experience,no_enrollment,High School,,<1,1000-4999,Pvt Ltd,1,8,0.0
29650,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,44,0.0
33055,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,2,111,0.0
6222,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,35,0.0
24873,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,83,1.0
21689,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,10,0.0
9878,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,76,0.0
25641,city_116,0.743,,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,1,8,0.0
5322,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,43,1.0
