age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
36,State-gov,101283.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
21,?,423283.0,HS-grad,9,Never-married,?,Other-relative,Black,Male,0,0,40,United-States,0
27,Private,234969.0,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,Mexico,0
36,?,191768.0,Some-college,10,Separated,?,Unmarried,Black,Female,0,0,40,United-States,0
62,?,168699.0,Some-college,10,Divorced,?,Other-relative,White,Female,0,0,45,United-States,0
25,?,160378.0,HS-grad,9,Never-married,?,Other-relative,Black,Male,0,0,40,United-States,0
27,Private,196126.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Mexico,0
50,Local-gov,194901.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1
43,Private,174345.0,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
35,Self-emp-not-inc,169020.0,12th,8,Separated,Craft-repair,Own-child,White,Male,0,0,25,United-States,0
40,Self-emp-inc,149184.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
26,Self-emp-inc,86808.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,45,United-States,1
35,Private,110510.0,Masters,14,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,0
55,Private,205844.0,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,0
39,Private,340115.0,HS-grad,9,Divorced,Other-service,Unmarried,Black,Male,0,0,40,United-States,0
53,Private,328216.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,1
55,Private,159671.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
38,Private,29814.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,50,United-States,1
61,Private,125461.0,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
19,Private,173644.0,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,25,United-States,0
44,Private,138158.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,34,Mexico,0
28,Private,246449.0,12th,8,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
44,Private,60267.0,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,30,United-States,0
59,?,177468.0,HS-grad,9,Married-spouse-absent,?,Unmarried,White,Female,0,0,40,United-States,0
27,Local-gov,226949.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,0
33,Local-gov,122206.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,0
49,Federal-gov,197962.0,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,54,United-States,0
32,Self-emp-inc,188069.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
55,Self-emp-not-inc,35576.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,1
20,Private,133144.0,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,50,United-States,0
55,Private,63021.0,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
25,Private,206600.0,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Jamaica,0
38,Private,111483.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
61,?,104501.0,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,4,United-States,0
22,Private,283023.0,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,25,Jamaica,0
22,Private,272411.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5013,0,30,United-States,0
30,Private,181132.0,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
19,Private,165099.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,0
44,Private,269604.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,50,Columbia,1
31,Private,183533.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,0
31,Local-gov,79440.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0
29,Private,231569.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
45,Federal-gov,321333.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,0
53,Private,35576.0,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
47,Private,201138.0,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,4150,0,36,United-States,0
45,Private,121124.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
56,Private,43668.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
26,Private,285419.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,57,United-States,1
33,Private,44064.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
46,Private,22245.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,0
52,Private,123011.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
28,Private,132683.0,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,37,United-States,0
50,Self-emp-not-inc,144778.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,Poland,1
52,?,203003.0,Bachelors,13,Married-spouse-absent,?,Not-in-family,White,Male,0,0,27,United-States,0
43,Private,252250.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,0
33,Private,164517.0,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
34,Private,107237.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
36,Private,26138.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
67,Private,205100.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,45,United-States,1
34,Private,179117.0,Bachelors,13,Never-married,Exec-managerial,Other-relative,Black,Female,0,0,40,United-States,0
63,Private,188736.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,12,United-States,0
37,Private,169117.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
24,Private,188923.0,Some-college,10,Never-married,Craft-repair,Other-relative,Black,Male,0,0,45,United-States,0
45,Private,168283.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
48,Local-gov,182274.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,55,United-States,1
43,Local-gov,36302.0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,50,United-States,1
62,Self-emp-inc,213321.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,0
43,Private,68318.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,11,United-States,0
60,Private,227471.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,5013,0,40,United-States,0
40,Private,327191.0,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,45,United-States,1
34,Local-gov,236696.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
48,Private,304771.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1579,48,United-States,0
77,Self-emp-not-inc,219137.0,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,1
28,Private,772828.0,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,40,United-States,0
32,Private,259848.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
61,Federal-gov,174053.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
39,Private,107218.0,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,43,United-States,1
24,Private,14669.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,42,United-States,0
59,Private,193132.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
28,Private,206598.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
41,Self-emp-inc,53833.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,42,United-States,1
22,Private,117736.0,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,0
32,Private,203260.0,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,48,United-States,0
30,Private,164190.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0
76,Self-emp-not-inc,228224.0,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,0
40,Local-gov,95144.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
31,Private,120131.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
21,Self-emp-not-inc,159131.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
38,Local-gov,197344.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
35,Private,134834.0,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Puerto-Rico,0
40,Local-gov,259089.0,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,0
46,Local-gov,433662.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
59,Federal-gov,148409.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
41,Private,123983.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1887,40,China,1
30,Self-emp-not-inc,124420.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,1
27,Self-emp-not-inc,117163.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
48,?,133963.0,HS-grad,9,Separated,?,Unmarried,Black,Female,0,0,40,United-States,0
56,Federal-gov,172991.0,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
26,Local-gov,44894.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
46,Self-emp-inc,116662.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
20,Private,31848.0,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
45,Private,138513.0,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
30,Local-gov,184831.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,0
25,Private,290228.0,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,0
49,Self-emp-not-inc,356686.0,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
46,Self-emp-inc,286686.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,1
33,Self-emp-not-inc,115634.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
29,Self-emp-not-inc,162945.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,0
49,Self-emp-not-inc,76976.0,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,34095,0,30,United-States,0
63,?,199303.0,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
37,Private,190963.0,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,0
18,Private,73273.0,10th,6,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,0
48,Private,248094.0,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
51,Private,234057.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4386,0,55,United-States,1
38,Private,183778.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
28,Private,102583.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
31,Private,73313.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
24,Private,207578.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
20,Private,140782.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,0
33,Private,39815.0,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,0
41,Private,109261.0,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0
26,Private,96218.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
42,Private,115343.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
36,Private,383342.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
32,Private,136413.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
38,State-gov,31023.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
18,Private,341051.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,0
36,Private,38950.0,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,22,United-States,0
45,State-gov,114691.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,1
28,Private,80983.0,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
78,Private,118202.0,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,3942,0,40,United-States,0
54,Private,38323.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,0
53,Private,164885.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1
38,Private,189923.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
23,Private,223267.0,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0
23,Private,113544.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
45,Private,188773.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
24,Private,101603.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
49,Private,188503.0,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,18,United-States,0
59,Private,48411.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
23,State-gov,241431.0,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,0
43,Private,229318.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,1
25,?,111252.0,Some-college,10,Married-spouse-absent,?,Not-in-family,White,Male,0,0,6,United-States,0
18,Private,398005.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,1602,22,Columbia,0
36,Private,189186.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0
51,Local-gov,197387.0,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,0
47,Local-gov,145333.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
70,State-gov,199949.0,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,0
30,Private,142480.0,9th,5,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
55,Local-gov,241885.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
28,Private,279288.0,5th-6th,3,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico,0
34,Self-emp-not-inc,201490.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
62,State-gov,345493.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
42,Local-gov,231043.0,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,0
49,Private,287391.0,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
34,Self-emp-not-inc,188243.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2174,50,United-States,0
40,Self-emp-not-inc,302639.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,1
43,Self-emp-not-inc,125464.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
47,Local-gov,96620.0,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,0
33,Self-emp-not-inc,175232.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,0
49,Self-emp-not-inc,166472.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
34,Self-emp-not-inc,14757.0,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,0
36,Self-emp-not-inc,100734.0,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,27828,0,50,United-States,1
36,Self-emp-not-inc,140854.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,625,50,United-States,0
30,Self-emp-not-inc,121055.0,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
41,Self-emp-not-inc,340423.0,Some-college,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Male,0,0,45,United-States,0
29,?,213719.0,10th,6,Divorced,?,Unmarried,Black,Female,0,0,40,United-States,0
49,?,155659.0,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,38,United-States,0
18,?,113940.0,12th,8,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,0
52,?,124651.0,Some-college,10,Married-civ-spouse,?,Wife,White,Female,5178,0,50,United-States,1
37,?,269405.0,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,39,United-States,0
18,Private,195262.0,12th,8,Never-married,Transport-moving,Own-child,White,Male,0,0,25,Peru,0
52,Private,154342.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,1
19,?,173938.0,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
60,Private,133973.0,7th-8th,4,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,?,0
21,?,159747.0,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,0
35,Private,120984.0,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
45,Private,177181.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
32,Private,126675.0,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,0
36,Private,116969.0,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,24,United-States,0
39,Private,128876.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
47,Private,70673.0,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
39,Private,17959.0,5th-6th,3,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,35,Mexico,0
29,Private,50122.0,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,0
61,Self-emp-inc,207863.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3103,0,55,Canada,1
48,Private,376059.0,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,5013,0,40,United-States,0
52,Private,251371.0,1st-4th,2,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
54,Private,203696.0,12th,8,Separated,Other-service,Other-relative,White,Female,0,0,35,United-States,0
50,Private,177271.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,1
53,Private,29523.0,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,45,United-States,1
43,Private,90934.0,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,0
36,Private,186183.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3908,0,55,United-States,0
29,Private,167501.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,1
25,Private,186498.0,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,20,United-States,0
43,Private,187463.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
28,Private,315303.0,9th,5,Divorced,Sales,Unmarried,White,Female,0,0,40,Italy,0
23,?,19192.0,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States,0
40,Private,84295.0,10th,6,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
48,Private,185962.0,Assoc-voc,11,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,0
25,?,188303.0,Bachelors,13,Never-married,?,Own-child,Black,Male,0,0,35,United-States,0
56,Private,116632.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,1
56,Private,282394.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
39,Local-gov,65624.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,55,United-States,1
56,Private,173806.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
18,Private,268826.0,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,20,Cuba,0
35,Private,174325.0,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,50,United-States,0
35,Private,106933.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,0
40,Local-gov,361497.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
42,Federal-gov,19192.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,0
22,Private,142719.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
44,Federal-gov,143766.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
34,State-gov,99146.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,1
44,Self-emp-inc,289690.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,1
25,Private,85701.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,0
38,State-gov,130931.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
31,?,174799.0,Some-college,10,Married-civ-spouse,?,Wife,Other,Female,0,0,40,United-States,1
40,?,204553.0,10th,6,Never-married,?,Not-in-family,Black,Male,0,0,60,United-States,0
54,Private,91959.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,0
21,Private,195453.0,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,4,United-States,0
54,Private,77071.0,Masters,14,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
33,Private,119704.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
30,Private,265266.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,0
24,Private,157932.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
23,?,104001.0,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,35,United-States,0
41,Private,186385.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,?,0
33,Private,182032.0,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,0
49,Private,323622.0,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,50,United-States,0
30,Private,276087.0,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,0
30,Private,45031.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,0
46,State-gov,147555.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
59,State-gov,225513.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,45,Cuba,1
29,Private,106705.0,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
45,Private,239409.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
30,Private,62374.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27,Private,255666.0,HS-grad,9,Never-married,Other-service,Not-in-family,Other,Male,0,0,20,Mexico,0
57,Private,162343.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Cuba,0
37,Private,230961.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
42,Private,53163.0,7th-8th,4,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,Cuba,0
57,Private,191578.0,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,0
35,Private,345364.0,9th,5,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,40,Puerto-Rico,0
35,Private,558490.0,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,60,Mexico,0
37,Private,49020.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
59,Private,266645.0,1st-4th,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137,0,40,United-States,0
41,Private,151284.0,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,2001,40,United-States,0
20,Private,381952.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,0
43,Private,334693.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
38,Private,312509.0,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
40,Self-emp-not-inc,130126.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,0
49,Private,469147.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
44,Self-emp-not-inc,91610.0,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,26,United-States,0
