Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,0,Travel_Rarely,269,Research & Development,3,3,Life Sciences,1,148,4,Male,52,3,1,Research Scientist,1,Married,3815,9358,1,Y,Yes,13,3,4,80,1,5,2,3,5,4,2,0
40,0,Travel_Rarely,217,Research & Development,1,3,Medical,1,495,2,Male,93,3,2,Laboratory Technician,1,Single,6323,25174,1,Y,No,13,3,4,80,0,10,3,3,10,4,0,7
31,0,Travel_Rarely,124,Research & Development,1,3,Technical Degree,1,1941,4,Male,95,3,1,Research Scientist,2,Married,3929,9364,9,Y,No,18,3,4,80,1,7,3,2,3,2,0,2
37,0,Travel_Rarely,685,Research & Development,4,2,Life Sciences,1,1216,4,Male,78,2,3,Research Director,1,Single,13664,4605,3,Y,No,14,3,3,80,0,16,2,3,5,3,0,2
36,0,Travel_Rarely,240,Research & Development,1,4,Life Sciences,1,1578,1,Male,60,2,3,Research Director,2,Single,11713,23231,9,Y,Yes,13,3,3,80,0,10,5,3,7,7,0,6
46,0,Travel_Rarely,367,Research & Development,8,3,Medical,1,233,3,Male,66,3,3,Manufacturing Director,2,Single,10845,20431,2,Y,No,13,3,4,80,0,13,3,3,8,7,0,7
29,0,Travel_Rarely,580,Research & Development,1,4,Medical,1,1474,2,Male,68,3,1,Laboratory Technician,1,Married,2323,23231,2,Y,No,12,3,3,80,3,4,3,2,3,2,0,2
54,0,Non-Travel,489,Research & Development,4,3,Life Sciences,1,5,2,Male,52,2,4,Research Director,4,Divorced,17779,4605,3,Y,No,13,3,1,80,1,36,3,4,10,9,0,9
37,0,Travel_Rarely,1180,Research & Development,4,4,Medical,1,447,1,Male,42,3,2,Manufacturing Director,4,Married,5993,10333,1,Y,No,13,3,2,80,0,7,6,3,7,5,0,7
33,0,Travel_Rarely,1405,Research & Development,7,2,Life Sciences,1,1226,3,Male,44,4,1,Research Scientist,4,Single,2914,15748,1,Y,Yes,13,3,4,80,0,2,4,2,2,2,0,2
22,0,Non-Travel,523,Research & Development,2,3,Life Sciences,1,1586,3,Male,65,3,1,Laboratory Technician,2,Divorced,3894,25440,5,Y,No,14,3,4,80,1,4,5,3,2,2,1,2
53,0,Travel_Rarely,654,Research & Development,12,3,Life Sciences,1,664,4,Male,42,2,4,Research Director,4,Single,14275,7693,3,Y,No,12,3,1,80,0,34,2,3,12,10,3,7
49,0,Travel_Rarely,1097,Research & Development,2,2,Medical,1,170,3,Female,49,3,3,Healthcare Representative,2,Divorced,10965,2338,7,Y,Yes,13,3,3,80,1,26,3,3,5,3,0,0
49,0,Travel_Rarely,177,Research & Development,6,4,Medical,1,584,4,Male,38,1,2,Manufacturing Director,4,Married,6567,20739,1,Y,Yes,15,3,1,80,2,16,3,4,18,11,5,11
29,0,Travel_Rarely,553,Research & Development,8,1,Life Sciences,1,216,4,Male,54,3,1,Laboratory Technician,2,Single,3812,8841,1,Y,No,14,3,4,80,0,11,2,2,11,8,3,10
31,1,Travel_Rarely,330,Research & Development,24,5,Life Sciences,1,879,4,Male,98,3,1,Research Scientist,1,Single,2132,10261,3,Y,Yes,18,3,4,80,0,8,2,2,3,2,0,2
40,1,Non-Travel,1427,Research & Development,9,5,Medical,1,1329,4,Male,40,1,2,Manufacturing Director,2,Married,4323,5099,1,Y,No,13,3,1,80,1,5,3,2,5,3,1,2
37,0,Travel_Rarely,160,Research & Development,2,4,Life Sciences,1,1150,3,Male,98,2,3,Research Director,1,Single,13744,5355,1,Y,No,11,3,3,80,0,16,2,1,15,11,6,8
38,0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,1293,1,Male,66,3,2,Research Scientist,2,Married,2133,10558,1,Y,No,13,3,4,80,1,20,2,3,31,9,0,3
29,0,Travel_Rarely,1151,Research & Development,9,3,Life Sciences,1,1682,4,Male,96,3,1,Laboratory Technician,3,Married,2331,24666,1,Y,No,15,3,2,80,1,7,6,1,7,7,1,7
37,0,Travel_Rarely,852,Research & Development,1,2,Medical,1,1709,4,Male,47,3,2,Manufacturing Director,4,Single,7379,7636,6,Y,Yes,14,3,2,80,0,12,3,2,6,4,1,3
49,0,Travel_Rarely,509,Research & Development,3,4,Other,1,1472,2,Male,61,4,2,Healthcare Representative,4,Married,6651,2243,8,Y,No,11,3,2,80,1,20,3,3,3,2,1,2
32,0,Travel_Rarely,1464,Research & Development,6,3,Technical Degree,1,1878,2,Male,75,3,3,Research Director,4,Married,11031,25657,1,Y,Yes,19,3,1,80,0,14,2,2,13,10,4,7
43,0,Travel_Rarely,1009,Research & Development,1,3,Life Sciences,1,1150,1,Male,63,2,3,Manufacturing Director,4,Single,10820,23060,2,Y,No,19,3,3,80,0,18,3,1,8,7,0,1
33,0,Travel_Rarely,882,Research & Development,2,4,Life Sciences,1,1886,4,Male,73,3,4,Research Director,2,Married,17603,16321,1,Y,No,18,3,4,80,1,14,4,2,14,10,6,11
42,0,Travel_Rarely,434,Human Resources,6,3,Human Resources,1,897,2,Male,52,2,2,Human Resources,4,Single,6870,6865,3,Y,No,22,4,3,80,0,11,2,3,5,4,1,0
47,0,Travel_Rarely,548,Research & Development,9,3,Medical,1,416,2,Male,100,4,3,Healthcare Representative,4,Married,8633,19345,6,Y,No,11,3,2,80,1,25,3,3,18,8,12,13
46,0,Travel_Rarely,1398,Research & Development,1,3,Medical,1,1556,3,Male,92,3,3,Healthcare Representative,4,Married,10673,6004,7,Y,No,14,3,4,80,1,21,2,3,10,9,9,5
30,0,Travel_Rarely,585,Research & Development,2,2,Life Sciences,1,1018,1,Male,65,4,1,Laboratory Technician,1,Married,4111,15892,1,Y,No,13,3,3,80,1,10,3,2,10,0,1,8
37,0,Travel_Rarely,1457,Research & Development,4,2,Medical,1,428,1,Male,58,3,2,Healthcare Representative,3,Single,4201,17477,1,Y,Yes,13,3,2,80,0,10,2,2,10,3,0,8
32,0,Travel_Rarely,470,Research & Development,19,3,Life Sciences,1,232,3,Male,52,3,2,Manufacturing Director,4,Single,5434,9075,1,Y,No,15,3,4,80,0,10,3,2,10,4,0,9
34,0,Travel_Rarely,1296,Research & Development,23,1,Life Sciences,1,1428,3,Male,61,3,2,Healthcare Representative,4,Married,4878,8787,0,Y,No,18,3,2,80,0,10,3,1,9,8,7,1
42,0,Travel_Rarely,482,Research & Development,10,4,Technical Degree,1,865,3,Male,73,4,2,Healthcare Representative,4,Single,4089,6161,1,Y,No,14,3,3,80,0,10,3,3,10,2,2,2
49,0,Travel_Rarely,429,Research & Development,3,4,Life Sciences,1,1011,3,Male,52,2,4,Healthcare Representative,4,Single,13964,6812,6,Y,Yes,15,3,2,80,0,25,3,3,8,1,0,7
46,0,Travel_Rarely,621,Sales,4,3,Marketing,1,869,3,Male,63,2,5,Manager,4,Married,18789,8552,3,Y,No,15,3,4,80,1,26,3,4,13,4,0,8
37,0,Travel_Rarely,415,Sales,27,4,Medical,1,438,3,Male,73,3,2,Sales Executive,4,Single,4189,13492,1,Y,No,15,3,4,80,0,5,4,3,5,2,0,3
34,0,Travel_Rarely,1278,Sales,7,3,Medical,1,1875,3,Male,75,3,2,Sales Executive,2,Married,6799,4204,1,Y,No,12,3,4,80,0,10,3,2,10,8,5,7
45,0,Travel_Rarely,337,Sales,1,3,Marketing,1,597,3,Male,83,3,2,Sales Executive,2,Single,5006,6842,8,Y,No,11,3,4,80,0,9,2,3,5,4,0,3
38,0,Travel_Rarely,141,Sales,2,4,Marketing,1,485,3,Male,43,3,2,Sales Executive,1,Married,6861,12858,4,Y,No,14,3,2,80,1,19,3,3,1,0,0,0
30,0,Non-Travel,412,Sales,29,1,Medical,1,722,3,Male,52,3,2,Sales Executive,1,Divorced,4779,9314,3,Y,No,14,3,4,80,3,8,3,3,3,2,0,2
40,0,Travel_Rarely,1496,Sales,1,1,Other,1,601,1,Female,57,3,2,Sales Executive,4,Divorced,4203,9282,1,Y,No,15,3,3,80,3,8,3,4,7,7,3,7
38,0,Travel_Rarely,438,Research & Development,6,1,Life Sciences,1,1436,1,Female,98,2,2,Healthcare Representative,1,Divorced,4131,20364,8,Y,No,14,3,1,80,2,20,5,2,4,2,0,3
45,0,Travel_Rarely,828,Sales,1,2,Life Sciences,1,1595,2,Female,39,2,2,Sales Executive,2,Divorced,9924,4051,1,Y,Yes,17,3,4,80,2,10,3,4,10,8,7,7
53,0,Travel_Rarely,1443,Sales,19,3,Marketing,1,456,3,Male,30,2,3,Sales Executive,4,Married,10448,12449,4,Y,Yes,13,3,3,80,2,19,2,2,2,2,2,2
47,0,Travel_Rarely,793,Sales,6,1,Life Sciences,1,516,3,Female,42,3,2,Sales Representative,4,Married,2976,20003,1,Y,No,13,3,4,80,1,5,2,3,0,0,0,0
52,0,Travel_Rarely,228,Sales,1,4,Life Sciences,1,1014,3,Female,42,3,4,Manager,4,Single,16856,3974,1,Y,No,17,3,3,80,0,33,2,4,34,14,6,9
31,0,Non-Travel,849,Sales,2,2,Life Sciences,1,1471,2,Male,74,2,2,Sales Executive,3,Divorced,4115,24312,3,Y,No,17,3,4,80,1,8,3,3,4,2,0,3
38,1,Travel_Rarely,334,Sales,2,4,Marketing,1,928,3,Female,32,1,2,Sales Executive,4,Single,4440,7790,0,Y,No,15,3,3,80,0,16,4,2,16,13,5,8
31,1,Travel_Rarely,746,Sales,1,3,Technical Degree,1,867,3,Female,81,2,3,Sales Executive,4,Married,10793,4297,1,Y,No,17,3,3,80,1,13,3,3,11,10,9,8
34,0,Travel_Rarely,492,Sales,1,3,Life Sciences,1,1958,3,Male,36,3,2,Sales Executive,2,Married,6799,3156,1,Y,No,13,3,1,80,1,10,5,3,9,8,4,8
21,0,Travel_Rarely,222,Sales,18,1,Technical Degree,1,410,4,Male,63,3,1,Sales Representative,4,Married,2174,7122,1,Y,No,13,3,2,80,1,3,5,3,3,2,1,2
51,0,Travel_Rarely,1435,Sales,10,3,Life Sciences,1,416,1,Male,74,4,3,Sales Executive,4,Single,10596,13430,2,Y,No,14,3,2,80,0,14,2,2,5,4,1,4
31,0,Travel_Rarely,143,Sales,2,5,Marketing,1,1470,2,Female,45,2,2,Sales Executive,3,Married,7342,25605,0,Y,No,11,3,2,80,1,10,2,3,9,7,8,5
44,0,Travel_Rarely,1329,Sales,2,4,Life Sciences,1,267,3,Male,65,4,2,Sales Executive,1,Married,4442,16177,4,Y,No,11,3,1,80,1,10,3,3,2,2,2,2
54,0,Travel_Rarely,1421,Research & Development,10,3,Medical,1,1701,4,Female,78,2,4,Manager,2,Married,17426,6227,2,Y,No,13,3,2,80,1,36,3,3,10,8,4,7
38,0,Travel_Rarely,397,Human Resources,18,2,Medical,1,1847,3,Female,73,3,2,Human Resources,2,Single,6077,23288,8,Y,No,13,3,4,80,0,10,1,4,6,2,1,2
24,0,Travel_Rarely,571,Sales,23,3,Medical,1,1684,3,Female,93,2,2,Sales Executive,4,Married,4538,3032,1,Y,Yes,12,3,1,80,0,4,4,2,5,2,0,3
27,1,Travel_Rarely,693,Sales,10,3,Life Sciences,1,439,1,Female,74,4,3,Sales Executive,4,Single,8726,3376,1,Y,No,11,3,3,80,0,9,3,3,9,7,1,7
34,0,Non-Travel,541,Sales,2,3,Marketing,1,475,2,Female,85,3,1,Sales Representative,4,Single,2579,14199,1,Y,No,12,3,2,80,0,8,2,3,8,2,0,6
37,0,Travel_Rarely,1141,Sales,8,3,Life Sciences,1,1016,3,Male,60,4,2,Sales Executive,2,Married,4189,25150,1,Y,No,13,3,2,80,2,5,3,3,5,2,0,3
36,1,Travel_Rarely,135,Research & Development,11,3,Medical,1,486,1,Male,98,3,1,Research Scientist,1,Married,3692,10056,1,Y,Yes,15,3,2,80,0,12,0,3,12,9,0,9
31,0,Travel_Rarely,469,Research & Development,16,3,Medical,1,1436,4,Male,98,2,1,Research Scientist,1,Single,1261,24558,1,Y,No,11,3,1,80,0,1,3,3,1,0,0,0
39,0,Travel_Rarely,1169,Human Resources,15,2,Medical,1,1154,2,Male,84,3,2,Human Resources,1,Married,5004,25098,6,Y,No,17,3,4,80,0,13,0,3,4,3,0,3
32,0,Travel_Rarely,157,Research & Development,5,2,Medical,1,1585,3,Female,93,3,1,Research Scientist,3,Married,2356,20898,2,Y,No,17,3,1,80,1,8,5,2,5,2,0,4
27,1,Travel_Rarely,1092,Research & Development,8,1,Medical,1,416,1,Female,100,4,1,Laboratory Technician,4,Married,3816,22477,1,Y,No,12,3,2,80,1,5,2,4,5,4,0,2
27,0,Travel_Rarely,1451,Research & Development,25,1,Life Sciences,1,436,1,Female,65,2,1,Research Scientist,2,Married,1706,21221,1,Y,No,14,3,4,80,1,0,2,1,0,0,0,0
26,1,Travel_Rarely,903,Research & Development,2,4,Life Sciences,1,233,1,Male,66,3,1,Research Scientist,3,Married,3904,3536,0,Y,Yes,15,3,4,80,0,5,2,3,4,3,1,1
19,0,Travel_Rarely,103,Research & Development,4,3,Life Sciences,1,1740,3,Female,62,3,1,Research Scientist,3,Married,2291,6499,1,Y,No,11,3,2,80,1,1,3,3,1,1,0,0
31,0,Travel_Rarely,265,Research & Development,1,3,Medical,1,1865,2,Female,91,2,2,Laboratory Technician,2,Divorced,5915,13551,2,Y,Yes,13,3,4,80,3,10,3,3,8,3,0,7
25,0,Travel_Rarely,580,Research & Development,1,3,Medical,1,1703,2,Female,72,4,1,Laboratory Technician,4,Divorced,3669,23848,2,Y,No,12,3,2,80,1,7,5,2,3,2,1,2
40,0,Travel_Rarely,704,Sales,14,4,Marketing,1,1157,4,Male,46,3,2,Sales Executive,2,Divorced,4768,2125,8,Y,No,11,3,1,80,1,8,2,3,0,0,0,0
40,1,Travel_Rarely,625,Sales,1,4,Life Sciences,1,2064,1,Female,96,4,2,Sales Executive,3,Divorced,6852,13301,7,Y,No,12,3,2,80,1,7,2,1,6,4,0,5
39,0,Travel_Rarely,866,Sales,2,3,Medical,1,602,4,Female,97,3,4,Sales Executive,4,Divorced,12041,6039,0,Y,No,15,3,1,80,1,21,2,3,20,9,9,6
24,0,Travel_Frequently,301,Sales,23,4,Marketing,1,170,4,Male,72,3,2,Sales Executive,4,Single,4577,16630,0,Y,No,20,4,3,80,0,4,6,2,2,2,2,1
34,0,Travel_Frequently,1033,Sales,21,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,Married,7346,5050,0,Y,No,18,3,4,80,1,6,3,3,2,2,1,0
22,1,Travel_Frequently,561,Research & Development,12,3,Life Sciences,1,256,4,Male,45,2,1,Research Scientist,3,Single,2773,4345,0,Y,No,19,3,3,80,0,3,2,1,2,2,2,2
35,1,Travel_Frequently,1180,Research & Development,1,2,Medical,1,1496,2,Male,86,3,1,Laboratory Technician,1,Married,3917,19562,1,Y,Yes,14,3,2,80,1,3,2,3,3,2,1,2
23,1,Travel_Frequently,265,Research & Development,13,2,Medical,1,1422,2,Male,55,3,1,Laboratory Technician,4,Married,2647,23679,1,Y,Yes,11,3,4,80,1,5,3,3,5,3,1,4
38,0,Travel_Rarely,906,Research & Development,10,4,Other,1,446,4,Male,97,2,3,Research Director,3,Single,13206,5569,4,Y,No,13,3,3,80,0,20,4,3,18,16,1,11
18,0,Travel_Rarely,982,Research & Development,28,5,Life Sciences,1,1618,4,Male,84,3,1,Laboratory Technician,1,Married,1904,22710,1,Y,No,13,3,4,80,1,0,2,3,0,0,0,0
28,1,Travel_Rarely,534,Research & Development,16,3,Life Sciences,1,458,1,Male,56,3,1,Research Scientist,2,Married,2023,4824,1,Y,No,16,3,1,80,1,6,2,3,6,5,0,5
38,1,Travel_Rarely,1097,Research & Development,16,3,Life Sciences,1,2014,2,Male,86,3,1,Laboratory Technician,1,Married,2380,18798,1,Y,Yes,18,3,1,80,0,2,2,3,3,2,0,2
35,0,Travel_Rarely,884,Research & Development,15,2,Life Sciences,1,669,3,Male,61,3,2,Laboratory Technician,4,Married,4558,22673,9,Y,No,18,3,3,80,2,10,5,3,6,2,1,2
37,0,Travel_Frequently,848,Research & Development,24,3,Life Sciences,1,354,1,Male,39,2,3,Research Director,1,Married,13603,23402,3,Y,No,11,3,1,80,2,17,3,3,5,2,0,2
24,0,Travel_Frequently,528,Human Resources,6,3,Human Resources,1,1939,3,Male,53,4,1,Human Resources,4,Married,2145,17102,0,Y,No,17,3,3,80,3,3,5,1,2,2,2,1
33,0,Travel_Frequently,217,Research & Development,2,3,Life Sciences,1,448,1,Male,82,2,1,Laboratory Technician,1,Single,2500,9518,1,Y,No,11,3,2,80,0,5,2,3,3,1,0,2
30,1,Travel_Frequently,561,Research & Development,9,3,Life Sciences,1,1997,4,Male,72,2,2,Laboratory Technician,3,Married,2176,25376,3,Y,No,11,3,4,80,1,9,3,1,5,2,1,2
38,0,Travel_Frequently,194,Research & Development,29,2,Life Sciences,1,421,2,Male,94,2,1,Laboratory Technician,4,Single,3339,11652,3,Y,No,15,3,3,80,0,10,2,1,5,3,0,4
44,0,Non-Travel,144,Research & Development,8,4,Life Sciences,1,380,4,Female,80,3,1,Laboratory Technician,1,Divorced,3161,24609,6,Y,No,13,3,1,80,1,19,2,3,1,0,0,0
23,0,Travel_Rarely,933,Research & Development,1,3,Life Sciences,1,389,3,Female,42,2,1,Laboratory Technician,4,Married,2647,26894,1,Y,No,19,3,3,80,2,5,2,3,5,4,0,4
24,0,Travel_Rarely,849,Research & Development,2,2,Life Sciences,1,723,1,Female,42,3,1,Research Scientist,1,Married,3022,2493,1,Y,No,18,3,2,80,1,6,3,3,5,2,4,3
31,0,Travel_Rarely,684,Research & Development,10,3,Life Sciences,1,909,1,Male,42,2,1,Laboratory Technician,4,Single,3477,13430,0,Y,No,19,3,3,80,0,6,3,3,5,1,1,3
40,0,Travel_Rarely,233,Research & Development,22,1,Medical,1,1329,4,Female,34,1,2,Manufacturing Director,4,Married,4377,13035,1,Y,No,11,3,1,80,1,5,4,3,5,3,3,4
29,0,Travel_Rarely,287,Research & Development,24,3,Life Sciences,1,1293,2,Male,66,3,2,Manufacturing Director,2,Divorced,4319,23213,1,Y,No,11,3,4,80,1,10,4,3,10,7,0,9
37,0,Travel_Rarely,1383,Research & Development,6,4,Life Sciences,1,1969,4,Male,67,3,1,Laboratory Technician,4,Divorced,3452,23648,4,Y,No,23,4,3,80,2,17,5,3,5,4,0,3
44,0,Travel_Rarely,370,Research & Development,9,4,Medical,1,352,3,Male,61,3,3,Healthcare Representative,3,Divorced,7978,14394,1,Y,No,17,3,4,80,2,10,3,4,10,7,0,5
44,0,Travel_Rarely,718,Research & Development,3,3,Technical Degree,1,1154,4,Male,94,2,5,Research Director,1,Divorced,19406,22984,4,Y,No,13,3,4,80,1,24,2,3,20,8,1,10
41,1,Travel_Rarely,289,Research & Development,8,3,Medical,1,1291,4,Male,66,3,2,Healthcare Representative,4,Divorced,6812,25150,3,Y,No,15,3,4,80,1,10,2,3,7,7,1,0
32,0,Travel_Rarely,404,Research & Development,20,2,Life Sciences,1,231,3,Male,60,3,2,Laboratory Technician,3,Divorced,5309,24812,1,Y,No,19,3,1,80,0,10,4,4,10,8,4,7
60,0,Non-Travel,930,Research & Development,20,4,Other,1,1941,1,Male,32,3,3,Healthcare Representative,4,Divorced,10883,24812,3,Y,No,11,3,4,80,1,19,0,1,1,0,0,0
33,0,Travel_Rarely,1268,Sales,10,2,Life Sciences,1,476,3,Male,43,3,2,Sales Executive,4,Divorced,5037,26999,1,Y,Yes,11,3,2,80,1,9,0,2,8,7,4,2
34,0,Travel_Frequently,810,Sales,1,3,Life Sciences,1,161,3,Male,83,3,2,Sales Executive,2,Single,8034,13422,4,Y,No,11,3,1,80,0,6,4,3,6,3,0,0
50,0,Travel_Frequently,1313,Sales,11,4,Life Sciences,1,4,3,Male,92,2,2,Sales Executive,4,Single,4728,8302,8,Y,No,17,3,2,80,0,5,2,4,0,0,0,0
31,0,Non-Travel,1212,Sales,1,3,Marketing,1,1329,3,Female,40,1,2,Sales Executive,2,Divorced,4233,23848,3,Y,No,14,3,1,80,1,9,6,2,3,1,1,2
18,0,Travel_Rarely,1450,Research & Development,3,3,Medical,1,1497,3,Male,49,2,1,Research Scientist,4,Divorced,1051,21526,1,Y,Yes,11,3,3,80,2,0,2,2,0,0,0,0
39,0,Travel_Rarely,144,Research & Development,6,4,Life Sciences,1,486,4,Female,75,3,3,Healthcare Representative,4,Divorced,7441,20364,1,Y,No,18,3,2,80,2,10,2,3,10,2,0,7
48,0,Travel_Rarely,589,Research & Development,7,1,Life Sciences,1,1966,2,Male,56,2,3,Manufacturing Director,4,Divorced,7898,4714,1,Y,No,15,3,2,80,1,11,3,3,10,9,0,8
31,0,Travel_Rarely,981,Research & Development,3,2,Life Sciences,1,665,3,Female,66,3,3,Manufacturing Director,4,Divorced,7446,8556,1,Y,No,14,3,4,80,1,10,4,3,10,8,4,7
40,0,Travel_Rarely,867,Research & Development,19,3,Life Sciences,1,1356,4,Male,66,3,2,Healthcare Representative,1,Married,4448,12449,2,Y,No,13,3,4,80,2,15,5,3,8,4,7,7
45,0,Travel_Rarely,1283,Research & Development,2,3,Technical Degree,1,1618,4,Female,47,3,3,Healthcare Representative,1,Married,10748,7790,6,Y,No,11,3,4,80,1,25,5,2,20,16,14,4
29,0,Travel_Rarely,622,Research & Development,8,3,Medical,1,380,3,Female,52,3,1,Research Scientist,4,Married,2404,17363,2,Y,No,11,3,1,80,0,3,5,3,0,0,0,0
42,0,Travel_Rarely,397,Research & Development,1,2,Medical,1,232,1,Female,39,4,4,Manager,2,Married,17665,8931,0,Y,No,11,3,4,80,2,22,3,4,22,10,11,8
35,0,Travel_Rarely,1085,Research & Development,3,2,Medical,1,661,2,Female,50,2,1,Laboratory Technician,4,Married,2269,24785,1,Y,No,18,3,3,80,2,1,3,2,1,0,0,1
36,0,Travel_Rarely,408,Research & Development,28,2,Life Sciences,1,1700,3,Female,76,1,1,Research Scientist,3,Divorced,2274,22422,1,Y,No,11,3,3,80,1,1,4,3,3,2,0,2
55,0,Travel_Rarely,430,Research & Development,1,2,Life Sciences,1,1708,4,Female,72,3,1,Research Scientist,2,Divorced,3537,13551,3,Y,No,11,3,2,80,1,8,0,3,4,2,1,2
35,0,Travel_Rarely,381,Research & Development,22,1,Medical,1,1682,1,Female,61,3,2,Laboratory Technician,3,Divorced,3681,3498,6,Y,No,12,3,2,80,1,9,5,3,3,2,0,2
33,0,Travel_Rarely,772,Research & Development,6,2,Life Sciences,1,1969,4,Female,75,3,2,Research Scientist,3,Divorced,4998,22002,4,Y,No,12,3,3,80,0,10,5,3,5,4,0,2
40,0,Travel_Rarely,775,Research & Development,2,2,Other,1,898,4,Male,88,2,2,Laboratory Technician,4,Divorced,6323,3010,1,Y,No,13,3,1,80,2,10,3,2,9,7,9,5
35,0,Travel_Rarely,462,Sales,5,4,Medical,1,1136,3,Female,67,2,3,Sales Executive,1,Married,8789,23364,1,Y,No,17,3,1,80,1,10,6,3,10,7,0,8
36,0,Travel_Rarely,1413,Sales,23,1,Medical,1,1701,2,Male,71,2,3,Sales Executive,4,Single,9980,18899,1,Y,No,18,3,2,80,0,10,4,3,10,3,9,8
45,0,Travel_Rarely,342,Sales,2,3,Marketing,1,267,4,Female,65,4,5,Manager,1,Married,18824,6163,2,Y,No,13,3,1,80,2,26,3,3,24,10,1,11
53,0,Non-Travel,1309,Sales,26,1,Medical,1,1329,2,Female,40,1,2,Sales Representative,2,Single,2306,14864,3,Y,No,13,3,1,80,0,13,3,3,7,7,4,5
52,0,Travel_Rarely,243,Sales,2,5,Marketing,1,1701,4,Male,78,2,4,Manager,3,Single,16555,3536,2,Y,No,13,3,2,80,0,31,3,3,5,2,1,4
50,0,Travel_Rarely,918,Sales,3,3,Marketing,1,1016,4,Male,48,1,3,Sales Executive,3,Single,9208,25326,2,Y,No,16,3,3,80,0,18,3,3,4,3,2,3
28,0,Travel_Rarely,1239,Sales,17,2,Medical,1,471,4,Male,75,3,2,Sales Executive,2,Married,8463,4279,0,Y,No,13,3,3,80,1,6,2,3,5,4,1,3
29,0,Travel_Rarely,316,Sales,1,3,Marketing,1,1152,3,Female,57,4,1,Sales Representative,1,Married,2157,5652,1,Y,No,18,3,4,80,1,3,3,1,3,1,0,2
46,0,Travel_Rarely,882,Sales,1,3,Life Sciences,1,1865,4,Female,93,2,2,Sales Executive,4,Single,5772,22578,3,Y,No,11,3,4,80,0,14,3,3,9,8,0,8
33,0,Travel_Rarely,890,Sales,1,2,Marketing,1,486,4,Male,66,3,1,Sales Representative,2,Single,2500,9148,0,Y,No,13,3,2,80,0,4,3,3,3,2,0,2
54,0,Travel_Rarely,766,Sales,26,3,Life Sciences,1,403,3,Female,77,3,2,Sales Executive,2,Married,5473,14864,4,Y,No,11,3,4,80,1,20,4,3,7,0,0,6
51,1,Travel_Rarely,427,Sales,3,4,Life Sciences,1,1966,3,Female,56,2,2,Sales Executive,4,Married,5441,8934,0,Y,Yes,11,3,2,80,0,11,2,3,10,7,1,0
33,0,Travel_Rarely,1146,Human Resources,10,4,Life Sciences,1,1830,3,Male,68,3,1,Human Resources,4,Married,2500,23413,0,Y,Yes,11,3,2,80,2,4,3,3,3,2,0,2
29,0,Travel_Rarely,495,Research & Development,10,1,Life Sciences,1,1150,3,Male,46,2,1,Research Scientist,4,Married,2389,21530,1,Y,Yes,15,3,3,80,1,4,4,2,4,3,0,1
30,0,Travel_Rarely,661,Research & Development,5,3,Technical Degree,1,1966,1,Female,56,2,1,Research Scientist,4,Single,2862,18783,5,Y,Yes,13,3,2,80,0,10,3,2,7,7,0,7
49,0,Travel_Rarely,804,Research & Development,21,4,Life Sciences,1,416,1,Male,100,4,3,Research Director,4,Divorced,11935,13637,7,Y,No,18,3,2,80,1,10,5,3,3,2,0,2
20,0,Travel_Rarely,884,Research & Development,3,3,Life Sciences,1,1012,1,Female,85,3,1,Research Scientist,1,Divorced,3323,25353,1,Y,No,15,3,4,80,2,2,2,3,2,1,1,2
45,0,Travel_Rarely,180,Research & Development,16,3,Life Sciences,1,1558,1,Female,93,3,2,Laboratory Technician,4,Divorced,4447,8269,1,Y,No,16,3,1,80,2,10,2,2,9,8,2,8
28,0,Travel_Rarely,727,Research & Development,6,4,Life Sciences,1,606,3,Female,32,3,1,Research Scientist,4,Divorced,3222,17759,4,Y,No,13,3,2,80,2,6,3,3,2,2,2,2
44,0,Travel_Rarely,138,Human Resources,7,3,Human Resources,1,1652,2,Male,43,3,1,Human Resources,1,Divorced,3195,21161,2,Y,No,12,3,4,80,1,8,2,3,2,2,2,2
29,0,Travel_Rarely,216,Research & Development,2,3,Other,1,19,4,Female,65,2,2,Manufacturing Director,4,Single,5056,10557,1,Y,No,15,3,1,80,0,10,6,3,10,7,1,2
21,0,Non-Travel,1070,Research & Development,2,2,Life Sciences,1,1684,2,Female,85,2,1,Research Scientist,2,Single,1222,23369,1,Y,No,14,3,1,80,0,0,2,2,0,0,0,0
20,0,Non-Travel,1318,Sales,6,1,Marketing,1,1684,4,Female,51,3,1,Sales Representative,4,Married,2432,16376,1,Y,No,13,3,1,80,1,2,2,4,2,2,0,2
29,1,Travel_Rarely,247,Research & Development,25,1,Medical,1,38,3,Female,84,1,1,Research Scientist,4,Married,2703,23888,0,Y,No,11,3,3,80,1,6,4,3,5,3,0,3
