Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,0,Travel_Rarely,1167.0,Sales,1,3,Other,1,1494,4,Female,97,2,1,Sales Representative,1,Divorced,2308,24668,0,Y,No,14,3,3,80,1,12,2,3,11,10,5,7
30,1,Travel_Rarely,869.0,Sales,26,3,Marketing,1,1659,1,Female,41,3,2,Sales Executive,3,Divorced,5209,5594,1,Y,Yes,13,3,2,80,2,11,2,3,13,7,9,9
36,1,Travel_Rarely,625.0,Sales,1,4,Life Sciences,1,1837,1,Female,31,3,3,Sales Executive,3,Divorced,9699,13551,4,Y,No,16,3,2,80,1,16,2,1,13,9,1,12
44,0,Travel_Frequently,142.0,Sales,2,3,Medical,1,53,1,Male,94,3,4,Sales Executive,4,Married,13320,7653,2,Y,No,19,3,3,80,1,23,3,3,12,11,11,11
53,0,Travel_Rarely,1381.0,Sales,1,3,Marketing,1,1680,3,Male,69,3,3,Sales Executive,1,Divorced,7525,23424,5,Y,No,20,4,1,80,1,30,3,3,15,7,6,12
41,0,Travel_Rarely,884.0,Sales,9,3,Life Sciences,1,1446,2,Male,51,3,2,Sales Executive,4,Divorced,6230,2851,3,Y,No,11,3,1,80,1,16,5,3,14,3,1,10
38,0,Travel_Rarely,691.0,Sales,3,4,Marketing,1,684,3,Male,45,3,2,Sales Executive,2,Divorced,4028,4981,0,Y,No,19,3,4,80,1,8,2,3,7,7,0,5
53,0,Travel_Rarely,959.0,Sales,8,4,Life Sciences,1,1978,1,Male,66,2,4,Sales Executive,4,Divorced,11836,23452,6,Y,No,15,3,3,80,3,28,1,3,3,2,2,2
32,1,Travel_Rarely,118.0,Sales,1,3,Life Sciences,1,635,1,Female,65,3,2,Sales Executive,2,Divorced,4465,24920,0,Y,Yes,14,3,2,80,1,4,3,3,3,2,2,2
30,1,Travel_Rarely,635.0,Sales,27,4,Life Sciences,1,1129,2,Female,68,2,2,Sales Executive,2,Divorced,4736,20460,7,Y,Yes,16,3,4,80,1,4,3,3,2,2,2,2
55,0,Travel_Rarely,588.0,Sales,1,3,Technical Degree,1,1682,3,Female,89,2,2,Sales Executive,4,Divorced,5160,19383,5,Y,Yes,11,3,3,80,1,12,2,3,9,7,7,3
28,0,Non-Travel,770.0,Sales,27,2,Marketing,1,439,3,Female,40,2,1,Sales Representative,3,Divorced,3041,25549,0,Y,Yes,15,3,2,80,1,5,2,3,4,2,0,2
36,0,Travel_Rarely,1372.0,Sales,7,2,Life Sciences,1,1131,1,Female,44,2,2,Sales Executive,4,Divorced,6201,20284,1,Y,No,11,3,2,80,2,15,3,2,16,8,4,11
41,1,Travel_Frequently,542.0,Sales,2,1,Life Sciences,1,1278,2,Male,36,2,3,Sales Executive,4,Married,8189,12017,3,Y,Yes,13,3,4,80,0,12,2,3,9,7,0,7
36,0,Travel_Rarely,830.0,Sales,19,2,Life Sciences,1,565,4,Male,92,3,2,Sales Executive,3,Divorced,6201,4814,1,Y,No,19,3,4,80,1,18,2,3,18,14,4,11
25,0,Travel_Rarely,511.0,Sales,10,1,Life Sciences,1,1622,4,Male,73,1,2,Sales Executive,4,Divorced,6180,3835,1,Y,No,12,3,1,80,2,6,3,3,5,3,1,4
48,0,Travel_Rarely,309.0,Sales,10,4,Life Sciences,1,1869,4,Female,64,3,2,Sales Executive,2,Divorced,4051,6594,4,Y,Yes,11,3,3,80,1,14,5,3,9,7,6,7
35,0,Travel_Rarely,384.0,Sales,27,3,Life Sciences,1,1996,1,Female,56,2,1,Sales Representative,1,Divorced,3202,5711,0,Y,No,15,3,3,80,1,6,1,2,5,4,4,3
40,1,Travel_Rarely,1376.0,Human Resources,2,2,Medical,1,1465,2,Female,73,3,4,Manager,1,Divorced,16437,7530,1,Y,No,16,3,3,80,1,21,0,3,21,7,7,7
36,0,Non-Travel,124.0,Research & Development,1,4,Medical,1,248,4,Female,87,2,1,Research Scientist,1,Married,4678,24668,2,Y,No,12,3,4,80,1,8,3,2,6,2,0,1
42,1,Travel_Rarely,625.0,Sales,20,3,Life Sciences,1,1623,1,Female,98,2,4,Sales Executive,2,Single,13758,21643,0,Y,No,11,3,4,80,0,22,2,1,20,8,13,9
39,0,Travel_Rarely,1485.0,Research & Development,4,4,Medical,1,916,3,Female,74,3,2,Research Scientist,4,Married,3902,6499,8,Y,No,17,3,2,80,1,7,6,2,2,2,2,2
39,0,Travel_Rarely,735.0,Research & Development,1,1,Medical,1,1580,3,Female,47,2,4,Manager,4,Married,17068,3974,1,Y,Yes,15,3,3,80,1,21,3,3,21,9,11,10
56,0,Travel_Rarely,1099.0,Research & Development,1,3,Medical,1,227,2,Female,76,3,1,Research Scientist,3,Single,2942,3974,2,Y,No,21,4,1,80,0,18,2,3,5,4,0,3
26,0,Travel_Rarely,124.0,Research & Development,9,2,Medical,1,1103,4,Male,44,2,1,Research Scientist,2,Single,2366,22011,1,Y,No,15,3,3,80,0,8,3,2,8,7,1,7
35,0,Non-Travel,422.0,Research & Development,25,3,Medical,1,1276,4,Female,75,2,1,Research Scientist,2,Divorced,2194,2354,4,Y,No,19,3,1,80,1,5,2,2,3,2,1,2
40,0,Travel_Rarely,1092.0,Research & Development,4,3,Medical,1,740,3,Male,58,3,1,Research Scientist,4,Divorced,2389,5174,4,Y,No,11,3,4,80,1,8,4,3,3,1,1,2
31,0,Travel_Rarely,964.0,Research & Development,4,2,Medical,1,1801,3,Female,92,2,1,Research Scientist,1,Divorced,3065,8571,1,Y,Yes,11,3,2,80,2,4,4,2,4,2,2,3
48,0,Travel_Rarely,574.0,Research & Development,20,2,Medical,1,635,4,Female,93,3,1,Laboratory Technician,1,Divorced,2559,6889,4,Y,No,20,4,2,80,3,7,3,4,1,0,0,0
23,0,Travel_Rarely,325.0,Research & Development,1,3,Medical,1,1997,2,Female,79,3,1,Research Scientist,4,Divorced,2819,24668,2,Y,No,19,3,4,80,1,5,2,3,3,2,0,2
39,0,Travel_Rarely,821.0,Research & Development,2,2,Medical,1,2057,1,Male,55,3,5,Manager,1,Divorced,19272,3536,1,Y,No,13,3,2,80,1,21,2,2,21,9,13,3
42,0,Travel_Rarely,772.0,Research & Development,10,4,Medical,1,1723,4,Female,85,3,1,Research Scientist,3,Divorced,2759,9953,6,Y,No,11,3,2,80,1,7,6,3,2,2,2,2
50,0,Travel_Rarely,515.0,Research & Development,2,4,Medical,1,963,1,Female,86,2,4,Manager,4,Divorced,17143,22553,3,Y,Yes,16,3,4,80,3,31,1,3,5,4,1,2
35,0,Travel_Rarely,181.0,Research & Development,6,3,Medical,1,927,4,Female,76,1,1,Research Scientist,4,Divorced,2859,5013,1,Y,Yes,11,3,3,80,2,6,3,3,6,4,0,4
25,0,Travel_Rarely,1485.0,Research & Development,1,1,Medical,1,1996,3,Female,95,2,1,Research Scientist,1,Single,3102,15411,0,Y,No,14,3,3,80,0,7,4,2,6,4,0,4
39,0,Travel_Rarely,1385.0,Research & Development,29,2,Medical,1,75,3,Male,92,3,5,Manager,1,Divorced,19272,13192,1,Y,Yes,17,3,3,80,2,21,2,3,21,7,13,3
24,0,Travel_Rarely,157.0,Research & Development,2,3,Medical,1,729,3,Female,43,2,1,Research Scientist,1,Single,2625,17536,2,Y,Yes,12,3,1,80,0,6,3,3,6,5,1,4
56,0,Non-Travel,1130.0,Research & Development,12,3,Medical,1,882,4,Male,61,3,1,Research Scientist,1,Divorced,4257,14470,4,Y,No,18,3,4,80,1,19,2,3,2,2,2,2
32,0,Travel_Rarely,809.0,Research & Development,10,4,Other,1,97,1,Male,84,3,2,Research Scientist,3,Divorced,5878,21703,3,Y,No,17,3,2,80,2,12,5,3,7,1,2,5
26,0,Travel_Rarely,377.0,Research & Development,25,3,Life Sciences,1,1631,1,Male,81,3,1,Research Scientist,2,Divorced,2061,14004,1,Y,No,12,3,1,80,2,1,2,4,1,0,0,0
43,0,Travel_Rarely,515.0,Research & Development,3,3,Medical,1,1655,3,Male,72,3,1,Research Scientist,4,Divorced,2089,18625,4,Y,No,15,3,2,80,1,7,2,3,4,2,2,2
55,1,Travel_Frequently,329.0,Research & Development,14,3,Life Sciences,1,96,3,Male,61,3,4,Manager,4,Married,16659,4821,2,Y,Yes,20,4,4,80,1,30,2,3,5,4,1,2
28,0,Travel_Frequently,931.0,Research & Development,29,4,Medical,1,346,1,Male,71,3,1,Research Scientist,1,Married,3464,4185,5,Y,No,19,3,1,80,0,5,4,3,3,2,1,1
38,0,Travel_Frequently,287.0,Research & Development,4,4,Medical,1,1392,2,Male,52,3,2,Laboratory Technician,3,Married,2406,10778,1,Y,No,13,3,4,80,0,10,2,3,10,3,9,9
34,0,Travel_Frequently,1394.0,Research & Development,1,2,Other,1,1411,4,Male,49,3,1,Research Scientist,3,Married,3622,10877,1,Y,Yes,19,3,1,80,1,6,3,3,6,5,1,3
55,0,Travel_Frequently,419.0,Research & Development,8,3,Technical Degree,1,651,1,Female,35,3,1,Research Scientist,4,Married,3537,20335,5,Y,No,19,3,2,80,1,8,1,3,4,2,1,2
19,1,Travel_Frequently,621.0,Research & Development,19,4,Life Sciences,1,1177,1,Male,100,4,1,Research Scientist,4,Married,3414,23757,1,Y,No,12,3,2,80,1,1,2,3,1,0,0,0
32,0,Travel_Frequently,990.0,Research & Development,6,3,Technical Degree,1,1878,4,Male,75,3,2,Research Scientist,2,Married,4087,14842,5,Y,No,17,3,1,80,1,9,1,3,6,5,1,2
50,0,Travel_Frequently,1394.0,Research & Development,2,2,Medical,1,2052,4,Male,97,2,5,Research Director,4,Married,19331,7129,6,Y,Yes,17,3,4,80,0,27,3,3,1,0,0,0
38,0,Travel_Frequently,809.0,Research & Development,2,2,Medical,1,740,3,Male,40,2,3,Research Director,1,Married,13206,19588,3,Y,No,16,3,3,80,2,20,2,3,18,9,1,11
38,0,Travel_Frequently,154.0,Research & Development,1,4,Medical,1,1878,2,Male,37,3,1,Laboratory Technician,4,Divorced,3688,23016,4,Y,No,12,3,1,80,1,4,3,3,1,0,0,0
33,1,Travel_Frequently,230.0,Research & Development,5,3,Medical,1,227,3,Female,65,3,1,Research Scientist,2,Divorced,2781,5615,0,Y,No,16,3,1,80,1,15,2,3,14,10,4,10
45,0,Travel_Frequently,735.0,Research & Development,3,2,Medical,1,1655,3,Female,57,3,2,Laboratory Technician,2,Divorced,4447,7739,1,Y,Yes,14,3,3,80,2,9,3,3,9,7,0,8
45,0,Travel_Frequently,1137.0,Research & Development,10,3,Life Sciences,1,1232,4,Female,88,4,4,Manager,4,Married,16659,25198,2,Y,Yes,14,3,3,80,1,30,2,1,4,2,0,3
42,1,Travel_Frequently,138.0,Research & Development,9,2,Life Sciences,1,752,1,Female,44,4,2,Research Scientist,1,Married,6545,25412,3,Y,Yes,19,3,4,80,0,10,2,3,3,2,0,2
23,0,Travel_Frequently,663.0,Research & Development,17,3,Technical Degree,1,1655,2,Female,58,3,1,Research Scientist,1,Divorced,2073,24117,2,Y,Yes,19,3,2,80,1,4,6,3,2,2,2,2
26,0,Travel_Frequently,986.0,Research & Development,3,3,Life Sciences,1,635,2,Male,80,3,1,Research Scientist,1,Divorced,2886,16571,1,Y,No,18,3,2,80,2,3,2,3,3,2,0,2
28,0,Travel_Frequently,1243.0,Research & Development,6,3,Medical,1,1682,3,Male,91,3,1,Laboratory Technician,1,Divorced,2367,12430,4,Y,No,13,3,2,80,1,6,2,3,4,1,0,3
41,0,Travel_Rarely,589.0,Research & Development,15,2,Life Sciences,1,91,2,Male,44,2,1,Research Scientist,4,Married,2107,25098,6,Y,Yes,18,3,4,80,1,5,3,3,1,0,0,0
42,1,Travel_Rarely,286.0,Research & Development,10,5,Technical Degree,1,1611,4,Male,48,2,1,Research Scientist,4,Single,2936,24409,3,Y,Yes,12,3,2,80,0,10,2,3,6,3,3,3
24,1,Travel_Rarely,725.0,Research & Development,23,3,Medical,1,631,4,Male,60,4,1,Research Scientist,2,Married,2725,12290,1,Y,Yes,17,3,4,80,0,6,2,3,5,3,1,4
35,0,Travel_Rarely,897.0,Human Resources,1,2,Medical,1,1869,1,Male,64,3,2,Human Resources,2,Married,5021,18991,8,Y,No,13,3,3,80,1,17,2,3,8,5,1,6
38,0,Travel_Rarely,440.0,Research & Development,23,2,Medical,1,536,3,Male,79,3,1,Laboratory Technician,1,Married,1702,9696,1,Y,No,12,3,4,80,1,1,2,1,1,0,0,0
38,0,Non-Travel,685.0,Research & Development,1,4,Life Sciences,1,960,1,Female,97,3,1,Research Scientist,3,Divorced,3057,22456,6,Y,No,19,3,2,80,2,6,2,3,1,0,0,1
22,0,Non-Travel,1496.0,Research & Development,2,2,Other,1,319,4,Male,85,1,1,Research Scientist,1,Divorced,2814,19911,1,Y,No,14,3,2,80,2,4,0,3,4,2,1,3
40,0,Non-Travel,1255.0,Research & Development,4,1,Medical,1,369,3,Female,85,4,1,Research Scientist,1,Divorced,2342,19760,0,Y,Yes,16,3,4,80,1,5,3,3,4,2,2,3
37,0,Travel_Rarely,243.0,Research & Development,20,5,Life Sciences,1,1125,2,Female,54,2,1,Research Scientist,1,Divorced,2996,6889,1,Y,No,20,4,3,80,1,8,3,2,6,4,1,3
42,0,Travel_Rarely,430.0,Research & Development,15,4,Life Sciences,1,895,1,Male,85,3,2,Research Scientist,3,Divorced,5410,10992,6,Y,No,12,3,2,80,3,9,2,3,4,3,1,2
44,0,Travel_Rarely,477.0,Research & Development,16,3,Medical,1,631,1,Female,69,2,2,Laboratory Technician,3,Married,5429,26507,4,Y,No,13,3,1,80,0,10,4,3,8,7,6,7
35,0,Travel_Rarely,555.0,Research & Development,2,3,Medical,1,939,2,Female,51,2,2,Laboratory Technician,1,Single,4425,5718,5,Y,No,13,3,2,80,0,10,3,3,5,4,1,2
28,0,Travel_Rarely,931.0,Research & Development,15,3,Life Sciences,1,1497,4,Female,60,1,1,Research Scientist,4,Married,2703,23844,1,Y,No,14,3,3,80,1,3,4,3,3,1,0,2
32,0,Travel_Rarely,1383.0,Research & Development,6,3,Life Sciences,1,922,4,Female,86,2,2,Research Scientist,3,Married,6220,15717,0,Y,Yes,14,3,4,80,1,10,1,3,10,9,3,7
32,0,Travel_Rarely,977.0,Research & Development,3,2,Medical,1,315,4,Female,62,2,2,Laboratory Technician,4,Married,2176,17011,4,Y,No,12,3,4,80,1,9,4,2,6,2,0,4
31,0,Travel_Rarely,688.0,Research & Development,19,4,Life Sciences,1,939,4,Male,52,2,2,Research Scientist,1,Married,5467,23757,8,Y,No,14,3,2,80,2,13,3,3,7,7,1,7
44,0,Travel_Rarely,1401.0,Research & Development,20,3,Medical,1,369,2,Male,57,4,1,Laboratory Technician,3,Married,3195,24812,2,Y,No,15,3,4,80,0,10,3,3,3,2,1,2
36,0,Travel_Rarely,661.0,Research & Development,2,4,Life Sciences,1,797,2,Male,92,4,1,Research Scientist,4,Single,3419,25761,9,Y,Yes,20,4,3,80,0,6,5,3,1,1,0,0
35,0,Travel_Rarely,629.0,Research & Development,4,4,Life Sciences,1,635,4,Female,74,3,1,Research Scientist,1,Married,2506,6499,2,Y,No,20,4,2,80,1,7,2,3,2,2,2,2
49,1,Travel_Rarely,935.0,Research & Development,10,2,Medical,1,1869,1,Male,64,3,2,Laboratory Technician,2,Married,4789,20623,4,Y,No,25,4,3,80,2,10,2,4,3,2,1,2
26,0,Travel_Frequently,809.0,Research & Development,23,3,Medical,1,1785,1,Female,93,2,1,Laboratory Technician,2,Married,2570,7018,1,Y,No,16,3,4,80,1,7,4,3,7,7,5,7
35,0,Travel_Frequently,616.0,Research & Development,2,3,Medical,1,1321,3,Female,100,3,1,Laboratory Technician,1,Married,3917,14410,1,Y,No,15,3,4,80,0,3,5,2,3,2,1,2
24,0,Travel_Frequently,945.0,Human Resources,4,1,Life Sciences,1,1865,2,Male,91,3,1,Human Resources,4,Single,2145,2690,0,Y,Yes,18,3,3,80,0,3,2,3,2,2,2,1
28,0,Travel_Frequently,591.0,Research & Development,4,1,Life Sciences,1,846,4,Male,78,3,1,Research Scientist,2,Divorced,3201,10333,0,Y,No,19,3,1,80,3,6,3,2,5,3,0,4
29,0,Travel_Frequently,1064.0,Research & Development,3,3,Life Sciences,1,319,2,Female,75,4,1,Laboratory Technician,1,Divorced,2694,25308,1,Y,No,14,3,4,80,1,1,3,3,1,0,0,0
26,0,Travel_Rarely,343.0,Research & Development,1,3,Medical,1,1161,1,Female,69,2,1,Laboratory Technician,1,Married,3955,9957,9,Y,No,12,3,2,80,2,6,2,1,5,3,1,3
37,0,Travel_Rarely,573.0,Research & Development,1,3,Medical,1,1866,2,Female,37,2,3,Manufacturing Director,4,Single,10048,17231,6,Y,Yes,21,4,3,80,0,17,3,3,1,0,0,0
36,0,Travel_Rarely,397.0,Research & Development,7,2,Medical,1,1937,1,Female,58,2,3,Manufacturing Director,2,Married,8858,14034,0,Y,No,19,3,3,80,0,15,6,4,12,8,7,7
35,0,Travel_Rarely,618.0,Research & Development,3,4,Life Sciences,1,549,1,Female,78,3,1,Laboratory Technician,1,Married,2705,24785,0,Y,No,15,3,4,80,1,6,1,2,5,4,0,3
20,1,Travel_Rarely,666.0,Research & Development,9,3,Life Sciences,1,1849,1,Female,81,3,1,Laboratory Technician,3,Single,2973,22474,1,Y,Yes,18,3,3,80,0,1,2,2,1,0,0,0
37,0,Travel_Frequently,829.0,Human Resources,22,4,Human Resources,1,651,3,Female,73,3,1,Human Resources,1,Divorced,2073,3498,4,Y,No,12,3,3,80,3,7,1,1,3,2,0,2
35,0,Travel_Frequently,419.0,Research & Development,6,4,Life Sciences,1,1837,1,Female,77,3,1,Laboratory Technician,3,Divorced,2705,16376,0,Y,No,13,3,2,80,1,6,2,3,5,4,0,3
34,0,Travel_Frequently,1137.0,Research & Development,29,2,Life Sciences,1,652,1,Male,93,2,1,Research Scientist,4,Divorced,3622,21143,1,Y,No,18,3,4,80,3,6,3,3,6,5,1,3
36,0,Travel_Frequently,448.0,Research & Development,20,5,Life Sciences,1,1615,3,Female,84,2,1,Laboratory Technician,1,Divorced,2810,16885,1,Y,Yes,15,3,2,80,1,5,2,2,5,4,0,2
44,0,Travel_Frequently,580.0,Research & Development,2,3,Technical Degree,1,657,2,Female,54,3,1,Research Scientist,3,Divorced,3420,5718,9,Y,No,13,3,4,80,1,6,4,2,4,2,1,2
35,0,Travel_Rarely,1316.0,Research & Development,12,3,Life Sciences,1,1101,4,Female,74,4,1,Laboratory Technician,4,Married,2074,6984,1,Y,Yes,15,3,4,80,1,1,2,3,1,0,0,0
40,0,Travel_Rarely,1343.0,Research & Development,21,2,Medical,1,346,3,Female,36,3,5,Research Director,2,Single,19436,10842,0,Y,No,15,3,1,80,0,22,2,2,21,7,3,9
38,0,Travel_Rarely,1213.0,Human Resources,2,5,Human Resources,1,1839,2,Female,48,1,2,Human Resources,1,Single,6077,5718,3,Y,No,15,3,3,80,0,10,2,2,6,3,1,2
37,0,Travel_Rarely,691.0,Research & Development,10,1,Life Sciences,1,1380,3,Female,56,2,1,Laboratory Technician,3,Married,3452,9953,6,Y,No,15,3,3,80,1,17,6,3,5,4,0,3
52,0,Travel_Rarely,661.0,Research & Development,29,4,Life Sciences,1,1198,1,Female,87,2,2,Laboratory Technician,3,Married,3149,5456,7,Y,Yes,11,3,1,80,1,9,2,2,5,2,1,4
38,0,Travel_Rarely,990.0,Research & Development,11,3,Medical,1,1898,4,Male,89,4,1,Laboratory Technician,3,Single,2468,23914,4,Y,No,19,3,3,80,0,9,0,3,6,1,0,5
42,0,Travel_Rarely,1373.0,Research & Development,20,2,Life Sciences,1,1725,4,Female,39,1,2,Research Scientist,1,Single,4556,24406,2,Y,No,14,3,1,80,0,19,6,3,5,4,0,2
30,0,Travel_Rarely,827.0,Research & Development,4,3,Medical,1,1896,4,Female,86,2,1,Research Scientist,1,Single,2141,19760,1,Y,No,18,3,3,80,0,6,2,3,6,4,1,1
31,0,Travel_Rarely,335.0,Research & Development,1,3,Life Sciences,1,1439,4,Female,100,2,2,Research Scientist,1,Single,5003,26894,1,Y,No,15,3,1,80,0,10,2,3,10,8,8,7
40,0,Travel_Rarely,988.0,Research & Development,11,3,Life Sciences,1,1878,1,Male,64,3,5,Manager,4,Married,18430,21833,5,Y,No,14,3,1,80,0,24,3,3,17,11,14,14
28,1,Travel_Rarely,329.0,Research & Development,10,3,Life Sciences,1,1781,3,Male,45,3,1,Laboratory Technician,3,Single,3867,15332,1,Y,Yes,11,3,3,80,0,2,3,3,2,2,2,2
37,0,Travel_Rarely,1176.0,Human Resources,16,5,Human Resources,1,981,4,Male,45,3,1,Human Resources,4,Single,2073,14295,4,Y,No,13,3,3,80,0,7,2,3,3,2,0,2
45,0,Travel_Rarely,581.0,Research & Development,12,2,Life Sciences,1,1869,3,Male,55,2,2,Laboratory Technician,1,Married,3633,4284,1,Y,No,12,3,3,80,1,9,1,3,9,8,0,8
34,0,Travel_Rarely,1319.0,Research & Development,12,2,Medical,1,630,3,Male,47,3,2,Manufacturing Director,1,Married,4325,6984,1,Y,Yes,13,3,2,80,1,5,0,3,5,2,1,3
42,0,Travel_Rarely,1089.0,Research & Development,3,5,Life Sciences,1,227,2,Female,65,3,4,Research Director,2,Married,15992,20753,2,Y,No,15,3,1,80,1,16,3,3,1,0,0,0
54,0,Travel_Rarely,625.0,Research & Development,2,4,Medical,1,1693,4,Female,51,2,3,Manufacturing Director,4,Married,10502,15431,3,Y,No,11,3,3,80,1,23,2,2,5,3,1,2
21,0,Travel_Rarely,1464.0,Research & Development,12,3,Life Sciences,1,1402,2,Female,92,3,1,Laboratory Technician,4,Married,1416,25422,1,Y,Yes,17,3,1,80,1,1,2,2,1,0,1,0
58,0,Travel_Rarely,1296.0,Research & Development,1,2,Medical,1,1492,3,Female,46,3,3,Manufacturing Director,4,Married,10008,17810,7,Y,No,19,3,1,80,2,31,2,1,10,9,5,9
33,0,Travel_Rarely,390.0,Research & Development,1,1,Life Sciences,1,1258,4,Male,76,4,3,Research Director,2,Married,13458,19566,1,Y,Yes,12,3,3,80,2,15,2,3,15,14,8,12
35,0,Travel_Rarely,1206.0,Research & Development,3,2,Life Sciences,1,1680,2,Male,49,3,3,Manufacturing Director,3,Single,10685,23474,1,Y,No,14,3,1,80,0,17,1,4,17,14,5,15
26,0,Travel_Frequently,167.0,Research & Development,12,3,Life Sciences,1,225,2,Male,86,3,1,Research Scientist,4,Single,2044,14470,1,Y,No,11,3,3,80,0,5,3,3,5,3,3,3
42,0,Travel_Frequently,1005.0,Research & Development,24,3,Technical Degree,1,743,4,Male,86,2,1,Research Scientist,4,Single,2515,23402,5,Y,No,13,3,4,80,0,8,2,2,2,1,2,2
32,0,Travel_Frequently,102.0,Research & Development,2,4,Life Sciences,1,1134,4,Female,70,2,1,Research Scientist,1,Married,3038,25605,3,Y,No,12,3,2,80,1,8,0,3,5,4,1,4
54,0,Travel_Frequently,1431.0,Research & Development,1,3,Medical,1,1465,3,Female,88,3,3,Research Director,2,Single,13549,25326,9,Y,No,17,3,4,80,0,16,4,3,4,3,0,3
34,0,Travel_Frequently,566.0,Research & Development,11,3,Life Sciences,1,1830,3,Female,60,3,1,Research Scientist,1,Divorced,2314,8232,0,Y,No,12,3,3,80,0,5,2,3,3,1,3,0
29,0,Non-Travel,674.0,Research & Development,9,2,Life Sciences,1,1697,1,Female,90,2,2,Laboratory Technician,4,Married,4193,8800,0,Y,No,20,4,4,80,1,10,2,3,9,7,0,4
50,0,Non-Travel,793.0,Research & Development,13,1,Life Sciences,1,796,2,Female,38,2,5,Research Director,1,Married,19144,17485,3,Y,No,16,3,3,80,1,28,2,2,10,4,1,6
54,0,Travel_Rarely,921.0,Research & Development,13,4,Life Sciences,1,3,1,Female,59,4,2,Research Scientist,4,Single,6854,17485,3,Y,No,13,3,3,80,0,14,5,3,7,1,1,7
34,0,Non-Travel,829.0,Human Resources,9,3,Human Resources,1,728,3,Male,66,3,1,Human Resources,4,Married,3737,6986,0,Y,No,18,3,4,80,3,4,2,1,3,2,0,2
27,0,Travel_Rarely,593.0,Research & Development,3,5,Life Sciences,1,1865,4,Male,91,2,2,Manufacturing Director,2,Married,6142,22650,1,Y,No,19,3,4,80,2,6,2,3,6,2,0,3
34,0,Travel_Rarely,492.0,Research & Development,27,3,Medical,1,1256,4,Male,66,2,2,Laboratory Technician,3,Married,5429,25275,4,Y,No,14,3,3,80,0,10,3,3,8,6,7,7
38,0,Travel_Rarely,482.0,Research & Development,2,4,Medical,1,1621,3,Male,48,2,2,Healthcare Representative,2,Single,6077,23687,3,Y,Yes,14,3,2,80,0,10,3,3,6,3,1,2
42,0,Travel_Rarely,1354.0,Research & Development,3,2,Medical,1,1837,3,Male,36,3,2,Manufacturing Director,4,Married,5265,14363,2,Y,No,19,3,1,80,2,11,0,3,5,3,0,2
30,0,Travel_Rarely,773.0,Research & Development,26,3,Other,1,1415,3,Male,44,2,2,Manufacturing Director,4,Married,4695,24162,1,Y,Yes,15,3,2,80,0,10,2,3,8,4,1,7
35,0,Non-Travel,495.0,Research & Development,1,2,Life Sciences,1,1278,3,Male,37,2,3,Manufacturing Director,3,Divorced,9362,17056,2,Y,Yes,11,3,4,80,1,10,3,2,2,2,2,2
41,1,Travel_Rarely,1076.0,Research & Development,4,4,Medical,1,1323,1,Male,39,2,3,Healthcare Representative,1,Divorced,9824,8450,3,Y,Yes,11,3,1,80,3,20,3,3,1,0,0,0
33,0,Travel_Rarely,534.0,Research & Development,2,3,Medical,1,546,2,Male,52,3,2,Healthcare Representative,4,Divorced,5488,12853,1,Y,No,13,3,1,80,2,6,5,3,6,3,1,6
37,0,Travel_Rarely,981.0,Research & Development,1,4,Life Sciences,1,497,3,Male,73,3,3,Manufacturing Director,1,Divorced,10048,23060,6,Y,No,17,3,2,80,1,17,5,3,1,0,0,0
34,0,Travel_Rarely,1396.0,Research & Development,25,3,Medical,1,969,4,Male,42,2,2,Healthcare Representative,1,Divorced,5343,10558,0,Y,No,13,3,1,80,3,14,3,4,13,9,4,9
46,0,Travel_Frequently,381.0,Research & Development,5,2,Life Sciences,1,31,1,Male,83,2,2,Healthcare Representative,4,Married,8926,26959,2,Y,No,13,3,4,80,1,13,5,3,9,7,2,7
24,0,Travel_Rarely,922.0,Research & Development,7,2,Life Sciences,1,1165,1,Male,41,2,1,Laboratory Technician,3,Single,2210,22887,1,Y,No,11,3,1,80,0,1,2,3,1,0,0,0
49,0,Non-Travel,1103.0,Research & Development,1,5,Life Sciences,1,964,3,Male,51,2,3,Healthcare Representative,2,Divorced,7441,20464,1,Y,No,13,3,4,80,1,10,3,2,10,9,7,7
46,1,Travel_Rarely,984.0,Research & Development,1,3,Life Sciences,1,141,4,Male,76,2,2,Manufacturing Director,3,Divorced,7379,6225,2,Y,No,23,4,1,80,1,12,3,1,6,3,1,4
40,0,Travel_Rarely,635.0,Research & Development,1,4,Life Sciences,1,1298,2,Male,84,3,2,Healthcare Representative,4,Divorced,6377,6004,6,Y,No,13,3,3,80,1,15,2,3,12,11,11,8
49,0,Travel_Rarely,1222.0,Research & Development,5,4,Medical,1,721,4,Male,58,1,1,Laboratory Technician,3,Divorced,3211,24252,1,Y,Yes,13,3,1,80,3,10,2,3,9,6,1,4
