Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,1,Travel_Rarely,383,Sales,1,1,Life Sciences,1,55.0,1,Female,48,1,2,Sales Executive,3,Single,6272,16292,1,Y,No,13,3,3,80,0,6,3,3,5,3,0,3
21,0,Non-Travel,1082,Sales,10,4,Life Sciences,1,416.0,3,Male,47,3,1,Sales Representative,2,Married,2174,12888,0,Y,No,13,3,3,80,3,3,4,3,3,2,1,2
36,1,Non-Travel,1146,Sales,3,4,Technical Degree,1,1248.0,4,Female,96,2,2,Sales Executive,2,Married,6652,7739,4,Y,No,14,3,2,80,1,8,3,2,6,3,0,0
32,0,Non-Travel,526,Sales,2,3,Marketing,1,1248.0,2,Female,96,2,2,Sales Executive,2,Single,4539,9931,1,Y,No,13,3,2,80,0,10,4,3,8,0,0,6
46,0,Travel_Frequently,543,Sales,15,3,Marketing,1,1286.0,3,Female,44,3,3,Sales Executive,3,Married,9619,21653,1,Y,No,17,3,3,80,1,9,2,1,9,3,0,8
29,0,Travel_Frequently,1246,Sales,3,3,Life Sciences,1,1459.0,3,Female,100,4,1,Sales Representative,2,Divorced,2856,10022,1,Y,No,11,3,1,80,2,1,3,3,1,0,0,0
50,0,Travel_Frequently,1404,Sales,1,4,Life Sciences,1,1487.0,1,Female,51,3,1,Sales Representative,2,Divorced,2683,10781,1,Y,No,11,3,1,80,2,3,2,2,3,0,0,2
27,0,Travel_Frequently,783,Sales,7,4,Life Sciences,1,902.0,3,Female,33,3,3,Sales Executive,4,Divorced,8726,25258,1,Y,Yes,11,3,2,80,2,9,0,3,9,8,0,8
31,0,Travel_Frequently,1147,Sales,3,5,Marketing,1,1286.0,4,Female,44,3,2,Sales Executive,3,Divorced,8463,22653,0,Y,No,11,3,3,80,0,6,3,3,6,0,0,0
34,0,Travel_Rarely,1158,Sales,2,2,Life Sciences,1,1606.0,4,Male,64,3,2,Sales Executive,2,Married,6538,13312,1,Y,No,17,3,3,80,1,10,0,3,10,4,1,7
32,0,Travel_Rarely,1251,Sales,10,3,Life Sciences,1,1799.0,1,Female,82,3,2,Sales Executive,4,Single,5326,24223,2,Y,No,23,4,3,80,0,9,1,3,5,1,1,2
42,0,Travel_Rarely,959,Sales,12,3,Life Sciences,1,1312.0,1,Female,63,3,2,Sales Executive,3,Married,5455,6645,1,Y,No,14,3,1,80,1,8,2,3,8,7,7,7
32,1,Travel_Rarely,1204,Sales,14,2,Technical Degree,1,1035.0,4,Male,99,3,2,Sales Executive,2,Married,6524,11825,1,Y,Yes,18,3,4,80,1,10,3,3,10,0,5,7
41,1,Travel_Rarely,878,Sales,10,4,Life Sciences,1,548.0,2,Male,43,1,2,Sales Executive,4,Married,9355,13583,1,Y,No,13,3,3,80,3,8,2,3,8,7,7,7
35,0,Non-Travel,400,Sales,26,3,Marketing,1,22.0,3,Male,96,4,3,Sales Executive,4,Single,10306,25166,4,Y,No,15,3,2,80,0,15,2,2,11,9,6,7
30,0,Non-Travel,1035,Sales,7,2,Life Sciences,1,1099.0,2,Male,95,2,2,Sales Executive,1,Single,4131,10950,1,Y,Yes,13,3,2,80,0,11,3,3,8,1,1,7
56,0,Non-Travel,977,Research & Development,10,4,Medical,1,631.0,4,Male,60,4,5,Manager,3,Married,19717,22573,2,Y,No,12,3,4,80,1,36,4,2,7,3,7,7
31,1,Travel_Rarely,874,Research & Development,18,4,Medical,1,225.0,3,Male,39,2,1,Research Scientist,1,Married,2501,13352,1,Y,No,17,3,3,80,2,1,5,2,1,0,1,1
38,0,Travel_Rarely,603,Research & Development,3,3,Medical,1,1411.0,2,Female,94,3,1,Research Scientist,3,Married,2828,23070,1,Y,Yes,13,3,1,80,0,7,2,3,8,7,5,0
35,0,Travel_Rarely,1136,Research & Development,1,3,Medical,1,1825.0,2,Female,81,3,1,Research Scientist,3,Married,2559,13551,0,Y,No,20,4,4,80,1,6,3,4,5,4,0,3
21,0,Non-Travel,146,Research & Development,1,3,Medical,1,487.0,1,Female,30,3,1,Research Scientist,3,Married,3977,4009,1,Y,Yes,14,3,3,80,0,3,2,4,2,2,2,2
35,0,Travel_Rarely,413,Research & Development,3,3,Medical,1,1499.0,3,Male,46,3,1,Research Scientist,3,Married,2703,21016,1,Y,Yes,12,3,1,80,2,6,2,3,6,4,0,4
33,1,Travel_Rarely,527,Research & Development,28,4,Other,1,298.0,4,Male,75,3,1,Research Scientist,4,Married,2686,22949,1,Y,Yes,13,3,3,80,1,10,5,2,10,8,7,7
29,0,Travel_Rarely,607,Research & Development,24,3,Life Sciences,1,319.0,4,Male,58,3,1,Research Scientist,4,Single,2451,8040,6,Y,Yes,24,4,4,80,0,5,3,3,1,0,1,0
45,1,Travel_Rarely,251,Research & Development,2,3,Life Sciences,1,1600.0,1,Male,87,3,5,Manager,4,Married,18061,19737,3,Y,No,12,3,1,80,1,22,3,1,0,0,0,0
29,1,Travel_Rarely,575,Research & Development,2,3,Technical Degree,1,1419.0,1,Male,51,2,1,Research Scientist,1,Married,2109,3809,1,Y,No,22,4,1,80,1,1,3,3,1,0,0,0
28,0,Travel_Rarely,1292,Research & Development,23,3,Medical,1,1607.0,1,Male,35,4,1,Research Scientist,4,Married,3310,9696,1,Y,No,12,3,4,80,1,5,4,2,5,3,0,2
34,0,Travel_Rarely,412,Research & Development,3,2,Medical,1,548.0,3,Female,43,1,1,Research Scientist,4,Married,2904,19609,1,Y,Yes,11,3,3,80,0,5,2,3,5,2,1,3
32,0,Travel_Rarely,538,Research & Development,10,3,Medical,1,1317.0,1,Male,43,3,1,Laboratory Technician,1,Married,2720,4010,0,Y,No,14,3,2,80,1,6,1,3,5,3,1,3
23,0,Travel_Rarely,157,Research & Development,2,3,Medical,1,1725.0,3,Female,91,3,2,Laboratory Technician,1,Divorced,2272,19682,0,Y,No,13,3,2,80,1,5,2,2,4,3,1,2
51,1,Travel_Frequently,1259,Research & Development,4,3,Life Sciences,1,179.0,4,Female,53,1,4,Manager,4,Single,14026,12862,1,Y,No,13,3,4,80,0,33,2,3,33,9,0,10
33,0,Travel_Frequently,408,Research & Development,11,2,Life Sciences,1,141.0,2,Female,73,3,1,Research Scientist,2,Married,3376,5860,1,Y,No,14,3,1,80,0,10,3,3,5,3,1,4
55,0,Travel_Frequently,1018,Research & Development,29,4,Technical Degree,1,1459.0,3,Male,100,4,1,Research Scientist,2,Married,2662,3420,8,Y,No,11,3,1,80,1,19,2,3,5,4,0,2
50,0,Travel_Frequently,1195,Research & Development,2,4,Other,1,271.0,2,Male,63,3,4,Research Director,3,Single,17639,13384,4,Y,No,11,3,2,80,0,30,5,3,4,3,0,3
47,0,Travel_Frequently,1369,Research & Development,1,3,Life Sciences,1,1459.0,1,Male,100,4,5,Research Director,2,Single,18265,2721,2,Y,Yes,18,3,1,80,0,25,2,3,1,0,0,0
31,0,Travel_Frequently,819,Research & Development,28,3,Life Sciences,1,1242.0,3,Female,60,3,1,Research Scientist,1,Single,2372,4585,0,Y,No,22,4,3,80,0,3,2,4,2,2,2,2
29,0,Travel_Frequently,300,Research & Development,3,1,Life Sciences,1,1286.0,4,Male,44,3,1,Research Scientist,3,Single,3291,4223,0,Y,No,15,3,3,80,0,8,2,3,7,5,1,7
46,0,Travel_Frequently,316,Research & Development,27,4,Medical,1,179.0,2,Male,53,1,5,Research Director,4,Single,19081,16577,9,Y,No,13,3,4,80,0,26,2,2,4,2,0,3
42,0,Travel_Frequently,310,Research & Development,1,2,Medical,1,1412.0,1,Male,60,3,1,Laboratory Technician,4,Single,2766,7677,6,Y,No,19,3,3,80,0,7,5,3,5,3,0,2
29,0,Travel_Frequently,977,Research & Development,1,2,Life Sciences,1,286.0,4,Male,73,3,1,Research Scientist,4,Single,2216,20925,7,Y,No,23,4,1,80,0,10,3,2,7,7,3,7
35,0,Travel_Frequently,170,Research & Development,1,4,Life Sciences,1,124.0,2,Male,40,2,1,Laboratory Technician,1,Married,1093,15998,1,Y,No,13,3,3,80,1,1,2,3,1,1,0,0
54,0,Travel_Frequently,1332,Research & Development,4,4,Life Sciences,1,1410.0,3,Female,87,3,3,Research Director,4,Single,13549,10778,5,Y,No,12,3,1,80,0,16,3,2,4,3,0,3
37,0,Travel_Rarely,1302,Research & Development,3,2,Medical,1,901.0,4,Female,72,3,2,Manufacturing Director,4,Single,5993,18420,1,Y,No,11,3,3,80,0,7,6,3,7,5,0,7
46,0,Travel_Rarely,1122,Research & Development,10,3,Medical,1,1892.0,3,Female,98,3,1,Laboratory Technician,1,Single,2670,5915,3,Y,Yes,14,3,1,80,0,12,0,2,1,0,0,0
19,0,Travel_Rarely,1291,Human Resources,5,3,Human Resources,1,1469.0,3,Female,84,3,1,Human Resources,1,Single,2564,15318,1,Y,No,16,3,4,80,0,1,5,3,1,0,0,0
38,0,Travel_Rarely,996,Research & Development,8,4,Life Sciences,1,1898.0,3,Female,89,4,1,Research Scientist,3,Single,4204,22128,1,Y,No,11,3,2,80,0,4,3,3,4,2,3,2
42,0,Travel_Rarely,548,Research & Development,6,3,Life Sciences,1,625.0,3,Female,91,3,1,Laboratory Technician,1,Married,3968,9150,3,Y,No,11,3,2,80,2,8,4,3,0,0,0,0
50,1,Non-Travel,504,Research & Development,9,2,Medical,1,275.0,1,Female,92,3,4,Manager,4,Single,17046,7172,2,Y,Yes,15,3,1,80,0,28,2,4,26,10,15,7
29,0,Travel_Rarely,1059,Research & Development,25,3,Medical,1,161.0,4,Female,72,3,1,Research Scientist,2,Single,2109,3449,1,Y,No,11,3,1,80,0,1,0,3,1,0,0,0
19,0,Travel_Rarely,802,Research & Development,10,1,Medical,1,766.0,2,Female,83,3,1,Research Scientist,2,Married,1481,25198,1,Y,No,12,3,4,80,2,1,3,3,1,0,0,0
22,1,Travel_Rarely,693,Research & Development,4,3,Medical,1,1439.0,1,Male,68,2,1,Research Scientist,1,Single,2853,8863,0,Y,No,17,3,1,80,0,1,2,3,0,0,0,0
50,0,Travel_Rarely,490,Research & Development,5,3,Life Sciences,1,378.0,4,Male,98,3,5,Manager,4,Single,18606,20293,3,Y,No,11,3,2,80,0,26,5,2,7,1,4,7
45,1,Travel_Rarely,234,Research & Development,20,3,Technical Degree,1,1152.0,3,Male,37,4,1,Research Scientist,3,Single,2132,19863,2,Y,No,16,3,4,80,0,8,3,2,5,4,0,3
22,0,Travel_Rarely,921,Research & Development,1,2,Life Sciences,1,248.0,3,Male,70,3,1,Research Scientist,2,Married,2328,6615,1,Y,Yes,11,3,4,80,1,4,3,3,4,2,2,2
41,0,Travel_Rarely,1385,Research & Development,2,5,Medical,1,1607.0,3,Male,35,4,2,Manufacturing Director,4,Married,5003,14222,5,Y,Yes,13,3,4,80,1,8,4,3,2,2,2,1
49,0,Travel_Rarely,489,Research & Development,7,4,Life Sciences,1,1602.0,2,Female,56,4,2,Manufacturing Director,1,Married,6804,12023,1,Y,No,13,3,2,80,2,7,3,4,7,7,1,7
41,0,Travel_Rarely,538,Research & Development,20,2,Other,1,625.0,1,Male,91,3,4,Manufacturing Director,1,Single,13570,18203,0,Y,No,13,3,2,80,0,21,4,3,20,7,0,10
48,0,Non-Travel,310,Research & Development,2,3,Medical,1,1449.0,1,Female,81,3,5,Research Director,3,Single,18265,10557,5,Y,No,18,3,3,80,0,25,3,3,1,0,0,0
31,0,Non-Travel,598,Research & Development,1,4,Life Sciences,1,374.0,3,Female,62,3,3,Manager,1,Married,11557,9060,2,Y,No,21,4,2,80,1,10,3,2,5,4,0,1
38,0,Travel_Rarely,248,Research & Development,26,3,Medical,1,1892.0,4,Female,98,3,2,Research Scientist,1,Married,4329,14864,4,Y,Yes,16,3,1,80,0,17,3,3,13,11,1,9
34,0,Travel_Rarely,1181,Research & Development,25,3,Medical,1,1152.0,2,Female,72,3,2,Research Scientist,3,Single,5747,13035,1,Y,No,12,3,1,80,0,16,6,3,15,10,6,11
36,0,Travel_Rarely,1462,Research & Development,27,4,Medical,1,1478.0,1,Female,81,1,2,Manufacturing Director,1,Single,6444,17852,2,Y,No,20,4,4,80,0,9,4,3,3,2,0,1
38,1,Travel_Rarely,654,Research & Development,9,4,Life Sciences,1,1782.0,1,Female,90,3,2,Manufacturing Director,1,Married,6553,17205,6,Y,Yes,18,3,1,80,1,14,3,3,1,0,0,0
35,0,Travel_Rarely,685,Research & Development,7,3,Life Sciences,1,620.0,4,Female,80,3,3,Manufacturing Director,3,Single,8858,2261,1,Y,No,13,3,4,80,0,15,3,3,14,10,10,1
42,0,Travel_Rarely,1325,Research & Development,8,4,Life Sciences,1,1249.0,4,Female,97,3,1,Laboratory Technician,4,Married,2576,17747,7,Y,No,13,3,1,80,1,8,3,3,5,3,1,4
32,0,Travel_Rarely,160,Research & Development,12,3,Technical Degree,1,1152.0,3,Male,37,4,2,Manufacturing Director,3,Married,9679,7693,2,Y,No,18,3,4,80,1,8,2,1,1,0,0,0
31,0,Travel_Rarely,581,Research & Development,10,2,Life Sciences,1,2060.0,4,Male,30,2,2,Manufacturing Director,3,Married,5238,4223,6,Y,No,20,4,4,80,1,9,1,4,5,4,1,4
42,0,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,622.0,4,Male,66,1,2,Manufacturing Director,4,Married,6553,12287,5,Y,No,13,3,2,80,3,14,6,3,1,0,0,0
60,0,Travel_Rarely,1396,Research & Development,19,4,Medical,1,620.0,3,Male,46,3,3,Healthcare Representative,3,Married,10322,8758,6,Y,No,12,3,4,80,1,14,1,4,1,1,1,0
54,0,Travel_Rarely,950,Research & Development,2,1,Technical Degree,1,75.0,3,Male,33,3,3,Manufacturing Director,1,Single,10739,24052,2,Y,No,12,3,3,80,0,22,2,4,10,7,0,8
55,0,Travel_Rarely,589,Research & Development,4,3,Life Sciences,1,550.0,2,Male,87,3,3,Manufacturing Director,3,Married,7898,17477,1,Y,No,15,3,3,80,0,11,1,3,10,8,0,7
56,0,Travel_Rarely,1416,Research & Development,2,4,Technical Degree,1,630.0,1,Male,78,3,5,Manager,1,Married,19717,12982,4,Y,No,14,3,2,80,1,36,4,3,7,3,7,7
34,0,Travel_Rarely,194,Research & Development,6,3,Medical,1,574.0,4,Male,65,3,1,Research Scientist,4,Married,2293,19368,2,Y,Yes,19,3,3,80,1,6,2,3,3,2,0,2
43,0,Travel_Rarely,573,Research & Development,12,2,Other,1,1033.0,2,Male,61,1,2,Research Scientist,2,Married,4081,4284,1,Y,Yes,11,3,1,80,1,20,2,3,20,7,1,8
46,0,Travel_Rarely,146,Research & Development,9,3,Medical,1,605.0,1,Male,56,3,3,Manufacturing Director,1,Single,8376,13934,2,Y,Yes,23,4,4,80,0,9,2,4,1,0,0,0
25,0,Travel_Rarely,302,Research & Development,1,3,Medical,1,1154.0,2,Male,79,4,1,Laboratory Technician,3,Married,2377,21089,6,Y,No,18,3,4,80,1,1,3,3,1,1,0,0
44,0,Travel_Rarely,853,Research & Development,1,3,Medical,1,1522.0,2,Male,100,2,1,Research Scientist,1,Single,3432,4060,5,Y,Yes,12,3,3,80,0,6,3,2,4,3,1,2
26,0,Travel_Rarely,362,Research & Development,2,3,Technical Degree,1,1411.0,3,Male,94,3,1,Research Scientist,3,Married,3904,21030,0,Y,No,15,3,1,80,0,5,5,2,4,3,1,1
31,0,Travel_Rarely,168,Research & Development,8,3,Life Sciences,1,288.0,3,Male,97,3,1,Research Scientist,1,Single,1261,8841,1,Y,Yes,18,3,3,80,0,1,0,3,1,0,0,0
22,0,Travel_Rarely,182,Research & Development,19,1,Life Sciences,1,1479.0,2,Female,96,3,1,Research Scientist,3,Single,2657,22534,0,Y,No,11,3,3,80,0,3,3,3,2,1,2,1
43,1,Travel_Rarely,1294,Research & Development,19,3,Medical,1,1515.0,3,Female,69,3,5,Research Director,3,Single,19740,22670,3,Y,Yes,13,3,1,80,0,25,2,3,8,7,0,7
37,0,Travel_Rarely,607,Research & Development,1,3,Medical,1,621.0,3,Female,74,4,2,Healthcare Representative,4,Married,5163,12930,2,Y,No,13,3,4,80,1,17,5,3,1,0,0,0
30,0,Travel_Rarely,438,Research & Development,3,1,Technical Degree,1,932.0,1,Female,70,3,1,Laboratory Technician,1,Married,2693,17519,1,Y,No,14,3,4,80,1,1,0,2,1,0,0,0
38,0,Travel_Rarely,905,Research & Development,23,2,Technical Degree,1,1599.0,3,Female,87,4,1,Research Scientist,2,Married,3058,16002,1,Y,No,12,3,3,80,1,7,2,2,6,2,1,2
33,0,Travel_Rarely,1370,Research & Development,3,3,Other,1,1515.0,2,Female,69,3,1,Laboratory Technician,3,Married,2436,26308,7,Y,Yes,25,4,1,80,1,8,2,3,5,4,0,4
34,0,Travel_Rarely,852,Research & Development,22,2,Life Sciences,1,1457.0,4,Male,52,3,1,Laboratory Technician,4,Married,1392,21057,6,Y,Yes,13,3,1,80,1,1,2,2,1,0,0,0
32,0,Travel_Rarely,1383,Human Resources,25,3,Human Resources,1,1447.0,4,Female,86,2,1,Human Resources,2,Single,2180,13035,9,Y,No,23,4,1,80,0,6,3,3,4,3,0,3
28,0,Travel_Rarely,1091,Research & Development,23,1,Life Sciences,1,1256.0,4,Female,85,2,1,Laboratory Technician,3,Married,2210,11533,1,Y,No,20,4,3,80,1,1,3,3,1,1,0,0
31,0,Travel_Rarely,1091,Research & Development,26,3,Technical Degree,1,298.0,3,Female,75,3,1,Laboratory Technician,4,Married,3477,13871,1,Y,Yes,11,3,3,80,1,6,2,3,5,2,0,3
37,0,Travel_Rarely,167,Research & Development,16,3,Life Sciences,1,2013.0,2,Female,68,2,3,Manufacturing Director,2,Married,10048,10092,6,Y,Yes,11,3,2,80,1,17,2,3,1,0,0,0
44,0,Travel_Rarely,1403,Research & Development,1,3,Life Sciences,1,1439.0,4,Female,68,2,1,Laboratory Technician,1,Married,4161,15701,6,Y,No,14,3,1,80,0,19,5,3,1,0,0,0
25,0,Travel_Rarely,881,Research & Development,8,4,Life Sciences,1,1859.0,1,Female,93,1,1,Laboratory Technician,3,Married,3229,17802,6,Y,No,13,3,4,80,1,7,2,3,3,2,0,2
43,0,Travel_Rarely,711,Research & Development,10,3,Life Sciences,1,374.0,2,Female,81,3,2,Research Scientist,1,Married,4081,16616,1,Y,No,23,4,3,80,1,20,3,3,20,7,1,8
25,0,Travel_Rarely,981,Research & Development,29,4,Life Sciences,1,2018.0,3,Male,63,2,1,Laboratory Technician,4,Single,2341,9558,1,Y,No,13,3,3,80,0,1,2,3,1,0,1,0
37,0,Travel_Rarely,311,Research & Development,25,3,Life Sciences,1,1238.0,1,Male,60,3,2,Laboratory Technician,4,Married,5914,24152,2,Y,No,14,3,2,80,1,16,2,1,13,11,6,7
34,0,Travel_Rarely,1142,Research & Development,25,1,Medical,1,90.0,3,Male,40,3,2,Healthcare Representative,1,Single,7756,24152,0,Y,Yes,22,4,1,80,0,7,3,3,6,4,0,2
34,0,Travel_Rarely,219,Research & Development,23,2,Life Sciences,1,931.0,4,Male,50,2,2,Manufacturing Director,3,Single,9547,25043,1,Y,No,14,3,2,80,0,10,3,3,10,7,1,9
40,0,Non-Travel,1084,Research & Development,2,3,Technical Degree,1,275.0,4,Female,92,3,2,Manufacturing Director,4,Single,7779,23826,8,Y,No,12,3,1,80,0,9,2,1,5,4,1,2
29,0,Non-Travel,1296,Research & Development,6,3,Technical Degree,1,1241.0,3,Female,84,3,3,Healthcare Representative,4,Married,7553,19783,5,Y,No,17,3,4,80,1,9,0,3,8,7,7,7
54,0,Travel_Rarely,829,Research & Development,4,3,Life Sciences,1,77.0,3,Male,51,2,3,Manufacturing Director,3,Single,10502,8544,7,Y,No,13,3,3,80,0,33,4,3,5,4,1,4
47,0,Travel_Rarely,1089,Research & Development,5,2,Life Sciences,1,152.0,3,Male,77,3,3,Healthcare Representative,1,Married,9991,5561,3,Y,No,14,3,1,80,0,9,6,3,7,7,1,7
46,0,Travel_Rarely,881,Research & Development,1,3,Life Sciences,1,2064.0,1,Male,87,4,3,Healthcare Representative,2,Married,10673,3339,1,Y,No,14,3,2,80,1,21,5,3,10,9,9,5
39,0,Travel_Rarely,429,Research & Development,1,1,Life Sciences,1,417.0,3,Male,48,4,3,Manufacturing Director,4,Single,10880,24532,1,Y,Yes,20,4,1,80,0,21,1,3,21,6,7,6
40,0,Travel_Rarely,819,Research & Development,16,3,Life Sciences,1,1455.0,2,Male,68,2,2,Healthcare Representative,1,Single,4448,2122,4,Y,No,12,3,1,80,0,15,2,3,7,3,3,7
39,0,Travel_Rarely,1099,Research & Development,2,3,Technical Degree,1,1152.0,2,Female,37,4,2,Healthcare Representative,3,Single,5244,8935,6,Y,No,18,3,4,80,0,13,3,3,5,2,0,3
31,0,Travel_Rarely,933,Research & Development,20,4,Technical Degree,1,1417.0,4,Female,100,4,2,Healthcare Representative,1,Single,6811,24406,1,Y,Yes,12,3,4,80,0,10,2,3,10,8,0,6
50,0,Travel_Rarely,691,Sales,1,5,Marketing,1,223.0,4,Female,83,4,5,Manager,4,Single,19331,6039,3,Y,No,12,3,2,80,0,27,2,3,1,0,0,0
29,0,Travel_Rarely,775,Sales,17,3,Medical,1,851.0,1,Male,66,3,2,Sales Executive,3,Single,6931,18779,4,Y,No,16,3,3,80,0,10,3,3,3,2,0,2
58,1,Travel_Rarely,156,Sales,3,3,Life Sciences,1,1301.0,3,Female,84,3,4,Manager,1,Married,17875,22653,4,Y,No,18,3,2,80,1,29,5,3,1,0,0,0
26,0,Travel_Rarely,635,Sales,29,1,Medical,1,1031.0,2,Male,52,3,2,Sales Executive,3,Married,4950,13192,1,Y,No,14,3,4,80,0,5,5,2,4,3,1,1
27,0,Travel_Rarely,164,Sales,10,2,Medical,1,1607.0,2,Female,35,4,2,Sales Executive,4,Married,9981,22495,1,Y,No,11,3,4,80,0,7,6,3,7,7,0,7
53,1,Travel_Rarely,641,Sales,23,2,Technical Degree,1,14.0,1,Female,84,4,5,Manager,2,Divorced,18606,23286,3,Y,Yes,12,3,3,80,1,26,3,4,7,7,4,7
31,0,Travel_Rarely,829,Sales,2,1,Marketing,1,985.0,3,Female,41,4,3,Sales Executive,3,Single,9610,22021,3,Y,No,15,3,4,80,0,10,2,3,4,2,0,2
48,1,Non-Travel,1168,Sales,2,3,Life Sciences,1,1037.0,1,Female,55,1,1,Sales Representative,3,Divorced,2655,19715,7,Y,Yes,13,3,2,80,1,19,2,2,9,7,7,7
35,0,Travel_Rarely,218,Sales,1,3,Technical Degree,1,1433.0,2,Female,34,2,2,Sales Executive,2,Married,5440,20989,5,Y,No,14,3,3,80,1,7,4,2,2,2,2,2
25,0,Travel_Rarely,1225,Sales,1,2,Life Sciences,1,1152.0,1,Female,37,4,2,Sales Executive,3,Single,4487,23522,1,Y,No,23,4,4,80,0,5,2,2,5,4,1,3
59,0,Travel_Rarely,1356,Sales,7,2,Life Sciences,1,374.0,3,Female,81,3,2,Sales Executive,1,Single,5473,7791,7,Y,No,18,3,3,80,0,20,2,3,4,3,1,3
40,0,Travel_Rarely,750,Sales,8,2,Technical Degree,1,1785.0,2,Female,58,3,2,Sales Executive,4,Married,5715,24008,7,Y,No,14,3,3,80,1,8,4,2,5,3,0,3
40,0,Travel_Rarely,536,Sales,4,4,Marketing,1,248.0,4,Female,70,3,3,Sales Executive,2,Married,10475,6595,5,Y,Yes,13,3,4,80,3,20,2,3,18,13,1,12
34,0,Travel_Rarely,727,Sales,2,2,Life Sciences,1,1878.0,4,Male,75,3,1,Sales Representative,2,Married,2308,7259,0,Y,No,18,3,1,80,0,12,6,3,11,10,5,7
27,1,Non-Travel,920,Human Resources,7,2,Medical,1,1243.0,4,Male,78,2,1,Human Resources,4,Divorced,2863,20100,1,Y,Yes,18,3,2,80,3,1,2,3,1,0,0,0
36,0,Travel_Rarely,575,Research & Development,27,3,Medical,1,266.0,4,Male,98,3,1,Research Scientist,1,Divorced,4680,16575,4,Y,Yes,11,3,3,80,1,4,2,3,1,0,0,0
20,0,Travel_Rarely,1108,Research & Development,4,2,Medical,1,378.0,3,Male,98,3,1,Research Scientist,4,Divorced,1274,9946,1,Y,No,13,3,2,80,1,1,6,2,1,0,1,0
47,0,Travel_Rarely,686,Research & Development,7,4,Life Sciences,1,1857.0,3,Male,82,3,3,Manager,4,Divorced,11849,4349,1,Y,No,12,3,3,80,1,10,3,3,10,7,9,9
33,0,Travel_Rarely,1354,Research & Development,1,3,Medical,1,1602.0,3,Male,56,4,1,Research Scientist,1,Single,2781,9571,0,Y,No,13,3,2,80,0,15,2,3,15,10,4,10
33,0,Travel_Rarely,440,Research & Development,24,3,Medical,1,630.0,3,Male,78,3,1,Research Scientist,1,Married,2781,24447,0,Y,No,13,3,2,80,1,15,4,3,14,10,4,10
30,0,Travel_Rarely,430,Research & Development,28,2,Medical,1,1249.0,4,Male,97,3,1,Research Scientist,4,Married,2632,22074,1,Y,No,14,3,1,80,0,5,5,3,5,4,0,4
53,0,Travel_Rarely,1082,Research & Development,2,4,Medical,1,104.0,4,Male,36,3,2,Research Scientist,2,Married,5974,20978,8,Y,No,19,3,1,80,2,13,2,3,8,3,4,6
53,0,Travel_Rarely,243,Research & Development,14,3,Other,1,417.0,4,Male,48,4,5,Manager,4,Single,19094,14377,4,Y,No,14,3,1,80,0,26,3,2,14,13,3,8
26,0,Travel_Rarely,528,Human Resources,18,4,Technical Degree,1,942.0,3,Male,51,3,1,Human Resources,4,Married,2942,26312,1,Y,No,20,4,4,80,1,8,5,1,8,7,5,7
52,0,Travel_Rarely,783,Research & Development,1,4,Other,1,1055.0,4,Male,87,3,2,Research Scientist,3,Single,5577,14115,2,Y,Yes,18,3,4,80,0,18,2,3,10,9,6,9
21,0,Travel_Rarely,889,Research & Development,23,3,Medical,1,940.0,2,Female,37,2,1,Research Scientist,2,Married,2904,22154,1,Y,Yes,11,3,4,80,0,4,4,2,4,2,2,2
52,0,Travel_Rarely,574,Research & Development,1,3,Life Sciences,1,603.0,1,Female,54,3,5,Manager,4,Married,19999,21972,2,Y,No,11,3,3,80,0,33,3,3,40,5,4,6
38,0,Travel_Rarely,1309,Research & Development,2,4,Medical,1,271.0,3,Female,88,3,1,Laboratory Technician,3,Single,3692,5626,1,Y,No,15,3,2,80,0,1,1,2,1,0,0,0
22,0,Travel_Rarely,849,Research & Development,6,3,Other,1,1311.0,1,Female,48,2,1,Laboratory Technician,4,Single,2935,2351,0,Y,No,15,3,1,80,0,1,2,3,1,0,0,1
34,0,Travel_Rarely,559,Research & Development,2,3,Life Sciences,1,1607.0,3,Female,35,4,1,Research Scientist,4,Single,3298,7389,0,Y,No,11,3,4,80,0,7,2,4,6,4,0,2
50,0,Non-Travel,364,Research & Development,4,3,Medical,1,1839.0,2,Female,33,3,5,Research Director,3,Single,19331,20364,5,Y,No,16,3,3,80,0,27,1,3,1,1,0,0
27,0,Travel_Rarely,1312,Research & Development,7,2,Technical Degree,1,1536.0,4,Female,87,3,1,Research Scientist,1,Married,2326,7791,1,Y,No,12,3,4,80,2,5,3,3,4,3,0,2
36,0,Travel_Rarely,832,Research & Development,11,4,Life Sciences,1,463.0,3,Female,39,2,1,Research Scientist,2,Single,3419,24439,5,Y,No,13,3,1,80,0,6,5,2,1,1,0,0
26,0,Travel_Rarely,691,Research & Development,6,3,Life Sciences,1,1706.0,3,Female,73,3,1,Research Scientist,4,Single,3102,2819,0,Y,Yes,22,4,1,80,0,7,2,3,6,4,0,4
