age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
39,management,divorced,tertiary,no,1388.0,yes,no,cellular,18,may,957,2,-1,0,unknown,1
29,self-employed,single,secondary,yes,313.0,yes,no,cellular,17,apr,124,1,224,4,failure,0
64,self-employed,divorced,tertiary,no,184.0,no,no,cellular,27,may,106,5,173,2,failure,0
24,student,single,primary,no,250.0,no,no,cellular,17,apr,198,1,-1,0,unknown,1
60,retired,married,tertiary,no,5044.0,no,no,cellular,29,oct,277,2,311,3,failure,1
22,student,single,secondary,no,171.0,no,no,cellular,4,may,198,2,88,6,success,1
25,student,single,unknown,no,1612.0,no,no,cellular,15,jul,359,2,59,3,success,1
54,management,married,unknown,no,23.0,no,no,unknown,19,jun,26,1,-1,0,unknown,0
63,unknown,married,secondary,no,215.0,no,no,cellular,23,oct,554,1,157,3,success,1
25,admin.,single,secondary,no,739.0,no,no,cellular,13,oct,761,1,371,1,failure,0
60,management,married,tertiary,no,0.0,no,no,unknown,9,may,178,1,-1,0,unknown,0
38,management,single,tertiary,no,5.0,no,no,cellular,8,aug,323,3,-1,0,unknown,0
59,blue-collar,married,primary,no,1106.0,no,no,cellular,18,jul,78,2,-1,0,unknown,0
45,management,married,tertiary,no,9949.0,yes,no,cellular,21,nov,172,3,85,2,failure,0
44,management,married,secondary,no,387.0,yes,no,cellular,17,apr,345,2,307,8,other,0
48,blue-collar,married,primary,no,4994.0,yes,no,cellular,13,may,68,1,370,6,failure,0
34,management,single,tertiary,no,596.0,yes,no,cellular,19,nov,286,3,367,2,failure,0
39,management,single,tertiary,no,261.0,no,no,cellular,29,aug,105,2,-1,0,unknown,0
64,unknown,married,unknown,no,293.0,no,no,cellular,16,nov,267,1,176,2,other,1
57,retired,married,secondary,no,462.0,no,no,cellular,13,mar,187,3,-1,0,unknown,1
76,retired,married,tertiary,no,805.0,no,no,cellular,22,may,396,2,-1,0,unknown,1
44,services,married,tertiary,no,369.0,no,no,cellular,25,jul,396,2,-1,0,unknown,0
33,student,single,tertiary,no,0.0,yes,no,cellular,21,nov,608,1,-1,0,unknown,0
49,management,married,primary,no,597.0,no,no,cellular,18,nov,99,1,-1,0,unknown,0
42,management,married,tertiary,no,808.0,no,no,cellular,11,feb,337,3,189,2,other,1
23,student,single,tertiary,no,882.0,no,no,cellular,18,nov,998,2,-1,0,unknown,1
32,management,married,tertiary,no,483.0,no,no,cellular,9,jun,138,1,91,3,success,1
40,management,married,tertiary,no,853.0,no,no,cellular,28,jun,563,5,-1,0,unknown,1
48,admin.,married,secondary,no,644.0,yes,no,cellular,15,apr,82,1,344,2,failure,0
31,services,single,secondary,no,168.0,no,no,cellular,8,apr,808,2,-1,0,unknown,1
39,management,single,tertiary,no,678.0,no,no,cellular,9,dec,716,2,-1,0,unknown,1
35,services,single,secondary,no,556.0,yes,no,cellular,20,nov,49,1,133,4,other,0
47,admin.,married,secondary,no,796.0,yes,no,cellular,8,apr,247,3,13,3,failure,1
34,management,single,tertiary,no,1320.0,no,no,cellular,9,jun,406,2,-1,0,unknown,1
34,blue-collar,married,primary,no,821.0,yes,no,cellular,6,may,13,5,98,1,failure,0
32,unemployed,single,secondary,no,409.0,no,no,cellular,2,nov,123,1,276,1,failure,1
52,admin.,married,secondary,no,1286.0,yes,no,cellular,29,oct,516,3,90,3,failure,1
46,management,married,secondary,no,173.0,yes,no,cellular,18,jul,397,2,-1,0,unknown,0
44,services,single,secondary,no,1314.0,yes,no,cellular,21,nov,819,4,84,2,failure,1
51,blue-collar,married,primary,no,307.0,no,no,telephone,24,jul,92,2,-1,0,unknown,0
64,entrepreneur,married,primary,no,1170.0,no,no,unknown,17,jun,109,1,-1,0,unknown,0
32,management,married,tertiary,no,98.0,yes,no,cellular,19,aug,151,1,-1,0,unknown,0
57,blue-collar,married,primary,no,6138.0,no,no,telephone,14,jun,206,5,237,2,failure,0
60,services,married,unknown,no,175.0,no,yes,unknown,5,jun,720,6,-1,0,unknown,1
43,management,married,tertiary,no,0.0,yes,no,unknown,28,may,30,1,-1,0,unknown,0
44,blue-collar,married,secondary,no,191.0,yes,no,cellular,8,may,405,2,350,3,failure,1
33,blue-collar,single,secondary,no,604.0,no,no,cellular,10,nov,211,1,94,2,failure,1
35,management,single,tertiary,no,0.0,no,no,cellular,4,aug,835,1,-1,0,unknown,1
40,blue-collar,married,primary,no,128.0,yes,no,unknown,12,may,240,6,-1,0,unknown,0
36,management,single,tertiary,no,935.0,no,no,cellular,28,aug,879,8,-1,0,unknown,1
32,management,married,tertiary,no,3676.0,no,no,cellular,18,feb,210,1,-1,0,unknown,1
49,housemaid,single,primary,no,273.0,yes,yes,unknown,16,may,57,2,-1,0,unknown,0
33,housemaid,single,tertiary,no,11232.0,no,no,cellular,27,feb,439,1,-1,0,unknown,1
48,management,married,tertiary,no,495.0,no,no,cellular,18,nov,316,1,-1,0,unknown,1
27,student,single,secondary,no,1754.0,no,no,cellular,14,apr,750,1,-1,0,unknown,1
29,services,married,secondary,no,833.0,yes,no,cellular,6,may,76,1,-1,0,unknown,1
39,management,married,tertiary,no,874.0,no,no,cellular,22,aug,133,3,-1,0,unknown,0
59,technician,married,primary,no,871.0,no,no,cellular,30,apr,239,3,-1,0,unknown,1
48,management,married,tertiary,no,755.0,no,no,cellular,11,aug,52,1,-1,0,unknown,0
45,blue-collar,married,primary,no,2580.0,yes,no,cellular,15,may,580,1,176,1,failure,1
37,management,single,tertiary,no,100.0,no,no,cellular,6,feb,225,2,-1,0,unknown,1
33,admin.,single,tertiary,no,-50.0,yes,no,cellular,19,oct,546,3,-1,0,unknown,1
48,management,married,tertiary,no,250.0,no,no,cellular,6,feb,177,2,-1,0,unknown,0
49,management,married,tertiary,no,427.0,no,no,cellular,8,aug,100,3,-1,0,unknown,0
37,management,married,unknown,no,1492.0,no,no,cellular,9,nov,356,3,97,2,success,1
51,blue-collar,married,primary,no,113.0,yes,no,cellular,5,may,59,1,-1,0,unknown,0
36,management,married,unknown,no,2352.0,no,no,cellular,30,apr,141,1,-1,0,unknown,0
31,management,married,tertiary,no,247.0,no,no,unknown,20,jun,115,1,-1,0,unknown,0
58,blue-collar,single,primary,no,2227.0,no,no,unknown,17,jun,34,1,-1,0,unknown,0
45,services,married,secondary,no,-155.0,yes,no,cellular,14,may,273,3,-1,0,unknown,0
53,technician,single,tertiary,no,2166.0,yes,no,cellular,20,oct,417,1,46,1,failure,0
40,blue-collar,single,primary,no,-197.0,yes,no,unknown,21,may,165,2,-1,0,unknown,0
34,management,single,secondary,no,56.0,yes,no,cellular,28,jan,130,2,-1,0,unknown,0
60,retired,divorced,unknown,no,728.0,no,no,cellular,7,aug,784,9,-1,0,unknown,1
51,blue-collar,married,secondary,no,0.0,yes,no,cellular,11,jul,214,2,-1,0,unknown,0
38,management,married,unknown,no,0.0,no,no,telephone,3,jun,943,2,-1,0,unknown,1
49,blue-collar,married,secondary,no,159.0,yes,no,cellular,29,jul,91,6,-1,0,unknown,0
41,technician,single,secondary,no,10528.0,no,no,cellular,14,sep,378,2,-1,0,unknown,1
30,services,single,secondary,no,4622.0,yes,no,cellular,8,apr,227,2,234,1,failure,0
31,management,single,tertiary,no,489.0,yes,no,cellular,12,may,211,2,280,6,other,1
42,management,single,tertiary,no,1296.0,no,no,cellular,6,aug,568,2,-1,0,unknown,1
32,management,married,tertiary,no,989.0,no,no,cellular,29,jan,125,2,-1,0,unknown,0
37,management,married,tertiary,no,1636.0,no,no,cellular,14,oct,186,2,-1,0,unknown,0
36,technician,single,secondary,no,2396.0,no,no,cellular,26,may,184,1,-1,0,unknown,1
33,services,married,secondary,no,162.0,yes,no,unknown,26,may,863,3,-1,0,unknown,1
49,management,married,tertiary,yes,0.0,yes,no,cellular,7,jul,1120,2,-1,0,unknown,1
56,technician,married,secondary,no,493.0,no,no,cellular,12,aug,889,1,-1,0,unknown,1
33,technician,married,tertiary,no,430.0,no,yes,cellular,3,feb,182,4,-1,0,unknown,0
44,blue-collar,married,unknown,yes,376.0,no,no,cellular,15,jun,587,1,-1,0,unknown,1
37,admin.,married,secondary,no,1131.0,yes,no,cellular,25,nov,254,1,-1,0,unknown,1
37,entrepreneur,single,primary,no,1612.0,yes,no,cellular,21,jul,494,3,-1,0,unknown,1
20,student,single,secondary,no,1015.0,no,no,cellular,18,jun,480,2,-1,0,unknown,1
43,services,married,secondary,no,3829.0,yes,no,unknown,29,may,578,2,-1,0,unknown,1
58,housemaid,married,primary,no,1123.0,no,yes,telephone,21,jul,441,2,-1,0,unknown,0
54,technician,married,secondary,no,11.0,no,no,unknown,12,jun,812,1,-1,0,unknown,1
34,technician,single,secondary,no,849.0,yes,no,cellular,15,may,666,1,-1,0,unknown,0
57,management,married,tertiary,yes,1624.0,no,no,cellular,11,aug,108,2,-1,0,unknown,0
25,student,single,unknown,no,1137.0,no,no,telephone,28,jan,173,2,-1,0,unknown,0
42,admin.,single,secondary,no,-522.0,yes,yes,cellular,6,may,566,2,-1,0,unknown,0
35,management,divorced,tertiary,no,0.0,no,no,cellular,20,aug,88,2,-1,0,unknown,0
57,management,married,secondary,no,2324.0,no,yes,cellular,7,aug,182,2,-1,0,unknown,0
36,management,divorced,tertiary,no,2050.0,yes,no,cellular,15,apr,87,2,-1,0,unknown,0
39,technician,married,tertiary,no,141.0,yes,yes,telephone,29,jan,342,3,-1,0,unknown,0
49,technician,married,secondary,no,396.0,no,no,cellular,14,aug,154,2,-1,0,unknown,1
43,management,married,tertiary,no,2575.0,no,no,cellular,31,aug,645,2,-1,0,unknown,1
59,retired,divorced,secondary,no,2983.0,yes,no,cellular,30,jan,41,2,17,3,other,0
42,entrepreneur,married,secondary,no,217.0,yes,yes,cellular,11,may,51,2,-1,0,unknown,0
46,entrepreneur,married,unknown,yes,0.0,yes,no,cellular,4,aug,174,1,-1,0,unknown,0
46,management,divorced,secondary,no,309.0,no,no,cellular,18,aug,645,3,-1,0,unknown,1
51,entrepreneur,divorced,tertiary,no,3537.0,no,no,unknown,5,jun,403,4,-1,0,unknown,0
52,blue-collar,married,secondary,no,8828.0,no,no,telephone,27,may,813,1,182,2,success,1
57,housemaid,divorced,secondary,no,-15.0,yes,yes,cellular,17,jul,103,2,-1,0,unknown,0
58,technician,divorced,secondary,no,3985.0,no,no,cellular,28,jan,130,2,-1,0,unknown,0
56,blue-collar,married,secondary,no,6824.0,yes,no,cellular,18,aug,159,1,92,2,failure,0
31,admin.,single,secondary,no,2559.0,yes,no,unknown,6,jun,819,3,-1,0,unknown,0
40,technician,married,secondary,no,0.0,yes,no,cellular,29,jan,155,2,-1,0,unknown,0
30,technician,married,secondary,no,3082.0,no,no,cellular,5,aug,567,1,-1,0,unknown,1
46,technician,married,secondary,no,641.0,yes,no,cellular,6,apr,407,1,274,3,success,1
61,self-employed,married,tertiary,no,556.0,yes,no,cellular,14,may,246,6,-1,0,unknown,0
55,management,divorced,tertiary,no,1651.0,no,no,cellular,4,feb,278,6,-1,0,unknown,1
32,blue-collar,divorced,primary,no,1596.0,yes,no,cellular,15,may,558,4,-1,0,unknown,1
53,technician,divorced,secondary,no,0.0,no,no,cellular,8,aug,58,2,-1,0,unknown,0
73,retired,married,primary,no,184.0,no,no,cellular,20,apr,503,1,-1,0,unknown,1
73,retired,married,tertiary,no,2817.0,no,no,cellular,9,mar,181,1,182,1,success,1
61,retired,married,tertiary,no,2443.0,no,no,cellular,4,may,414,5,98,1,other,1
64,retired,married,unknown,no,10332.0,no,no,cellular,30,jul,397,5,-1,0,unknown,1
30,student,single,tertiary,no,576.0,no,no,cellular,15,jun,350,1,-1,0,unknown,1
31,blue-collar,married,primary,no,449.0,yes,no,cellular,5,may,57,3,8,1,failure,0
46,management,married,tertiary,no,505.0,yes,no,cellular,20,nov,76,1,176,2,failure,0
42,management,married,tertiary,no,276.0,no,no,cellular,4,aug,317,1,91,5,failure,1
59,management,single,unknown,no,1138.0,no,no,cellular,19,jul,187,2,195,1,success,0
33,management,single,tertiary,no,0.0,no,no,cellular,30,apr,343,1,-1,0,unknown,1
34,management,single,tertiary,no,3384.0,no,no,cellular,3,jun,101,2,208,8,success,0
18,student,single,secondary,no,718.0,yes,no,cellular,17,jul,254,1,-1,0,unknown,1
34,management,single,tertiary,no,330.0,no,yes,cellular,9,feb,27,2,89,1,failure,0
40,admin.,married,tertiary,no,230.0,no,no,unknown,11,jun,132,3,-1,0,unknown,1
48,blue-collar,married,primary,no,127.0,no,no,cellular,5,feb,157,2,-1,0,unknown,0
35,services,single,primary,no,1867.0,yes,no,cellular,4,feb,343,1,-1,0,unknown,0
34,management,married,tertiary,no,2.0,no,no,cellular,18,aug,96,11,-1,0,unknown,0
30,management,single,tertiary,no,9336.0,yes,no,cellular,7,may,982,2,308,4,failure,1
50,management,married,tertiary,no,12.0,yes,no,cellular,16,apr,1059,1,-1,0,unknown,1
35,management,married,tertiary,no,563.0,yes,no,cellular,28,jul,204,3,-1,0,unknown,0
50,management,married,tertiary,no,2368.0,no,no,cellular,22,apr,664,2,-1,0,unknown,1
26,management,single,tertiary,no,400.0,no,no,cellular,21,nov,65,2,-1,0,unknown,0
58,blue-collar,married,primary,no,492.0,no,yes,cellular,15,jul,913,2,-1,0,unknown,1
41,blue-collar,married,primary,no,18.0,yes,no,cellular,11,may,221,2,-1,0,unknown,0
44,management,married,tertiary,no,93.0,yes,no,cellular,25,jul,197,1,-1,0,unknown,0
34,management,single,tertiary,no,6429.0,yes,no,cellular,8,may,244,3,-1,0,unknown,0
32,technician,single,secondary,no,54.0,no,no,cellular,18,feb,269,1,175,3,other,0
47,management,single,tertiary,no,281.0,no,no,cellular,20,aug,335,1,-1,0,unknown,1
60,retired,single,primary,no,1535.0,yes,yes,telephone,14,may,29,2,-1,0,unknown,0
33,entrepreneur,married,tertiary,no,-144.0,yes,no,cellular,25,may,169,1,98,2,failure,1
30,entrepreneur,single,tertiary,no,315.0,no,no,cellular,27,aug,125,8,-1,0,unknown,0
37,admin.,married,secondary,no,1035.0,yes,no,cellular,18,nov,295,4,12,2,failure,0
54,management,married,tertiary,no,955.0,no,no,cellular,12,aug,93,4,-1,0,unknown,0
50,management,married,secondary,no,1179.0,no,no,cellular,26,may,283,1,-1,0,unknown,0
43,management,married,tertiary,no,1309.0,yes,no,cellular,20,apr,1030,3,-1,0,unknown,1
51,unemployed,married,secondary,no,4124.0,no,no,cellular,22,may,198,2,92,7,success,1
31,blue-collar,married,secondary,no,318.0,yes,no,cellular,6,may,630,5,-1,0,unknown,1
33,blue-collar,single,secondary,no,525.0,no,yes,cellular,30,jul,74,2,-1,0,unknown,0
34,blue-collar,married,secondary,no,324.0,yes,yes,cellular,15,may,1018,7,347,2,failure,1
49,blue-collar,married,secondary,no,15.0,yes,no,cellular,13,may,304,1,-1,0,unknown,0
38,technician,single,secondary,no,300.0,yes,no,cellular,14,apr,108,1,150,2,failure,0
48,blue-collar,married,tertiary,no,209.0,no,no,cellular,28,jan,1387,1,-1,0,unknown,1
36,technician,married,tertiary,no,1258.0,yes,no,cellular,14,may,253,4,-1,0,unknown,0
53,technician,married,secondary,no,259.0,no,no,cellular,12,aug,148,1,120,3,success,1
35,technician,single,tertiary,no,992.0,yes,no,cellular,22,may,467,2,-1,0,unknown,1
47,technician,single,secondary,no,3643.0,no,no,cellular,20,nov,124,3,-1,0,unknown,0
37,admin.,married,secondary,no,1195.0,yes,no,unknown,23,may,121,2,-1,0,unknown,0
30,technician,married,tertiary,no,4754.0,yes,no,cellular,22,sep,234,1,95,3,success,1
46,management,divorced,tertiary,no,271.0,yes,no,cellular,30,apr,260,2,87,1,failure,1
54,housemaid,divorced,primary,no,133.0,no,no,cellular,1,jun,835,1,-1,0,unknown,1
36,technician,single,secondary,no,11.0,yes,no,unknown,2,jun,787,1,-1,0,unknown,0
37,blue-collar,married,secondary,no,521.0,yes,no,cellular,17,apr,206,2,-1,0,unknown,0
43,housemaid,married,secondary,no,1723.0,yes,no,unknown,12,may,123,5,-1,0,unknown,0
62,admin.,married,secondary,no,115.0,yes,yes,telephone,16,apr,538,1,-1,0,unknown,0
41,entrepreneur,married,secondary,no,4013.0,no,no,cellular,7,aug,389,11,-1,0,unknown,0
42,management,divorced,tertiary,no,2987.0,yes,no,cellular,9,sep,654,1,-1,0,unknown,1
41,blue-collar,married,secondary,no,292.0,yes,yes,unknown,27,may,238,2,-1,0,unknown,0
60,management,divorced,tertiary,no,1165.0,no,no,cellular,11,aug,520,1,182,3,success,1
29,blue-collar,single,secondary,no,1187.0,yes,no,unknown,30,may,335,3,-1,0,unknown,0
33,management,single,secondary,no,961.0,yes,no,unknown,2,jun,1664,1,-1,0,unknown,1
59,retired,married,primary,no,2174.0,no,no,cellular,3,apr,785,1,-1,0,unknown,1
60,retired,married,tertiary,no,523.0,no,no,cellular,5,jan,309,3,158,2,success,1
61,retired,married,secondary,no,480.0,no,no,cellular,15,jan,340,3,34,1,failure,1
75,retired,married,secondary,no,215.0,no,no,cellular,25,jan,370,1,216,3,success,1
54,services,married,secondary,no,244.0,yes,no,cellular,7,may,336,1,263,2,failure,0
47,management,married,tertiary,no,40.0,no,no,cellular,31,jul,90,1,-1,0,unknown,0
32,management,single,unknown,no,0.0,yes,no,cellular,18,may,167,1,263,1,failure,0
34,management,single,tertiary,no,273.0,yes,no,cellular,23,jul,56,6,-1,0,unknown,0
56,management,married,tertiary,no,796.0,no,yes,cellular,26,may,105,2,-1,0,unknown,0
27,entrepreneur,single,tertiary,no,395.0,no,no,cellular,3,nov,869,1,148,2,failure,1
35,management,single,tertiary,no,1445.0,no,no,cellular,27,oct,90,1,105,1,failure,0
35,blue-collar,married,primary,no,409.0,yes,no,cellular,13,may,719,1,-1,0,unknown,1
33,management,single,tertiary,no,316.0,no,no,cellular,21,jul,489,3,-1,0,unknown,0
34,technician,single,tertiary,no,153.0,no,yes,cellular,4,jun,604,1,92,2,failure,1
27,admin.,married,secondary,no,128.0,no,no,cellular,22,oct,236,1,-1,0,unknown,0
31,services,single,secondary,no,0.0,yes,no,cellular,31,jul,28,17,-1,0,unknown,0
39,management,married,tertiary,no,0.0,yes,no,cellular,25,jul,140,1,-1,0,unknown,0
58,technician,married,primary,no,71.0,no,no,cellular,20,aug,90,2,-1,0,unknown,0
48,management,married,tertiary,no,4256.0,yes,no,cellular,15,may,365,3,-1,0,unknown,0
34,management,single,tertiary,no,3040.0,yes,no,cellular,21,jul,333,1,-1,0,unknown,0
45,entrepreneur,married,tertiary,no,477.0,no,yes,cellular,7,jul,39,2,-1,0,unknown,0
29,student,single,secondary,no,3344.0,no,no,cellular,30,oct,132,2,-1,0,unknown,1
54,services,divorced,unknown,no,257.0,yes,no,cellular,16,apr,516,2,252,2,failure,0
40,blue-collar,married,primary,no,911.0,yes,no,cellular,17,apr,162,1,-1,0,unknown,0
32,technician,married,secondary,no,0.0,yes,no,cellular,20,nov,172,1,182,1,failure,0
39,technician,married,secondary,no,337.0,no,no,cellular,31,jul,50,8,-1,0,unknown,0
47,blue-collar,married,primary,no,3091.0,no,no,cellular,19,aug,97,3,-1,0,unknown,0
48,blue-collar,married,primary,no,733.0,yes,no,cellular,13,aug,275,2,-1,0,unknown,0
32,technician,married,tertiary,no,316.0,no,no,cellular,13,aug,257,7,-1,0,unknown,0
37,technician,single,tertiary,no,0.0,yes,no,cellular,30,apr,239,1,319,2,success,1
55,technician,single,tertiary,no,206.0,no,no,cellular,21,aug,224,2,-1,0,unknown,0
42,blue-collar,married,secondary,no,0.0,yes,no,cellular,15,may,448,3,350,2,failure,1
39,management,single,tertiary,no,2577.0,no,no,cellular,12,oct,181,2,541,1,failure,1
36,blue-collar,married,secondary,no,473.0,no,yes,cellular,15,jul,517,7,-1,0,unknown,0
44,blue-collar,single,primary,no,1461.0,yes,no,unknown,30,may,102,1,-1,0,unknown,0
52,blue-collar,married,primary,no,1074.0,yes,no,unknown,30,may,643,2,-1,0,unknown,0
33,blue-collar,married,primary,no,1785.0,no,yes,unknown,9,jun,426,2,-1,0,unknown,0
34,blue-collar,married,primary,no,1066.0,yes,no,unknown,14,may,537,1,-1,0,unknown,0
34,housemaid,divorced,primary,no,2040.0,no,no,cellular,20,apr,379,1,-1,0,unknown,1
52,blue-collar,married,secondary,no,4190.0,no,no,cellular,16,nov,202,4,-1,0,unknown,0
53,blue-collar,married,primary,no,984.0,yes,no,cellular,20,apr,691,1,-1,0,unknown,1
41,services,single,tertiary,no,1080.0,yes,yes,cellular,15,may,984,1,-1,0,unknown,1
39,admin.,married,secondary,no,1694.0,no,yes,cellular,21,aug,182,2,-1,0,unknown,0
53,entrepreneur,married,secondary,no,256.0,yes,no,cellular,11,jul,837,2,-1,0,unknown,1
24,admin.,single,secondary,no,2040.0,yes,no,cellular,11,aug,855,2,-1,0,unknown,1
57,technician,single,secondary,no,1289.0,no,no,cellular,20,sep,392,3,184,4,success,1
36,blue-collar,married,secondary,no,4144.0,yes,no,cellular,23,jul,218,1,-1,0,unknown,0
45,management,divorced,unknown,no,542.0,yes,no,cellular,19,nov,240,1,-1,0,unknown,0
27,blue-collar,married,tertiary,no,21623.0,no,no,cellular,3,feb,693,1,-1,0,unknown,1
49,technician,married,secondary,no,828.0,no,yes,cellular,23,jun,138,4,-1,0,unknown,1
45,management,married,secondary,no,0.0,yes,no,telephone,28,oct,297,1,171,3,failure,1
25,management,single,tertiary,no,12835.0,yes,no,unknown,30,may,732,3,-1,0,unknown,1
46,blue-collar,divorced,primary,no,113.0,yes,no,cellular,3,feb,57,2,265,2,failure,0
40,admin.,divorced,secondary,no,139.0,yes,no,cellular,12,may,100,1,-1,0,unknown,0
29,blue-collar,single,secondary,no,2697.0,yes,no,cellular,24,jul,460,2,-1,0,unknown,1
46,blue-collar,married,tertiary,no,2968.0,yes,no,unknown,7,may,211,1,-1,0,unknown,1
46,technician,married,secondary,no,-119.0,yes,no,cellular,25,jul,591,8,-1,0,unknown,1
44,blue-collar,single,secondary,no,837.0,yes,yes,unknown,19,may,379,6,-1,0,unknown,0
34,technician,married,secondary,no,0.0,yes,no,cellular,11,aug,1341,3,-1,0,unknown,1
37,self-employed,single,tertiary,no,631.0,no,no,cellular,22,may,1849,1,-1,0,unknown,1
28,technician,single,tertiary,yes,582.0,yes,yes,telephone,23,oct,180,1,92,5,success,1
42,technician,divorced,secondary,no,-236.0,yes,yes,cellular,21,jul,126,2,-1,0,unknown,0
30,management,divorced,tertiary,no,2850.0,yes,no,cellular,11,aug,223,1,-1,0,unknown,0
33,blue-collar,single,secondary,no,313.0,yes,no,unknown,10,aug,113,4,196,3,success,0
41,management,divorced,tertiary,no,1735.0,no,no,cellular,21,aug,1357,10,-1,0,unknown,0
39,management,divorced,tertiary,no,707.0,no,no,telephone,26,feb,173,1,-1,0,unknown,1
53,retired,married,tertiary,no,79.0,no,no,cellular,12,nov,168,3,129,1,failure,1
29,student,single,secondary,no,758.0,no,no,cellular,17,mar,181,1,-1,0,unknown,1
42,housemaid,married,primary,no,390.0,no,no,cellular,31,nov,183,1,91,5,success,1
31,unemployed,single,primary,no,-78.0,no,no,cellular,18,mar,229,1,181,3,success,1
26,student,married,secondary,no,2.0,no,no,cellular,22,sep,182,1,92,2,success,1
67,unemployed,married,secondary,no,1495.0,no,no,telephone,27,oct,288,2,-1,0,unknown,1
44,technician,divorced,secondary,no,2145.0,yes,yes,unknown,11,jun,62,5,-1,0,unknown,0
38,retired,single,primary,no,654.0,yes,no,cellular,12,may,268,1,340,1,failure,0
35,management,single,tertiary,no,254.0,no,no,cellular,23,jul,538,3,-1,0,unknown,1
37,blue-collar,married,tertiary,no,449.0,yes,no,cellular,20,nov,86,3,179,2,failure,0
50,admin.,married,primary,no,7924.0,yes,no,cellular,29,jan,79,2,-1,0,unknown,0
59,admin.,married,secondary,no,0.0,no,no,cellular,13,aug,196,2,-1,0,unknown,0
38,management,single,tertiary,no,62.0,yes,no,cellular,20,apr,360,3,-1,0,unknown,0
31,services,single,unknown,no,2643.0,no,no,cellular,28,aug,90,17,-1,0,unknown,0
24,services,single,secondary,no,520.0,yes,no,cellular,16,apr,841,2,148,2,failure,1
34,management,single,tertiary,no,495.0,no,no,cellular,21,oct,143,1,91,1,success,1
37,services,married,secondary,no,512.0,yes,no,cellular,14,may,434,1,-1,0,unknown,0
64,blue-collar,married,primary,no,0.0,no,no,cellular,25,aug,148,7,-1,0,unknown,0
28,student,single,secondary,no,2.0,no,no,cellular,6,aug,1101,3,-1,0,unknown,1
45,services,married,unknown,no,1515.0,yes,no,cellular,22,may,188,1,-1,0,unknown,1
37,blue-collar,married,secondary,no,498.0,no,no,cellular,13,may,1008,2,98,2,success,1
26,blue-collar,single,tertiary,no,158.0,no,no,cellular,19,nov,1424,1,-1,0,unknown,1
41,technician,single,secondary,no,293.0,no,no,cellular,16,apr,567,1,-1,0,unknown,0
31,management,single,tertiary,no,25.0,no,no,cellular,21,aug,78,10,-1,0,unknown,0
35,blue-collar,married,primary,no,541.0,yes,no,cellular,13,may,64,1,-1,0,unknown,0
30,admin.,single,secondary,yes,914.0,no,no,cellular,14,may,568,2,-1,0,unknown,1
49,services,single,secondary,no,942.0,yes,no,cellular,13,apr,206,2,361,2,failure,0
34,management,single,tertiary,no,177.0,yes,yes,cellular,5,may,174,2,-1,0,unknown,0
24,services,single,primary,no,536.0,yes,no,cellular,3,mar,170,1,-1,0,unknown,1
37,management,single,tertiary,no,0.0,yes,no,cellular,2,mar,388,1,191,1,other,0
36,admin.,single,tertiary,no,393.0,no,no,cellular,9,sep,136,2,-1,0,unknown,1
32,management,single,tertiary,no,13654.0,no,no,cellular,10,mar,247,1,460,2,failure,1
35,admin.,married,secondary,no,2806.0,no,no,cellular,25,jul,283,2,183,7,success,1
41,blue-collar,single,primary,no,5.0,yes,no,unknown,28,may,286,1,-1,0,unknown,0
38,management,married,tertiary,no,12264.0,yes,no,cellular,13,apr,258,2,377,5,success,1
25,technician,single,tertiary,no,362.0,no,no,cellular,4,aug,263,1,182,7,success,1
23,student,single,secondary,no,0.0,yes,no,telephone,16,mar,305,1,-1,0,unknown,1
66,retired,married,secondary,no,1944.0,no,no,cellular,26,may,392,2,-1,0,unknown,1
30,admin.,married,tertiary,no,0.0,yes,no,cellular,7,jul,229,1,-1,0,unknown,0
44,management,married,tertiary,no,303.0,yes,no,cellular,12,may,156,3,371,1,other,0
40,management,single,tertiary,no,354.0,no,no,cellular,22,apr,207,2,-1,0,unknown,1
59,retired,married,tertiary,no,2039.0,no,no,cellular,5,feb,324,2,-1,0,unknown,0
48,technician,married,tertiary,no,458.0,no,no,cellular,5,aug,45,1,-1,0,unknown,0
49,management,married,tertiary,no,0.0,yes,yes,cellular,5,may,256,1,-1,0,unknown,0
34,admin.,single,secondary,no,1422.0,yes,no,cellular,8,may,420,1,-1,0,unknown,1
61,admin.,married,secondary,no,92.0,yes,no,cellular,23,sep,992,1,90,2,success,1
50,blue-collar,married,primary,no,3938.0,no,yes,cellular,19,nov,233,3,-1,0,unknown,0
31,student,single,tertiary,no,1170.0,no,no,cellular,19,feb,220,3,504,3,failure,1
36,management,single,tertiary,no,1517.0,no,no,cellular,4,feb,104,6,92,2,other,1
32,technician,single,tertiary,no,383.0,no,no,cellular,17,nov,284,1,-1,0,unknown,1
57,retired,married,secondary,no,2006.0,no,no,cellular,28,jan,349,1,239,2,success,1
36,management,married,tertiary,no,0.0,yes,no,cellular,4,aug,131,2,99,1,other,0
51,blue-collar,married,secondary,no,2898.0,yes,no,cellular,11,may,367,1,181,3,failure,0
39,technician,single,secondary,no,441.0,no,no,cellular,12,aug,325,1,-1,0,unknown,0
46,blue-collar,married,primary,no,1035.0,no,no,cellular,28,aug,104,10,-1,0,unknown,0
